#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
439,-191672.140625,328267.596915,0.004544,303233.029173,303156.862540,149259.497564,306203.800780
440,-191195.625000,328274.454171,0.000000,303233.029173,303156.862540,248410.045673,306203.800780
441,-187716.375000,328324.496260,0.000000,303233.029173,303156.862540,17227.738998,306203.800780
442,-186853.078125,328336.906056,0.000000,303233.029173,303156.862540,-46188.461131,306203.800780
443,-184447.187500,328371.475758,0.000000,303233.029173,303156.862540,-14345.764357,306203.800780
444,-184300.000000,328373.589959,0.000000,303233.029173,303156.862540,-143842.997899,306203.800780
445,-180155.234375,328433.092134,0.000000,303233.029173,303156.862540,66355.906863,306203.800780
446,-179765.750000,328438.680264,0.000000,303233.029173,303156.862540,139105.181178,306203.800780
447,-166094.406250,328634.471048,0.000000,303233.029173,303156.862540,78542.793022,306203.800780
448,-164843.484375,328652.350987,0.000000,303233.029173,303156.862540,269255.993534,306203.800780
449,-162832.796875,328681.078341,nan,303233.029173,303156.862540,102503.695228,306203.800780
450,-160518.843750,328714.119896,0.000000,303233.029173,303156.862540,-63131.250459,306203.800780
451,-157144.265625,328762.270628,0.000000,303233.029173,303156.862540,-7434.456999,306203.800780
452,-154016.421875,328806.862903,0.000000,303233.029173,303156.862540,-214164.488274,306203.800780
453,-148228.203125,328889.286879,0.000000,303233.029173,303156.862540,154488.391312,306203.800780
454,-142912.937500,328964.866214,0.000000,303233.029173,303156.862540,-213342.576753,306203.800780
455,-140355.328125,329001.196176,0.000000,303233.029173,303156.862540,261162.938286,306203.800780
456,-126815.062500,329193.126054,0.000000,303233.029173,303156.862540,127415.830556,306203.800780
457,-117760.546875,329321.091883,0.000000,303233.029173,303156.862540,125184.297526,306203.800780
458,-114720.320313,329363.990691,0.000000,303233.029173,303156.862540,136615.042679,306203.800780
459,-112994.195313,329388.331761,0.000000,303233.029173,303156.862540,19669.814156,306203.800780
460,-111236.250000,329413.110202,0.000000,303233.029173,303156.862540,76483.312084,306203.800780
461,-108372.773438,329453.446731,0.000000,303233.029173,303156.862540,126956.926362,306203.800780
462,-106017.960938,329486.595188,0.000000,303233.029173,303156.862540,-410317.543544,306203.800780
463,-100116.945313,329569.573050,0.000000,303233.029173,303156.862540,-51208.124259,306203.800780
464,-97928.968750,329600.306822,0.000035,303233.029173,303156.862540,-1256.013779,306203.800780
465,-83262.812500,329805.860704,0.000000,303233.029173,303156.862540,170885.794544,306203.800780
466,-78802.148438,329868.221764,0.000000,303233.029173,303156.862540,101808.535988,306203.800780
467,-76768.320313,329896.630766,0.000000,303233.029173,303156.862540,123308.097379,306203.800780
468,-76328.320313,329902.774786,0.000000,303233.029173,303156.862540,-100.428916,306203.800780
469,-75858.890625,329909.328965,0.000000,303233.029173,303156.862540,-58632.928596,306203.800780
470,-52329.324219,330236.808958,0.000000,303233.029173,303156.862540,-19450.383088,306203.800780
471,-49838.894531,330271.351078,0.000000,303233.029173,303156.862540,-187054.244009,306203.800780
472,-44330.210938,330347.675262,0.000000,303233.029173,303156.862540,50618.655766,306203.800780
473,-43672.332031,330356.782888,0.000000,303233.029173,303156.862540,132727.439307,306203.800780
474,-42160.480469,330377.706825,0.000000,303233.029173,303156.862540,-206885.807190,306203.800780
475,-31864.292969,330519.982380,0.000000,303233.029173,303156.862540,227191.261766,306203.800780
476,-28258.105469,330569.721742,0.000000,303233.029173,303156.862540,-177007.605776,306203.800780
477,-23060.343750,330641.329498,0.000000,303233.029173,303156.862540,-82831.445141,306203.800780
478,-21620.843750,330661.143490,0.000000,303233.029173,303156.862540,-81082.382071,306203.800780
479,-17740.333984,330714.518961,0.000000,303233.029173,303156.862540,377732.533241,306203.800780
480,-15167.897461,330749.871824,nan,303233.029173,303156.862540,-25295.570970,306203.800780
481,-14899.709961,330753.556117,0.000000,303233.029173,303156.862540,238848.185202,306203.800780
482,-10595.365234,330812.652138,0.000000,303233.029173,303156.862540,16158.985190,306203.800780
483,-7197.540039,330859.254350,0.000000,303233.029173,303156.862540,73825.713243,306203.800780
