#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
152,-0.007645,161182.778322,110749.541967,93642.128340,102512.834978,26710.774811,141479.644761
153,-0.007629,161120.429154,0.000000,93642.128340,102512.834978,6711.919791,141479.644761
154,-0.007560,160841.348280,0.000000,93642.128340,102512.834978,19285.820997,141479.644761
155,-0.007553,160809.952765,0.000000,93642.128340,102512.834978,33020.803965,141479.644761
156,-0.007520,160677.592443,0.000000,93642.128340,102512.834978,187629.153459,141479.644761
157,-0.007389,160147.165351,0.000000,93642.128340,102512.834978,18969.254917,141479.644761
158,-0.007336,159927.662845,0.000000,93642.128340,102512.834978,152750.378630,141479.644761
159,-0.007314,159841.519091,0.000000,93642.128340,102512.834978,-5563.659369,141479.644761
160,-0.007301,159785.662220,110746.461051,93642.128340,102512.834978,-97736.026486,141479.644761
161,-0.007282,159709.477415,110746.293820,93642.128340,102512.834978,-36895.713069,141479.644761
162,-0.007281,159705.377230,0.000000,93642.128340,102512.834978,56854.249494,141479.644761
163,-0.007208,159407.802582,0.000000,93642.128340,102512.834978,35396.692756,141479.644761
164,-0.007180,159291.288776,0.000000,93642.128340,102512.834978,121124.889763,141479.644761
165,-0.007176,159274.152482,0.000000,93642.128340,102512.834978,58135.221852,141479.644761
166,-0.007039,158715.263475,0.000000,93642.128340,102512.834978,-66192.156776,141479.644761
167,-0.006994,158530.475975,0.000000,93642.128340,102512.834978,-79810.713099,141479.644761
168,-0.006933,158278.654812,0.000000,93642.128340,102512.834978,-80509.483356,141479.644761
169,-0.006851,157940.007890,0.000000,93642.128340,102512.834978,-25788.391641,141479.644761
170,-0.006782,157654.590407,0.000000,93642.128340,102512.834978,91214.193154,141479.644761
171,-0.006742,157488.299422,0.000000,93642.128340,102512.834978,-59667.031429,141479.644761
172,-0.006737,157468.994027,0.000000,93642.128340,102512.834978,45760.626911,141479.644761
173,-0.006725,157418.517838,0.000000,93642.128340,102512.834978,-49134.657996,141479.644761
174,-0.006720,157396.884012,0.000000,93642.128340,102512.834978,-97286.464791,141479.644761
175,-0.006715,157377.402934,0.000000,93642.128340,102512.834978,8342.658424,141479.644761
176,-0.006684,157248.613443,0.000000,93642.128340,102512.834978,-4376.511529,141479.644761
177,-0.006673,157204.286766,0.000000,93642.128340,102512.834978,105768.668369,141479.644761
178,-0.006667,157177.610692,0.000000,93642.128340,102512.834978,-68361.312118,141479.644761
179,-0.006608,156935.216447,0.000000,93642.128340,102512.834978,-91786.202470,141479.644761
180,-0.006581,156820.891383,0.000000,93642.128340,102512.834978,-16091.325369,141479.644761
181,-0.006567,156761.785326,0.000000,93642.128340,102512.834978,-5751.828006,141479.644761
182,-0.006519,156563.027539,0.000000,93642.128340,102512.834978,51086.913494,141479.644761
183,-0.006496,156467.147510,0.000000,93642.128340,102512.834978,-2937.832379,141479.644761
184,-0.006473,156371.936543,0.000000,93642.128340,102512.834978,-68301.467111,141479.644761
185,-0.006466,156342.981137,0.000000,93642.128340,102512.834978,-41775.105968,141479.644761
186,-0.006458,156309.641438,0.000000,93642.128340,102512.834978,-102811.506823,141479.644761
187,-0.006441,156240.254925,0.000000,93642.128340,102512.834978,-93257.580637,141479.644761
188,-0.006436,156216.748296,0.000000,93642.128340,102512.834978,-88347.732155,141479.644761
189,-0.006419,156149.167399,0.000000,93642.128340,102512.834978,-50820.905782,141479.644761
190,-0.006400,156069.129450,0.000000,93642.128340,102512.834978,60621.555752,141479.644761
191,-0.006390,156025.208500,0.000000,93642.128340,102512.834978,101452.755294,141479.644761
192,-0.006351,155864.718148,0.000000,93642.128340,102512.834978,108228.087111,141479.644761
193,-0.006319,155728.584447,110737.666457,93642.128340,102512.834978,-102612.208149,141479.644761
194,-0.006308,155684.919367,0.000000,93642.128340,102512.834978,-132635.702766,141479.644761
195,-0.006306,155675.153760,110737.552143,93642.128340,102512.834978,-9592.056610,141479.644761
196,-0.006303,155661.691749,0.000000,93642.128340,102512.834978,84426.657545,141479.644761
197,-0.006280,155564.932583,0.000000,93642.128340,102512.834978,-41129.806054,141479.644761
198,-0.006238,155389.590296,0.000000,93642.128340,102512.834978,-91044.501660,141479.644761
199,-0.006181,155150.344664,0.000000,93642.128340,102512.834978,74073.808246,141479.644761
200,-0.006177,155134.489024,0.000000,93642.128340,102512.834978,16458.935378,141479.644761
201,-0.006153,155031.966975,0.000000,93642.128340,102512.834978,-69932.822242,141479.644761
202,-0.006065,154663.506850,0.000000,93642.128340,102512.834978,-122040.365181,141479.644761
203,-0.006053,154609.963205,110735.281388,93642.128340,102512.834978,70760.119151,141479.644761
204,-0.006018,154463.852673,0.000000,93642.128340,102512.834978,-133730.962686,141479.644761
205,-0.005994,154360.991760,0.000000,93642.128340,102512.834978,85140.319202,141479.644761
206,-0.005991,154351.272325,0.000000,93642.128340,102512.834978,36933.034092,141479.644761
207,-0.005946,154161.560603,0.000000,93642.128340,102512.834978,143667.239223,141479.644761
208,-0.005939,154132.411535,0.000000,93642.128340,102512.834978,59581.486771,141479.644761
209,-0.005882,153890.004883,0.000000,93642.128340,102512.834978,-60959.064000,141479.644761
210,-0.005806,153565.082624,110733.069080,93642.128340,102512.834978,-19664.755114,141479.644761
211,-0.005786,153482.492855,0.000000,93642.128340,102512.834978,-37549.391059,141479.644761
212,-0.005786,153480.728382,0.000000,93642.128340,102512.834978,53042.532752,141479.644761
213,-0.005750,153327.213535,0.000000,93642.128340,102512.834978,-42090.398388,141479.644761
214,-0.005723,153215.456451,110732.332172,93642.128340,102512.834978,38544.793002,141479.644761
215,-0.005689,153068.756214,0.000000,93642.128340,102512.834978,-19905.610203,141479.644761
216,-0.005546,152460.812871,0.000000,93642.128340,102512.834978,65756.770243,141479.644761
217,-0.005451,152050.692264,0.000000,93642.128340,102512.834978,32970.917520,141479.644761
218,-0.005445,152028.756262,0.000000,93642.128340,102512.834978,-16188.265597,141479.644761
219,-0.005295,151383.573744,0.000000,93642.128340,102512.834978,-167166.448221,141479.644761
220,-0.005261,151233.824802,0.000000,93642.128340,102512.834978,-20510.042298,141479.644761
221,-0.005256,151214.734584,0.000000,93642.128340,102512.834978,19808.222503,141479.644761
222,-0.005206,150997.077377,0.000000,93642.128340,102512.834978,-37256.504791,141479.644761
223,-0.005187,150915.082709,0.000000,93642.128340,102512.834978,-105575.032580,141479.644761
224,-0.005153,150770.959711,0.000000,93642.128340,102512.834978,131408.114081,141479.644761
225,-0.005145,150736.221893,0.000000,93642.128340,102512.834978,14253.284668,141479.644761
226,-0.005026,150220.975705,0.000000,93642.128340,102512.834978,-3786.187387,141479.644761
227,-0.004932,149812.854131,0.000000,93642.128340,102512.834978,-1569.354820,141479.644761
228,-0.004909,149710.061992,110725.036708,93642.128340,102512.834978,-38832.630288,141479.644761
229,-0.004884,149604.090800,0.000000,93642.128340,102512.834978,-54321.011945,141479.644761
230,-0.004798,149228.023716,0.000000,93642.128340,102512.834978,-14422.209163,141479.644761
231,-0.004780,149147.811826,0.000000,93642.128340,102512.834978,-20010.025985,141479.644761
232,-0.004696,148782.414900,0.000000,93642.128340,102512.834978,79428.916573,141479.644761
233,-0.004522,148017.822033,0.000000,93642.128340,102512.834978,67324.886399,141479.644761
234,-0.004507,147949.888136,0.000000,93642.128340,102512.834978,-82305.531192,141479.644761
235,-0.004506,147946.019140,0.000000,93642.128340,102512.834978,13996.235889,141479.644761
236,-0.004504,147936.606922,0.000000,93642.128340,102512.834978,-26543.678543,141479.644761
237,-0.004497,147905.182832,0.000000,93642.128340,102512.834978,-58749.552562,141479.644761
238,-0.004489,147870.687951,0.000000,93642.128340,102512.834978,2094.357927,141479.644761
239,-0.004430,147611.644177,0.000000,93642.128340,102512.834978,-14210.443110,141479.644761
240,-0.004375,147367.482341,0.000000,93642.128340,102512.834978,-92236.186059,141479.644761
241,-0.004343,147223.738635,0.000000,93642.128340,102512.834978,67364.271339,141479.644761
242,-0.004227,146712.994141,0.000000,93642.128340,102512.834978,-64236.305231,141479.644761
243,-0.004215,146656.787393,0.000000,93642.128340,102512.834978,87158.441650,141479.644761
244,-0.004205,146614.505117,0.000000,93642.128340,102512.834978,60163.447660,141479.644761
245,-0.004205,146612.592653,0.000000,93642.128340,102512.834978,39270.697772,141479.644761
246,-0.004174,146474.274010,0.000000,93642.128340,102512.834978,-78575.866380,141479.644761
247,-0.004052,145932.469758,0.000000,93642.128340,102512.834978,-19237.786493,141479.644761
248,-0.004042,145888.673304,0.000000,93642.128340,102512.834978,-13993.173683,141479.644761
249,-0.003957,145505.001180,110716.507886,93642.128340,102512.834978,-28524.423700,141479.644761
250,-0.003898,145243.689940,0.000000,93642.128340,102512.834978,-6835.926231,141479.644761
251,-0.003868,145107.728712,0.000000,93642.128340,102512.834978,-68032.006464,141479.644761
252,-0.003854,145045.948126,0.000000,93642.128340,102512.834978,-68840.022766,141479.644761
253,-0.003728,144478.562054,110714.462932,93642.128340,102512.834978,-34954.732854,141479.644761
254,-0.003658,144160.846686,0.000000,93642.128340,102512.834978,-130199.039277,141479.644761
255,-0.003655,144146.337461,0.000000,93642.128340,102512.834978,120195.619388,141479.644761
256,-0.003636,144061.629019,0.000000,93642.128340,102512.834978,43450.528223,141479.644761
257,-0.003604,143914.564086,0.000000,93642.128340,102512.834978,-111406.935338,141479.644761
258,-0.003566,143743.588200,0.000000,93642.128340,102512.834978,23004.975651,141479.644761
259,-0.003545,143647.115892,0.000000,93642.128340,102512.834978,33720.128748,141479.644761
260,-0.003519,143530.770338,110712.587524,93642.128340,102512.834978,-22212.596915,141479.644761
261,-0.003502,143455.910740,0.000000,93642.128340,102512.834978,32221.537259,141479.644761
262,-0.003482,143365.238362,0.000000,93642.128340,102512.834978,-58787.125435,141479.644761
263,-0.003454,143233.718243,110712.002284,93642.128340,102512.834978,-156500.591733,141479.644761
264,-0.003449,143213.801785,0.000000,93642.128340,102512.834978,41386.112277,141479.644761
265,-0.003351,142764.866072,0.000000,93642.128340,102512.834978,77937.462327,141479.644761
266,-0.003305,142556.629169,0.000000,93642.128340,102512.834978,-56993.997128,141479.644761
267,-0.003292,142496.126980,0.000000,93642.128340,102512.834978,42359.262332,141479.644761
268,-0.003262,142360.269049,0.000000,93642.128340,102512.834978,-104548.795313,141479.644761
269,-0.003194,142045.290504,110709.673022,93642.128340,102512.834978,-11129.554663,141479.644761
270,-0.003167,141922.913483,0.000000,93642.128340,102512.834978,-41321.052871,141479.644761
271,-0.003153,141859.316343,0.000000,93642.128340,102512.834978,34777.564419,141479.644761
272,-0.003140,141798.713737,0.000000,93642.128340,102512.834978,88516.833922,141479.644761
273,-0.003131,141758.675988,0.000000,93642.128340,102512.834978,23755.437838,141479.644761
274,-0.003126,141734.683005,0.000000,93642.128340,102512.834978,57839.489653,141479.644761
275,-0.003120,141706.047802,0.000000,93642.128340,102512.834978,121060.638597,141479.644761
276,-0.003118,141699.648187,0.000000,93642.128340,102512.834978,-74459.309411,141479.644761
277,-0.003118,141699.597006,0.000000,93642.128340,102512.834978,-72821.342367,141479.644761
278,-0.003086,141552.699672,110708.713257,93642.128340,102512.834978,-11199.472208,141479.644761
279,-0.003067,141462.263879,0.000000,93642.128340,102512.834978,-16207.900718,141479.644761
280,-0.002990,141107.112146,0.000000,93642.128340,102512.834978,-12502.128789,141479.644761
281,-0.002923,140796.453641,0.000000,93642.128340,102512.834978,-3277.146073,141479.644761
282,-0.002881,140602.275719,0.000000,93642.128340,102512.834978,2334.497013,141479.644761
283,-0.002861,140509.799090,0.000000,93642.128340,102512.834978,-2693.514992,141479.644761
284,-0.002860,140506.720982,0.000000,93642.128340,102512.834978,-34949.200846,141479.644761
285,-0.002804,140248.061232,0.000000,93642.128340,102512.834978,17795.028671,141479.644761
286,-0.002791,140184.680699,0.000000,93642.128340,102512.834978,-124757.092334,141479.644761
287,-0.002718,139845.021354,0.000000,93642.128340,102512.834978,19008.518082,141479.644761
288,-0.002698,139751.938866,0.000000,93642.128340,102512.834978,-61106.807771,141479.644761
289,-0.002647,139515.327948,0.000000,93642.128340,102512.834978,-24020.413187,141479.644761
290,-0.002608,139334.672814,0.000000,93642.128340,102512.834978,21933.861591,141479.644761
291,-0.002556,139086.798613,0.000000,93642.128340,102512.834978,-24463.132242,141479.644761
292,-0.002474,138702.108570,0.000000,93642.128340,102512.834978,-88220.258759,141479.644761
293,-0.002464,138655.253124,0.000000,93642.128340,102512.834978,13989.456053,141479.644761
294,-0.002403,138369.555826,110702.591611,93642.128340,102512.834978,73478.843042,141479.644761
295,-0.002397,138341.747612,0.000000,93642.128340,102512.834978,69014.350488,141479.644761
296,-0.002392,138319.589048,110702.496628,93642.128340,102512.834978,74141.231704,141479.644761
297,-0.002381,138266.706661,0.000000,93642.128340,102512.834978,47057.444491,141479.644761
298,-0.002340,138074.010393,0.000000,93642.128340,102512.834978,-25045.886196,141479.644761
299,-0.002240,137601.770352,0.000000,93642.128340,102512.834978,51705.936780,141479.644761
300,-0.002155,137198.695270,0.000000,93642.128340,102512.834978,22789.895691,141479.644761
301,-0.002146,137152.067217,0.000000,93642.128340,102512.834978,8794.800425,141479.644761
302,-0.002125,137052.507702,0.000000,93642.128340,102512.834978,6097.736199,141479.644761
303,-0.002085,136862.913533,0.000000,93642.128340,102512.834978,-47239.971713,141479.644761
304,-0.002068,136781.209151,0.000000,93642.128340,102512.834978,41299.396999,141479.644761
305,-0.002037,136634.034861,110699.312611,93642.128340,102512.834978,33175.354418,141479.644761
306,-0.002021,136558.427728,0.000000,93642.128340,102512.834978,25169.185094,141479.644761
307,-0.001954,136237.745507,110698.569688,93642.128340,102512.834978,-49771.097288,141479.644761
308,-0.001902,135989.616447,0.000000,93642.128340,102512.834978,109266.922874,141479.644761
309,-0.001831,135650.392907,0.000000,93642.128340,102512.834978,29897.215817,141479.644761
310,-0.001815,135570.523298,0.000000,93642.128340,102512.834978,-38819.548330,141479.644761
311,-0.001811,135550.278433,0.000000,93642.128340,102512.834978,-32342.203897,141479.644761
312,-0.001775,135380.987899,110696.970902,93642.128340,102512.834978,77512.388063,141479.644761
