#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
23,0.536452,0.003743,0.039081,750608.670394,0.000000,1773632.048884,1852540.738136,331686.540307,2093807.545081
24,0.538819,0.001983,0.022363,694453.259823,1608561.832316,1773632.048884,1852540.738136,372173.491219,2093807.545081
25,0.540096,-0.001199,0.003985,631136.774407,1609345.545197,1773632.048884,1852540.738136,580274.027762,2093807.545081
26,0.541566,-0.002550,0.022387,757541.741027,0.000000,1773632.048884,1852540.738136,-113274.803340,2093807.545081
27,0.543043,0.002181,0.037206,796446.754083,0.000000,1773632.048884,1852540.738136,-181719.129021,2093807.545081
28,0.547435,0.007699,0.047871,824127.238179,0.000000,1773632.048884,1852540.738136,-335009.864910,2093807.545081
29,0.548777,-0.001657,-0.019777,551653.462930,0.000000,1773632.048884,1852540.738136,992028.575920,2093807.545081
30,0.550369,0.003091,0.028748,791110.872672,0.000000,1773632.048884,1852540.738136,-304800.900459,2093807.545081
31,0.550500,0.008381,0.023415,714019.428227,0.000000,1773632.048884,1852540.738136,524232.032054,2093807.545081
32,0.552640,0.003568,-0.003975,622913.085018,0.000000,1773632.048884,1852540.738136,460140.811403,2093807.545081
33,0.553974,0.003181,0.038625,857447.444541,0.000000,1773632.048884,1852540.738136,-16078.622882,2093807.545081
34,0.555959,-0.017890,0.004445,890734.232799,0.000000,1773632.048884,1852540.738136,-517943.744797,2093807.545081
35,0.558975,0.010926,0.043947,844158.869117,0.000000,1773632.048884,1852540.738136,324227.184368,2093807.545081
36,0.559446,-0.003002,0.005038,785547.194489,0.000000,1773632.048884,1852540.738136,-344333.311521,2093807.545081
37,0.560299,-0.005682,0.014830,859873.660063,0.000000,1773632.048884,1852540.738136,-15554.361241,2093807.545081
38,0.560453,0.007097,0.019800,771598.910560,0.000000,1773632.048884,1852540.738136,877267.296647,2093807.545081
39,0.562941,-0.001750,0.024583,885052.759617,0.000000,1773632.048884,1852540.738136,-696295.318521,2093807.545081
40,0.564158,-0.002161,0.007606,818397.070760,0.000000,1773632.048884,1852540.738136,-324993.718634,2093807.545081
41,0.567785,0.001310,0.033148,922857.600668,0.000000,1773632.048884,1852540.738136,433340.145843,2093807.545081
42,0.568231,0.008403,0.025074,831578.297522,0.000000,1773632.048884,1852540.738136,-236774.046209,2093807.545081
43,0.570561,-0.018066,0.009633,987600.524863,0.000000,1773632.048884,1852540.738136,-278005.714215,2093807.545081
44,0.571109,0.006883,0.012373,801756.917082,0.000000,1773632.048884,1852540.738136,1132314.929184,2093807.545081
45,0.571509,0.004457,0.008326,806401.883782,1628904.597175,1773632.048884,1852540.738136,257853.714711,2093807.545081
46,0.572701,0.009642,0.017461,810923.694820,0.000000,1773632.048884,1852540.738136,-516066.008865,2093807.545081
47,0.574857,0.012025,0.037440,893384.224175,0.000000,1773632.048884,1852540.738136,173167.791788,2093807.545081
48,0.575929,0.006526,0.041800,959762.583180,0.000000,1773632.048884,1852540.738136,336225.101148,2093807.545081
49,0.579583,0.006618,0.026373,914102.567684,0.000000,1773632.048884,1852540.738136,-708144.919653,2093807.545081
50,0.580786,-0.007083,0.033654,1048993.424881,0.000000,1773632.048884,1852540.738136,300332.289423,2093807.545081
51,0.581227,0.023209,0.048347,884438.798181,0.000000,1773632.048884,1852540.738136,175587.580915,2093807.545081
52,0.581619,0.017258,0.032629,866164.464057,0.000000,1773632.048884,1852540.738136,-404840.925606,2093807.545081
53,0.581652,0.001573,0.032405,987157.292898,0.000000,1773632.048884,1852540.738136,722711.489442,2093807.545081
54,0.583878,0.015146,0.041241,932026.955765,0.000000,1773632.048884,1852540.738136,-88292.081197,2093807.545081
55,0.584627,0.001322,0.025124,974820.337732,0.000000,1773632.048884,1852540.738136,-1347907.944062,2093807.545081
56,0.585289,0.010814,0.005101,815745.657470,0.000000,1773632.048884,1852540.738136,-96468.348507,2093807.545081
57,0.588974,0.001438,0.034053,1029090.695005,1640026.785252,1773632.048884,1852540.738136,151506.964554,2093807.545081
58,0.590600,-0.010868,-0.001481,988558.478752,1641072.181075,1773632.048884,1852540.738136,-722212.119548,2093807.545081
59,0.592005,0.003070,0.002797,907281.088306,0.000000,1773632.048884,1852540.738136,-260898.112912,2093807.545081
60,0.592658,-0.001671,0.038216,1082151.500900,0.000000,1773632.048884,1852540.738136,13509.386849,2093807.545081
61,0.596596,-0.000128,0.031849,1066437.362312,0.000000,1773632.048884,1852540.738136,146734.644996,2093807.545081
62,0.597320,-0.011269,0.008593,1060627.945001,0.000000,1773632.048884,1852540.738136,-683418.379686,2093807.545081
63,0.598031,0.015171,0.013201,887076.052591,1645870.273797,1773632.048884,1852540.738136,-121154.776052,2093807.545081
64,0.598310,0.000283,0.031276,1069259.740373,0.000000,1773632.048884,1852540.738136,-396817.983001,2093807.545081
65,0.599994,-0.005743,0.017317,1066912.850244,0.000000,1773632.048884,1852540.738136,-1030141.168412,2093807.545081
66,0.601007,0.002863,0.016308,1008149.014085,0.000000,1773632.048884,1852540.738136,888042.599897,2093807.545081
67,0.602000,0.001290,0.023106,1049266.777414,1648448.124700,1773632.048884,1852540.738136,-360333.649659,2093807.545081
68,0.602617,0.009951,0.034881,1035934.211769,1648849.886330,1773632.048884,1852540.738136,-257119.088190,2093807.545081
69,0.603313,-0.006302,-0.015255,962574.598491,0.000000,1773632.048884,1852540.738136,-425760.267129,2093807.545081
70,0.605281,-0.011365,0.016044,1122416.428831,0.000000,1773632.048884,1852540.738136,575659.379476,2093807.545081
71,0.605850,0.000435,0.017584,1052319.810203,0.000000,1773632.048884,1852540.738136,59055.104299,2093807.545081
72,0.608843,-0.018298,0.020761,1195812.772456,0.000000,1773632.048884,1852540.738136,-424237.198131,2093807.545081
73,0.610845,0.014328,0.040377,1063551.675425,0.000000,1773632.048884,1852540.738136,-37759.734524,2093807.545081
74,0.611504,0.018689,0.013263,930245.244094,0.000000,1773632.048884,1852540.738136,-193712.871798,2093807.545081
75,0.611798,-0.019515,-0.002320,1139073.112559,0.000000,1773632.048884,1852540.738136,1315793.901382,2093807.545081
76,0.614154,0.008510,0.013153,1017959.525301,0.000000,1773632.048884,1852540.738136,-21.615867,2093807.545081
77,0.616983,0.009248,0.030101,1087879.103993,0.000000,1773632.048884,1852540.738136,340597.513381,2093807.545081
78,0.618512,0.008702,0.024091,1076808.940083,0.000000,1773632.048884,1852540.738136,-579244.954624,2093807.545081
79,0.619879,0.000356,0.005208,1070912.036092,0.000000,1773632.048884,1852540.738136,-63472.772753,2093807.545081
80,0.622067,0.001253,0.013854,1105246.466544,1661647.492967,1773632.048884,1852540.738136,164664.466826,2093807.545081
81,0.622587,0.018955,0.019275,1006839.984724,0.000000,1773632.048884,1852540.738136,-1396809.110974,2093807.545081
82,0.624246,0.007390,0.030168,1131392.211677,0.000000,1773632.048884,1852540.738136,-429409.615526,2093807.545081
83,0.624791,-0.001518,0.017166,1145875.230188,0.000000,1773632.048884,1852540.738136,-347260.874360,2093807.545081
84,0.625055,-0.011994,-0.007162,1130670.781628,1663637.605831,1773632.048884,1852540.738136,14175.997788,2093807.545081
85,0.625085,0.016234,0.042591,1121039.832024,0.000000,1773632.048884,1852540.738136,255953.935911,2093807.545081
86,0.626152,-0.003803,-0.014438,1055875.596047,0.000000,1773632.048884,1852540.738136,454665.890960,2093807.545081
87,0.626186,-0.005871,0.012582,1163427.232150,0.000000,1773632.048884,1852540.738136,-277102.332563,2093807.545081
88,0.628756,0.002659,0.008043,1104685.015124,0.000000,1773632.048884,1852540.738136,-233137.550161,2093807.545081
89,0.630136,-0.001800,0.005508,1130518.454868,1667037.164056,1773632.048884,1852540.738136,391984.895517,2093807.545081
90,0.630585,0.003270,0.019753,1148655.627494,0.000000,1773632.048884,1852540.738136,424271.507760,2093807.545081
91,0.630617,0.007518,0.039359,1187419.213094,0.000000,1773632.048884,1852540.738136,134081.945240,2093807.545081
92,0.632843,0.014633,0.002531,1022011.132701,0.000000,1773632.048884,1852540.738136,540472.880748,2093807.545081
93,0.634711,-0.002470,0.020032,1201466.596282,0.000000,1773632.048884,1852540.738136,733223.833213,2093807.545081
94,0.634762,-0.008265,-0.007961,1145095.862932,0.000000,1773632.048884,1852540.738136,-1035243.433459,2093807.545081
95,0.635894,0.006479,0.009088,1114255.923158,0.000000,1773632.048884,1852540.738136,724495.196466,2093807.545081
96,0.636996,-0.004096,0.001582,1160290.172052,1671658.352030,1773632.048884,1852540.738136,-639743.959056,2093807.545081
97,0.638155,-0.003853,-0.017055,1099974.147886,0.000000,1773632.048884,1852540.738136,-73705.099273,2093807.545081
98,0.639055,0.005219,0.036725,1226068.714454,0.000000,1773632.048884,1852540.738136,753690.870959,2093807.545081
99,0.639332,0.011709,-0.008724,1030346.791151,0.000000,1773632.048884,1852540.738136,170717.070806,2093807.545081
100,0.639904,0.000955,0.020026,1201561.730215,0.000000,1773632.048884,1852540.738136,-207673.952928,2093807.545081
101,0.641082,0.008372,0.010728,1129825.655513,0.000000,1773632.048884,1852540.738136,325946.119016,2093807.545081
102,0.641325,-0.015889,-0.010954,1208496.430307,0.000000,1773632.048884,1852540.738136,102741.187156,2093807.545081
103,0.641629,-0.004275,0.026626,1259529.519302,0.000000,1773632.048884,1852540.738136,634530.319020,2093807.545081
104,0.642358,0.003066,0.031735,1235802.740825,1675295.584077,1773632.048884,1852540.738136,-811989.485178,2093807.545081
105,0.644814,-0.001197,0.021946,1239518.585839,0.000000,1773632.048884,1852540.738136,-313788.456077,2093807.545081
106,0.645267,-0.003713,0.010464,1219948.832580,0.000000,1773632.048884,1852540.738136,-425090.113363,2093807.545081
107,0.645817,0.012628,0.027152,1177826.733377,0.000000,1773632.048884,1852540.738136,-346917.326834,2093807.545081
108,0.649984,-0.006177,0.012334,1258238.572455,0.000000,1773632.048884,1852540.738136,-1391550.113448,2093807.545081
109,0.650581,0.002426,-0.019395,1104596.601195,0.000000,1773632.048884,1852540.738136,972064.183798,2093807.545081
110,0.650834,-0.000694,-0.002561,1182120.586940,0.000000,1773632.048884,1852540.738136,262782.341424,2093807.545081
111,0.653567,-0.002351,0.018020,1267373.457085,0.000000,1773632.048884,1852540.738136,-288274.962410,2093807.545081
112,0.653790,0.011174,0.007317,1153752.364255,0.000000,1773632.048884,1852540.738136,74793.441027,2093807.545081
113,0.654018,0.015883,0.022090,1174581.403008,0.000000,1773632.048884,1852540.738136,710767.487844,2093807.545081
114,0.655006,-0.004969,0.030853,1325404.393531,0.000000,1773632.048884,1852540.738136,595682.564528,2093807.545081
115,0.655830,0.012706,0.023311,1205015.302377,0.000000,1773632.048884,1852540.738136,1165291.563753,2093807.545081
116,0.655847,-0.004169,0.007239,1253356.648000,0.000000,1773632.048884,1852540.738136,674499.071794,2093807.545081
117,0.656890,0.001900,0.039013,1318656.626834,0.000000,1773632.048884,1852540.738136,-637045.841799,2093807.545081
118,0.657452,-0.005259,0.005134,1259232.067251,0.000000,1773632.048884,1852540.738136,675581.737949,2093807.545081
119,0.658129,-0.010407,0.014349,1318078.044185,1686127.137183,1773632.048884,1852540.738136,80826.958874,2093807.545081
120,0.658422,-0.007166,0.001243,1261869.876466,0.000000,1773632.048884,1852540.738136,-587480.365645,2093807.545081
121,0.659000,0.020689,0.020383,1159683.254384,0.000000,1773632.048884,1852540.738136,728415.294548,2093807.545081
122,0.660048,0.001043,0.004761,1231620.854485,0.000000,1773632.048884,1852540.738136,444094.277324,2093807.545081
123,0.661342,0.009258,0.041063,1300507.418025,0.000000,1773632.048884,1852540.738136,1071257.704019,2093807.545081
124,0.661476,-0.005208,0.030997,1350190.305631,0.000000,1773632.048884,1852540.738136,159707.040256,2093807.545081
125,0.661703,-0.007884,0.024946,1347941.002100,0.000000,1773632.048884,1852540.738136,-256219.922401,2093807.545081
126,0.663459,0.000245,0.033980,1336608.432133,0.000000,1773632.048884,1852540.738136,-670796.071344,2093807.545081
127,0.664625,-0.016844,-0.006016,1317077.742287,1690649.108833,1773632.048884,1852540.738136,1010354.685277,2093807.545081
128,0.665252,0.017347,0.042503,1274123.631917,1691087.696733,1773632.048884,1852540.738136,-183023.351239,2093807.545081
129,0.666516,0.000443,0.019162,1303242.008756,0.000000,1773632.048884,1852540.738136,57945.423793,2093807.545081
130,0.666694,0.018107,0.036114,1255740.582386,1692097.359354,1773632.048884,1852540.738136,377330.974593,2093807.545081
131,0.668426,0.014187,0.015928,1222279.371149,0.000000,1773632.048884,1852540.738136,72678.695660,2093807.545081
132,0.669687,0.004221,-0.006137,1216152.541048,0.000000,1773632.048884,1852540.738136,-52204.591471,2093807.545081
133,0.669709,-0.005217,0.039534,1402719.732541,0.000000,1773632.048884,1852540.738136,631565.876968,2093807.545081
134,0.669933,-0.018543,-0.002523,1355274.523522,0.000000,1773632.048884,1852540.738136,-921777.676772,2093807.545081
135,0.671319,-0.001698,0.048482,1414723.280044,0.000000,1773632.048884,1852540.738136,-414992.038553,2093807.545081
136,0.672813,0.001430,0.008596,1289480.888801,0.000000,1773632.048884,1852540.738136,539236.396693,2093807.545081
137,0.673331,-0.005974,0.031019,1395475.542826,0.000000,1773632.048884,1852540.738136,-114577.797376,2093807.545081
138,0.674148,-0.008019,-0.004228,1308593.341769,0.000000,1773632.048884,1852540.738136,338797.155115,2093807.545081
139,0.674362,0.022048,0.021141,1215637.792915,0.000000,1773632.048884,1852540.738136,605895.861480,2093807.545081
140,0.674800,0.004201,0.029968,1344195.049967,0.000000,1773632.048884,1852540.738136,233476.559975,2093807.545081
141,0.676624,0.008970,0.011434,1269872.333843,0.000000,1773632.048884,1852540.738136,145728.234685,2093807.545081
142,0.676684,0.002052,0.025412,1349290.900789,0.000000,1773632.048884,1852540.738136,-172371.960879,2093807.545081
143,0.677062,0.004385,0.039491,1378160.465678,1699409.438710,1773632.048884,1852540.738136,-270554.349508,2093807.545081
144,0.677568,0.022944,0.024755,1234254.416979,0.000000,1773632.048884,1852540.738136,-1212499.343146,2093807.545081
145,0.680342,-0.002102,0.021923,1374160.009332,0.000000,1773632.048884,1852540.738136,762709.103228,2093807.545081
146,0.681172,-0.004880,0.020032,1386219.559136,0.000000,1773632.048884,1852540.738136,-523390.353934,2093807.545081
147,0.681396,0.000889,0.012623,1335498.581452,0.000000,1773632.048884,1852540.738136,-19552.767056,2093807.545081
148,0.682443,0.005945,0.013022,1312962.644087,0.000000,1773632.048884,1852540.738136,430575.283455,2093807.545081
149,0.683200,-0.007141,0.009225,1374790.485107,0.000000,1773632.048884,1852540.738136,-74831.061787,2093807.545081
150,0.685040,-0.001313,0.008291,1347795.141686,0.000000,1773632.048884,1852540.738136,576336.640044,2093807.545081
151,0.685111,0.019040,0.037875,1323944.076773,0.000000,1773632.048884,1852540.738136,1506106.744656,2093807.545081
152,0.688673,0.012184,0.029045,1348069.044154,0.000000,1773632.048884,1852540.738136,-1405134.999009,2093807.545081
153,0.690451,0.012099,0.052027,1418771.449110,0.000000,1773632.048884,1852540.738136,-324730.330262,2093807.545081
154,0.691438,-0.010633,0.008593,1419168.480016,0.000000,1773632.048884,1852540.738136,260635.878895,2093807.545081
155,0.691689,0.010012,0.043002,1408929.786213,0.000000,1773632.048884,1852540.738136,-1949013.814861,2093807.545081
156,0.692120,0.021266,0.023175,1293914.168549,0.000000,1773632.048884,1852540.738136,-111089.416884,2093807.545081
157,0.692141,0.004645,0.030972,1404891.746459,1710217.705406,1773632.048884,1852540.738136,-1384859.219249,2093807.545081
158,0.692530,0.006349,0.015316,1353529.917298,0.000000,1773632.048884,1852540.738136,-406238.492952,2093807.545081
159,0.693045,0.011257,0.038216,1393972.933241,0.000000,1773632.048884,1852540.738136,942762.668134,2093807.545081
160,0.693681,0.006606,0.010890,1343562.839940,0.000000,1773632.048884,1852540.738136,357122.707206,2093807.545081
161,0.693744,-0.014130,0.051832,1555694.168955,0.000000,1773632.048884,1852540.738136,-783032.897976,2093807.545081
162,0.693779,-0.009659,0.013562,1435522.695419,0.000000,1773632.048884,1852540.738136,534066.177372,2093807.545081
163,0.694476,-0.005395,0.035728,1475525.935698,0.000000,1773632.048884,1852540.738136,1069822.685650,2093807.545081
164,0.695389,0.006655,0.005974,1335216.656180,0.000000,1773632.048884,1852540.738136,115690.547033,2093807.545081
165,0.696693,-0.009026,0.007290,1425133.440792,0.000000,1773632.048884,1852540.738136,20859.062344,2093807.545081
166,0.699293,0.017283,0.013900,1314673.181822,0.000000,1773632.048884,1852540.738136,-879776.697019,2093807.545081
167,0.699835,0.005909,0.035698,1437172.366946,0.000000,1773632.048884,1852540.738136,31779.000479,2093807.545081
168,0.700239,-0.011125,0.045594,1546217.246931,0.000000,1773632.048884,1852540.738136,1442800.839954,2093807.545081
169,0.701250,0.006843,0.026744,1412941.230595,0.000000,1773632.048884,1852540.738136,296713.573607,2093807.545081
170,0.703857,0.011538,0.004916,1336115.687459,0.000000,1773632.048884,1852540.738136,-740898.319051,2093807.545081
171,0.706125,0.005302,0.018197,1413897.169244,0.000000,1773632.048884,1852540.738136,741580.787395,2093807.545081
172,0.706568,0.011486,0.013430,1370239.141486,0.000000,1773632.048884,1852540.738136,526668.125957,2093807.545081
173,0.707005,-0.000240,0.025228,1463392.684374,0.000000,1773632.048884,1852540.738136,572000.530116,2093807.545081
174,0.707543,-0.006673,-0.001151,1426721.882846,0.000000,1773632.048884,1852540.738136,-970950.387676,2093807.545081
175,0.707858,-0.017506,0.020166,1535897.374052,0.000000,1773632.048884,1852540.738136,-748467.975668,2093807.545081
176,0.708458,-0.009578,0.011518,1477791.449409,0.000000,1773632.048884,1852540.738136,398826.230746,2093807.545081
177,0.708667,0.004591,0.039868,1483546.919989,0.000000,1773632.048884,1852540.738136,1296141.030255,2093807.545081
178,0.709608,0.014714,0.005949,1342524.270566,0.000000,1773632.048884,1852540.738136,-505942.324199,2093807.545081
179,0.709739,-0.001267,-0.007053,1390380.834462,0.000000,1773632.048884,1852540.738136,-292826.743117,2093807.545081
180,0.710547,0.003004,0.027623,1465313.917491,0.000000,1773632.048884,1852540.738136,-808164.701566,2093807.545081
181,0.710732,-0.004461,0.019047,1479897.674442,1723841.057826,1773632.048884,1852540.738136,243952.633970,2093807.545081
182,0.711141,-0.021399,-0.004920,1500876.407128,0.000000,1773632.048884,1852540.738136,891942.026744,2093807.545081
183,0.713461,0.014789,0.026538,1413164.712019,0.000000,1773632.048884,1852540.738136,-87449.056270,2093807.545081
184,0.713536,-0.004270,0.025105,1503621.221288,1725925.526910,1773632.048884,1852540.738136,-433774.052090,2093807.545081
185,0.713660,0.011552,0.036968,1458094.612851,0.000000,1773632.048884,1852540.738136,-750940.651690,2093807.545081
186,0.713787,0.011885,0.013143,1392299.614280,0.000000,1773632.048884,1852540.738136,-284268.864575,2093807.545081
187,0.714028,0.020729,0.041862,1426639.454053,1726292.489791,1773632.048884,1852540.738136,-1013079.261157,2093807.545081
188,0.714109,0.007380,0.029552,1460504.567568,0.000000,1773632.048884,1852540.738136,433010.422103,2093807.545081
189,0.715545,0.010248,0.019593,1424300.522515,0.000000,1773632.048884,1852540.738136,569364.235341,2093807.545081
190,0.715879,0.001726,0.009129,1440009.413969,1727673.329722,1773632.048884,1852540.738136,388337.138229,2093807.545081
191,0.717339,0.013710,0.022003,1419348.354803,0.000000,1773632.048884,1852540.738136,-81015.810010,2093807.545081
192,0.717657,0.000582,-0.007382,1406979.106276,0.000000,1773632.048884,1852540.738136,-395052.157857,2093807.545081
193,0.717945,-0.004814,0.005538,1469597.094311,0.000000,1773632.048884,1852540.738136,858875.236784,2093807.545081
194,0.718348,0.014011,-0.001655,1355431.546580,0.000000,1773632.048884,1852540.738136,699790.012998,2093807.545081
195,0.718448,0.000702,0.030868,1510207.445563,0.000000,1773632.048884,1852540.738136,-302171.011755,2093807.545081
196,0.719075,0.016945,0.015308,1390282.967409,0.000000,1773632.048884,1852540.738136,878555.610221,2093807.545081
197,0.719186,0.017142,0.028830,1426717.900442,0.000000,1773632.048884,1852540.738136,152236.728677,2093807.545081
198,0.719699,-0.001341,0.021347,1499515.979847,0.000000,1773632.048884,1852540.738136,-670289.297730,2093807.545081
199,0.719938,0.012923,0.030039,1453522.023099,1730714.804567,1773632.048884,1852540.738136,82880.582147,2093807.545081
200,0.720136,0.005523,0.011017,1440213.261801,0.000000,1773632.048884,1852540.738136,-232198.023053,2093807.545081
201,0.720280,0.011677,-0.005243,1364375.643673,0.000000,1773632.048884,1852540.738136,964673.109383,2093807.545081
202,0.720359,0.017356,0.045111,1472863.021286,1731030.973152,1773632.048884,1852540.738136,254805.125728,2093807.545081
203,0.720408,-0.002371,-0.005870,1435267.813854,0.000000,1773632.048884,1852540.738136,578432.757174,2093807.545081
204,0.720697,0.006239,0.017056,1454610.289418,0.000000,1773632.048884,1852540.738136,773668.891041,2093807.545081
205,0.720701,-0.005598,-0.006637,1450276.779085,0.000000,1773632.048884,1852540.738136,-472360.078373,2093807.545081
206,0.721619,0.004764,0.008819,1443023.943657,1731979.416986,1773632.048884,1852540.738136,52350.636491,2093807.545081
207,0.722765,-0.005415,0.003918,1483863.586424,0.000000,1773632.048884,1852540.738136,-93929.530924,2093807.545081
208,0.722961,-0.002431,0.010730,1487750.057565,0.000000,1773632.048884,1852540.738136,-243977.984581,2093807.545081
209,0.723087,-0.005173,0.005320,1487368.878928,0.000000,1773632.048884,1852540.738136,369443.233838,2093807.545081
210,0.723571,-0.002748,0.004786,1475762.657044,0.000000,1773632.048884,1852540.738136,265880.653211,2093807.545081
211,0.724165,-0.004106,-0.007370,1452319.837955,0.000000,1773632.048884,1852540.738136,66849.810616,2093807.545081
212,0.726141,-0.003051,0.014529,1510625.047959,0.000000,1773632.048884,1852540.738136,-471020.553460,2093807.545081
213,0.727383,-0.005337,0.008541,1510130.436157,0.000000,1773632.048884,1852540.738136,-457387.707205,2093807.545081
214,0.727389,-0.000342,0.008431,1485881.322909,0.000000,1773632.048884,1852540.738136,259587.437073,2093807.545081
215,0.727395,-0.006256,0.015146,1531286.784753,0.000000,1773632.048884,1852540.738136,630830.165223,2093807.545081
216,0.728657,0.019650,0.063027,1534224.698016,0.000000,1773632.048884,1852540.738136,-417569.638757,2093807.545081
217,0.728699,0.026734,0.008877,1354349.287253,0.000000,1773632.048884,1852540.738136,-613741.882952,2093807.545081
218,0.729788,0.000785,0.018059,1512901.106424,0.000000,1773632.048884,1852540.738136,698971.207204,2093807.545081
219,0.729932,0.005645,0.031449,1524371.476704,0.000000,1773632.048884,1852540.738136,-1166.923863,2093807.545081
220,0.731132,-0.007654,0.034115,1595952.486612,0.000000,1773632.048884,1852540.738136,723555.674411,2093807.545081
221,0.731444,0.008427,0.003410,1442782.964964,0.000000,1773632.048884,1852540.738136,-901108.522234,2093807.545081
222,0.734042,0.009595,0.016770,1480797.214973,1741416.942727,1773632.048884,1852540.738136,-1645088.656276,2093807.545081
223,0.735125,-0.004272,0.018713,1554863.983545,0.000000,1773632.048884,1852540.738136,-42510.444838,2093807.545081
224,0.736583,-0.005007,-0.012203,1484387.847842,0.000000,1773632.048884,1852540.738136,-36167.166520,2093807.545081
225,0.736646,0.007831,0.021405,1509563.242020,0.000000,1773632.048884,1852540.738136,571868.604710,2093807.545081
226,0.737810,0.006998,-0.000004,1461706.476825,0.000000,1773632.048884,1852540.738136,1487360.224734,2093807.545081
227,0.737947,0.010982,0.012990,1476785.446854,0.000000,1773632.048884,1852540.738136,-438277.271283,2093807.545081
228,0.738240,-0.009528,0.001878,1546923.058679,0.000000,1773632.048884,1852540.738136,-1131648.521275,2093807.545081
229,0.738423,0.004795,0.021235,1529086.607869,0.000000,1773632.048884,1852540.738136,-1086252.380290,2093807.545081
230,0.739149,-0.012779,0.002706,1566785.435761,0.000000,1773632.048884,1852540.738136,-1347277.657858,2093807.545081
231,0.739480,-0.002477,0.017341,1556516.276181,0.000000,1773632.048884,1852540.738136,-1063375.397125,2093807.545081
232,0.739919,0.012970,0.066230,1606911.199469,1745939.440750,1773632.048884,1852540.738136,53774.681037,2093807.545081
233,0.740728,0.014714,0.053011,1569311.185290,0.000000,1773632.048884,1852540.738136,-944501.834019,2093807.545081
234,0.740793,0.021839,0.024384,1462816.963843,0.000000,1773632.048884,1852540.738136,45088.120747,2093807.545081
235,0.741451,-0.011202,0.040553,1657194.570768,0.000000,1773632.048884,1852540.738136,531673.281834,2093807.545081
236,0.741524,-0.003064,0.010742,1549113.613260,0.000000,1773632.048884,1852540.738136,-377664.215125,2093807.545081
237,0.742199,0.018951,0.034334,1507192.059241,0.000000,1773632.048884,1852540.738136,1321953.089677,2093807.545081
238,0.742278,0.000798,-0.014163,1469390.574656,0.000000,1773632.048884,1852540.738136,554222.862216,2093807.545081
239,0.742831,-0.000762,0.008116,1535850.878813,0.000000,1773632.048884,1852540.738136,357258.350226,2093807.545081
240,0.743654,0.002977,0.018954,1548085.705421,0.000000,1773632.048884,1852540.738136,-673261.699614,2093807.545081
