#Sample,Regressor_0_USD,Regressor_1_EUR-EURIBOR-3M,Regressor_2_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
237,0.742199,0.018951,0.034334,1611820.217136,0.000000,1783984.252988,1852540.738136,1321953.089677,2093807.545081
238,0.742278,0.000798,-0.014163,1397459.890817,0.000000,1783984.252988,1852540.738136,554222.862216,2093807.545081
239,0.742831,-0.000762,0.008116,1515709.807650,0.000000,1783984.252988,1852540.738136,357258.350226,2093807.545081
240,0.743654,0.002977,0.018954,1525552.401798,0.000000,1783984.252988,1852540.738136,-673261.699614,2093807.545081
241,0.745305,-0.010057,0.018852,1647928.569426,0.000000,1783984.252988,1852540.738136,-793066.561718,2093807.545081
242,0.746722,0.011847,0.015836,1537028.325689,0.000000,1783984.252988,1852540.738136,-1239413.453799,2093807.545081
243,0.746997,0.008568,0.034931,1546568.149963,0.000000,1783984.252988,1852540.738136,-234841.036889,2093807.545081
244,0.748405,-0.006224,0.022312,1610301.193278,0.000000,1783984.252988,1852540.738136,829825.911359,2093807.545081
245,0.748963,0.005238,-0.014461,1395529.099354,0.000000,1783984.252988,1852540.738136,132549.808285,2093807.545081
246,0.749240,-0.007913,0.043035,1628536.280312,0.000000,1783984.252988,1852540.738136,207005.530756,2093807.545081
247,0.750124,-0.007678,0.008590,1606202.825720,0.000000,1783984.252988,1852540.738136,-755782.749750,2093807.545081
248,0.750664,0.001893,0.033278,1560126.001359,0.000000,1783984.252988,1852540.738136,606214.821532,2093807.545081
249,0.752913,0.001793,0.026747,1564056.074242,1756073.638064,1783984.252988,1852540.738136,-228842.927081,2093807.545081
250,0.753558,-0.000915,0.020218,1572825.567942,0.000000,1783984.252988,1852540.738136,-103633.044711,2093807.545081
251,0.753602,-0.002834,0.024746,1592766.152121,0.000000,1783984.252988,1852540.738136,-1223269.303872,2093807.545081
252,0.753994,0.008522,0.048886,1551064.361864,0.000000,1783984.252988,1852540.738136,-849017.412585,2093807.545081
253,0.754133,-0.005975,0.020285,1619684.122466,0.000000,1783984.252988,1852540.738136,646422.589265,2093807.545081
254,0.754819,-0.001465,0.041596,1583529.296136,1757575.725675,1783984.252988,1852540.738136,79594.276218,2093807.545081
255,0.755028,-0.017980,0.032767,1813673.644251,1757740.803803,1783984.252988,1852540.738136,582708.300794,2093807.545081
256,0.755390,0.008310,0.010599,1532746.048892,0.000000,1783984.252988,1852540.738136,469890.930546,2093807.545081
257,0.756437,-0.003488,0.026681,1607136.497049,0.000000,1783984.252988,1852540.738136,491154.329241,2093807.545081
258,0.756706,0.003300,0.023780,1566007.976369,0.000000,1783984.252988,1852540.738136,257446.753874,2093807.545081
259,0.757268,-0.002201,-0.004172,1517736.723698,0.000000,1783984.252988,1852540.738136,830422.178792,2093807.545081
260,0.757991,-0.001784,0.020289,1590584.569653,1760085.488440,1783984.252988,1852540.738136,164988.228133,2093807.545081
261,0.758490,0.011887,0.036510,1589686.289531,0.000000,1783984.252988,1852540.738136,1138976.435324,2093807.545081
262,0.759080,0.013937,0.023886,1596795.718391,0.000000,1783984.252988,1852540.738136,-977268.923007,2093807.545081
263,0.759825,-0.007778,0.010914,1638176.769786,0.000000,1783984.252988,1852540.738136,-164576.591582,2093807.545081
264,0.759850,0.008662,0.019383,1566336.067146,0.000000,1783984.252988,1852540.738136,-598294.435239,2093807.545081
265,0.759926,-0.018972,0.011769,1829700.568809,1761622.378174,1783984.252988,1852540.738136,979827.909194,2093807.545081
266,0.761255,-0.005307,0.001642,1583786.478962,0.000000,1783984.252988,1852540.738136,-210371.494109,2093807.545081
267,0.761409,0.011678,0.020405,1583249.766565,0.000000,1783984.252988,1852540.738136,1331784.035728,2093807.545081
268,0.761656,-0.015045,0.020561,1770994.460375,0.000000,1783984.252988,1852540.738136,-217990.670531,2093807.545081
269,0.761693,-0.000058,0.020689,1589246.049773,1763029.515200,1783984.252988,1852540.738136,399713.061183,2093807.545081
270,0.761885,0.015112,0.029532,1618862.186098,0.000000,1783984.252988,1852540.738136,437657.698571,2093807.545081
271,0.762264,0.014825,0.024101,1611758.724654,0.000000,1783984.252988,1852540.738136,1045017.445054,2093807.545081
272,0.762844,-0.005170,0.019012,1631398.105632,0.000000,1783984.252988,1852540.738136,-352360.228731,2093807.545081
273,0.763026,0.002264,0.012958,1565932.251994,1764092.862892,1783984.252988,1852540.738136,-571601.100562,2093807.545081
274,0.763051,-0.019813,0.021831,1867086.155283,0.000000,1783984.252988,1852540.738136,491865.469180,2093807.545081
275,0.763130,-0.005405,0.028790,1643578.171579,1764175.965574,1783984.252988,1852540.738136,-1193720.546848,2093807.545081
276,0.763633,-0.000684,0.004317,1557480.461935,0.000000,1783984.252988,1852540.738136,-577165.838886,2093807.545081
277,0.764456,-0.005127,-0.012216,1525770.849146,0.000000,1783984.252988,1852540.738136,-141515.078646,2093807.545081
278,0.764492,-0.001763,0.034029,1615785.543926,0.000000,1783984.252988,1852540.738136,942472.314155,2093807.545081
279,0.764804,-0.006620,0.014437,1644329.576217,0.000000,1783984.252988,1852540.738136,754226.927826,2093807.545081
280,0.765798,-0.007867,-0.012840,1561567.886737,0.000000,1783984.252988,1852540.738136,-77487.514852,2093807.545081
281,0.766556,-0.000007,0.005220,1563784.285606,0.000000,1783984.252988,1852540.738136,-983147.075113,2093807.545081
282,0.768011,0.000412,0.041405,1607240.445156,0.000000,1783984.252988,1852540.738136,-284762.099076,2093807.545081
283,0.768886,0.011152,0.036607,1612157.049058,0.000000,1783984.252988,1852540.738136,-106148.592738,2093807.545081
284,0.769622,-0.001839,-0.009861,1518932.046687,0.000000,1783984.252988,1852540.738136,426443.843908,2093807.545081
285,0.770903,0.002125,0.024545,1607334.207327,1770421.923818,1783984.252988,1852540.738136,-312980.768349,2093807.545081
286,0.771163,-0.002110,0.020771,1627560.387549,0.000000,1783984.252988,1852540.738136,-1253844.055815,2093807.545081
287,0.771607,-0.008658,0.040997,1697139.367151,0.000000,1783984.252988,1852540.738136,1096323.849437,2093807.545081
288,0.772397,0.013963,0.023788,1629984.299716,0.000000,1783984.252988,1852540.738136,662488.461230,2093807.545081
289,0.772635,0.007036,-0.017820,1436966.943409,0.000000,1783984.252988,1852540.738136,83898.972181,2093807.545081
290,0.773030,0.003523,-0.006884,1511532.160529,0.000000,1783984.252988,1852540.738136,-1351164.042684,2093807.545081
291,0.773116,-0.000411,0.020176,1619978.982784,0.000000,1783984.252988,1852540.738136,-532255.064106,2093807.545081
292,0.777297,0.008972,0.008021,1582629.133951,0.000000,1783984.252988,1852540.738136,-960078.575139,2093807.545081
293,0.777469,-0.004875,0.014556,1657484.357202,0.000000,1783984.252988,1852540.738136,388581.324630,2093807.545081
294,0.777805,0.020052,0.058494,1683172.940399,0.000000,1783984.252988,1852540.738136,48085.931785,2093807.545081
295,0.777905,-0.009508,0.009984,1704366.220833,0.000000,1783984.252988,1852540.738136,526301.380560,2093807.545081
296,0.777966,-0.008790,0.018310,1710908.656832,1776159.901162,1783984.252988,1852540.738136,828624.412491,2093807.545081
297,0.778448,0.009166,0.003589,1570216.613170,0.000000,1783984.252988,1852540.738136,1215491.364335,2093807.545081
298,0.779316,0.002378,0.003233,1577526.284195,0.000000,1783984.252988,1852540.738136,987078.591718,2093807.545081
299,0.781078,0.002543,0.015855,1618130.951560,0.000000,1783984.252988,1852540.738136,-486635.912662,2093807.545081
300,0.781734,0.007230,-0.004065,1543034.968584,0.000000,1783984.252988,1852540.738136,282182.671595,2093807.545081
301,0.781832,-0.007199,0.027415,1709591.137079,0.000000,1783984.252988,1852540.738136,-1239429.046389,2093807.545081
302,0.782176,0.000845,-0.004004,1562396.830239,0.000000,1783984.252988,1852540.738136,124180.076307,2093807.545081
303,0.782819,-0.003064,0.033548,1672390.499748,0.000000,1783984.252988,1852540.738136,-1209764.331835,2093807.545081
304,0.783453,0.000237,0.009147,1618400.662946,0.000000,1783984.252988,1852540.738136,-959224.856365,2093807.545081
305,0.783530,-0.000014,0.013971,1632456.828870,0.000000,1783984.252988,1852540.738136,141323.109184,2093807.545081
306,0.783770,0.025375,0.025388,1791325.005433,0.000000,1783984.252988,1852540.738136,-272235.468376,2093807.545081
307,0.783838,0.011048,0.047394,1640200.723832,1780975.671931,1783984.252988,1852540.738136,-43276.802799,2093807.545081
308,0.784307,-0.001086,0.050247,1643644.007394,0.000000,1783984.252988,1852540.738136,-266145.434751,2093807.545081
309,0.785673,0.027476,0.043435,1837300.546158,0.000000,1783984.252988,1852540.738136,238788.211046,2093807.545081
310,0.786571,0.001816,0.020784,1643747.714085,0.000000,1783984.252988,1852540.738136,-58398.999835,2093807.545081
311,0.786698,0.019528,0.029092,1722161.372381,0.000000,1783984.252988,1852540.738136,115427.259060,2093807.545081
312,0.787043,-0.004398,0.021650,1688344.439746,0.000000,1783984.252988,1852540.738136,508145.626163,2093807.545081
313,0.788881,-0.007592,-0.006598,1648744.747043,0.000000,1783984.252988,1852540.738136,-269977.286993,2093807.545081
314,0.789906,0.006285,0.021954,1644552.734635,0.000000,1783984.252988,1852540.738136,-1067836.750520,2093807.545081
315,0.790455,0.008794,-0.001698,1578354.227389,0.000000,1783984.252988,1852540.738136,-165641.894234,2093807.545081
316,0.790471,0.021830,0.019037,1744613.625480,1786466.520619,1783984.252988,1852540.738136,471751.285606,2093807.545081
317,0.790708,-0.022724,0.019102,1988438.435854,1786663.842405,1783984.252988,1852540.738136,1424668.090404,2093807.545081
318,0.791236,0.000031,-0.011482,1553257.037880,0.000000,1783984.252988,1852540.738136,-2020814.261776,2093807.545081
319,0.792008,-0.009557,0.007230,1732708.905095,0.000000,1783984.252988,1852540.738136,-590278.099541,2093807.545081
320,0.792317,0.002058,0.015262,1647292.557203,0.000000,1783984.252988,1852540.738136,-950257.550325,2093807.545081
321,0.793812,-0.007714,-0.030902,1512420.216629,0.000000,1783984.252988,1852540.738136,-91273.333972,2093807.545081
322,0.794012,0.001603,0.022753,1666097.653307,0.000000,1783984.252988,1852540.738136,738204.903655,2093807.545081
323,0.794280,-0.000200,0.018862,1670298.691153,0.000000,1783984.252988,1852540.738136,488498.531203,2093807.545081
324,0.794552,0.006934,0.002488,1604795.792557,0.000000,1783984.252988,1852540.738136,15658.374220,2093807.545081
325,0.795401,0.008962,0.002468,1608862.865757,0.000000,1783984.252988,1852540.738136,-625229.572897,2093807.545081
326,0.795402,0.024565,0.026215,1805797.957222,0.000000,1783984.252988,1852540.738136,-543909.850640,2093807.545081
327,0.796974,-0.004001,0.030348,1715605.889225,0.000000,1783984.252988,1852540.738136,-91252.320994,2093807.545081
328,0.797437,0.001395,0.017190,1666943.034227,0.000000,1783984.252988,1852540.738136,803547.428046,2093807.545081
329,0.798618,0.008141,0.018621,1662135.728813,0.000000,1783984.252988,1852540.738136,816811.453300,2093807.545081
330,0.800241,-0.006791,0.021603,1745635.220587,1794654.714292,1783984.252988,1852540.738136,628461.685647,2093807.545081
331,0.800469,0.006337,0.047944,1668891.972779,1794846.921997,1783984.252988,1852540.738136,-150833.470367,2093807.545081
332,0.800498,0.011927,0.006778,1647102.829012,0.000000,1783984.252988,1852540.738136,268774.705343,2093807.545081
333,0.801370,-0.008254,0.006657,1736653.525367,1795608.337564,1783984.252988,1852540.738136,-416073.187713,2093807.545081
334,0.801908,0.003429,0.025177,1682397.851005,0.000000,1783984.252988,1852540.738136,-105085.889387,2093807.545081
335,0.802038,-0.004930,0.005313,1695900.248561,0.000000,1783984.252988,1852540.738136,613057.760815,2093807.545081
336,0.802204,0.000722,0.020309,1687391.447907,0.000000,1783984.252988,1852540.738136,208935.250578,2093807.545081
337,0.802425,-0.003258,0.041041,1718868.899273,0.000000,1783984.252988,1852540.738136,532055.981356,2093807.545081
338,0.803324,0.006589,0.017627,1670807.970929,0.000000,1783984.252988,1852540.738136,482621.526243,2093807.545081
339,0.804168,-0.007234,-0.008317,1674927.739252,0.000000,1783984.252988,1852540.738136,-475592.669354,2093807.545081
340,0.804508,0.003034,-0.006194,1599815.639566,0.000000,1783984.252988,1852540.738136,-1003583.040158,2093807.545081
341,0.805097,0.014703,0.009244,1682493.320677,0.000000,1783984.252988,1852540.738136,-70743.700947,2093807.545081
342,0.805436,0.002007,0.021464,1691383.370280,0.000000,1783984.252988,1852540.738136,69403.785366,2093807.545081
343,0.806421,0.018090,0.030476,1754056.081970,0.000000,1783984.252988,1852540.738136,238428.835828,2093807.545081
344,0.806674,-0.000719,0.014219,1695683.636545,0.000000,1783984.252988,1852540.738136,498533.504687,2093807.545081
345,0.807167,0.007194,-0.000618,1624442.644562,1800532.052650,1783984.252988,1852540.738136,-667355.415910,2093807.545081
346,0.807497,-0.002510,0.026610,1727805.523124,0.000000,1783984.252988,1852540.738136,947458.260813,2093807.545081
347,0.807884,0.003333,-0.007515,1600922.464996,0.000000,1783984.252988,1852540.738136,-1079086.359492,2093807.545081
348,0.808277,0.005564,0.063063,1650717.721388,0.000000,1783984.252988,1852540.738136,-53377.974002,2093807.545081
349,0.809035,-0.005273,0.013300,1737484.006163,0.000000,1783984.252988,1852540.738136,-140376.310160,2093807.545081
350,0.809314,0.002608,0.002968,1652632.093421,0.000000,1783984.252988,1852540.738136,137525.104853,2093807.545081
351,0.809663,0.008280,0.004758,1652386.787096,0.000000,1783984.252988,1852540.738136,-543620.424141,2093807.545081
352,0.810116,-0.005102,0.031543,1758282.529667,0.000000,1783984.252988,1852540.738136,967952.363420,2093807.545081
353,0.810222,-0.004283,0.030279,1750803.415425,0.000000,1783984.252988,1852540.738136,478520.466047,2093807.545081
354,0.810809,-0.002579,0.020754,1730587.860939,0.000000,1783984.252988,1852540.738136,1458563.500397,2093807.545081
355,0.811260,-0.008211,-0.002920,1728372.168860,0.000000,1783984.252988,1852540.738136,-1150261.744623,2093807.545081
356,0.813062,0.002852,0.003647,1663620.093838,0.000000,1783984.252988,1852540.738136,-151254.274716,2093807.545081
357,0.813292,0.007177,0.028009,1709703.940241,0.000000,1783984.252988,1852540.738136,333714.949052,2093807.545081
358,0.813591,0.017249,0.024298,1756567.038023,0.000000,1783984.252988,1852540.738136,124045.813826,2093807.545081
359,0.813739,-0.004979,-0.003976,1691913.551759,0.000000,1783984.252988,1852540.738136,617618.465148,2093807.545081
360,0.814053,0.006600,0.009337,1677318.827195,0.000000,1783984.252988,1852540.738136,-425275.261666,2093807.545081
361,0.815770,-0.008054,0.008655,1774567.401563,0.000000,1783984.252988,1852540.738136,-158264.849878,2093807.545081
362,0.816901,0.004933,0.035068,1721269.630020,0.000000,1783984.252988,1852540.738136,737966.667027,2093807.545081
363,0.817005,-0.001489,-0.028805,1517858.868059,0.000000,1783984.252988,1852540.738136,538959.707530,2093807.545081
364,0.817216,-0.002618,-0.004657,1675008.144721,0.000000,1783984.252988,1852540.738136,-21441.264685,2093807.545081
365,0.817529,0.000342,0.009937,1705966.646893,0.000000,1783984.252988,1852540.738136,741824.656371,2093807.545081
366,0.817763,-0.003366,0.031838,1761753.798227,0.000000,1783984.252988,1852540.738136,1417223.784403,2093807.545081
367,0.817846,0.005756,0.027093,1720078.041898,0.000000,1783984.252988,1852540.738136,409103.145959,2093807.545081
368,0.818203,0.003666,0.029429,1725467.055703,0.000000,1783984.252988,1852540.738136,-501514.182330,2093807.545081
369,0.819763,-0.000857,0.010672,1720750.570374,1811381.219897,1783984.252988,1852540.738136,72877.160770,2093807.545081
370,0.820597,-0.005139,0.018658,1774086.436051,0.000000,1783984.252988,1852540.738136,-937632.287907,2093807.545081
371,0.822305,-0.010731,0.032309,1852955.752898,0.000000,1783984.252988,1852540.738136,-758981.860268,2093807.545081
372,0.822725,0.003177,0.022719,1731927.428067,0.000000,1783984.252988,1852540.738136,-890749.402590,2093807.545081
373,0.823009,-0.000151,0.023453,1747641.028839,0.000000,1783984.252988,1852540.738136,-227516.628765,2093807.545081
374,0.823971,0.010170,0.021693,1734330.090060,0.000000,1783984.252988,1852540.738136,754057.592454,2093807.545081
375,0.824044,0.008917,0.022610,1732644.127714,0.000000,1783984.252988,1852540.738136,-1088676.844100,2093807.545081
376,0.824639,0.013880,-0.011417,1635344.560509,0.000000,1783984.252988,1852540.738136,-461084.834380,2093807.545081
377,0.824997,-0.002252,0.003457,1722645.471834,0.000000,1783984.252988,1852540.738136,275971.524804,2093807.545081
378,0.825034,0.001516,0.018874,1737993.487101,0.000000,1783984.252988,1852540.738136,68701.872929,2093807.545081
379,0.825619,0.009439,0.003206,1688460.645390,0.000000,1783984.252988,1852540.738136,1344332.822145,2093807.545081
380,0.826362,-0.006387,-0.003845,1739484.495851,0.000000,1783984.252988,1852540.738136,-554781.234799,2093807.545081
381,0.826859,-0.003882,0.003060,1739990.753858,0.000000,1783984.252988,1852540.738136,-1026943.310580,2093807.545081
382,0.827577,0.012924,0.035024,1765654.423922,0.000000,1783984.252988,1852540.738136,-1418213.556296,2093807.545081
383,0.828393,0.013871,0.003826,1715324.817760,0.000000,1783984.252988,1852540.738136,-468865.446236,2093807.545081
384,0.829086,0.001727,0.033779,1759242.034033,0.000000,1783984.252988,1852540.738136,886465.819055,2093807.545081
385,0.829115,0.013450,0.010488,1736381.642885,0.000000,1783984.252988,1852540.738136,-600710.656606,2093807.545081
386,0.829503,0.001294,-0.001933,1690521.353527,0.000000,1783984.252988,1852540.738136,260966.672661,2093807.545081
387,0.829796,0.000333,-0.001006,1700329.630254,0.000000,1783984.252988,1852540.738136,-999538.366333,2093807.545081
388,0.829920,-0.005795,0.028782,1812540.469426,0.000000,1783984.252988,1852540.738136,-260032.308416,2093807.545081
389,0.830566,0.001861,0.006479,1720735.436231,0.000000,1783984.252988,1852540.738136,531911.735711,2093807.545081
390,0.830613,0.000652,0.011324,1740222.515645,0.000000,1783984.252988,1852540.738136,-360216.959972,2093807.545081
391,0.831070,-0.001778,-0.001635,1715462.007371,0.000000,1783984.252988,1852540.738136,-6079.943233,2093807.545081
392,0.831193,0.019498,0.018981,1810592.038764,0.000000,1783984.252988,1852540.738136,-584626.416908,2093807.545081
393,0.831310,0.019560,0.021272,1815714.279935,0.000000,1783984.252988,1852540.738136,432039.688039,2093807.545081
394,0.831319,-0.014859,0.015861,1924830.176925,0.000000,1783984.252988,1852540.738136,100137.949463,2093807.545081
395,0.831790,-0.002574,0.052504,1768733.042065,1821935.430575,1783984.252988,1852540.738136,359573.847214,2093807.545081
396,0.832018,0.020268,0.017842,1818458.312191,1822137.062355,1783984.252988,1852540.738136,843068.766610,2093807.545081
397,0.833726,-0.000052,0.018867,1767104.844608,0.000000,1783984.252988,1852540.738136,-700551.629660,2093807.545081
398,0.833831,-0.002506,0.005932,1754310.284785,0.000000,1783984.252988,1852540.738136,1137797.685281,2093807.545081
399,0.835178,-0.001044,0.020607,1779210.425902,0.000000,1783984.252988,1852540.738136,695534.675920,2093807.545081
400,0.835513,0.015477,0.038153,1801176.957596,0.000000,1783984.252988,1852540.738136,-49547.391330,2093807.545081
401,0.835538,-0.011010,-0.016001,1768355.267207,0.000000,1783984.252988,1852540.738136,-499537.355469,2093807.545081
402,0.835717,0.000809,0.009008,1745873.311376,0.000000,1783984.252988,1852540.738136,100949.239912,2093807.545081
403,0.835745,0.009317,0.040901,1768816.295692,0.000000,1783984.252988,1852540.738136,-183513.014736,2093807.545081
404,0.835986,0.002172,0.034933,1774431.192835,0.000000,1783984.252988,1852540.738136,-340285.354806,2093807.545081
405,0.836464,0.021799,0.013394,1835820.358907,0.000000,1783984.252988,1852540.738136,390322.437592,2093807.545081
406,0.837571,0.006635,-0.012951,1641132.493034,0.000000,1783984.252988,1852540.738136,196093.224394,2093807.545081
407,0.837609,0.016952,0.028497,1814656.304910,0.000000,1783984.252988,1852540.738136,305556.863914,2093807.545081
408,0.837694,0.000026,-0.007835,1692266.972278,0.000000,1783984.252988,1852540.738136,78276.404173,2093807.545081
409,0.837732,0.002717,0.018495,1763814.723503,0.000000,1783984.252988,1852540.738136,-1299078.078513,2093807.545081
410,0.837866,0.015769,-0.016741,1649062.042552,0.000000,1783984.252988,1852540.738136,677582.120389,2093807.545081
411,0.838570,0.019613,0.018532,1827762.193393,0.000000,1783984.252988,1852540.738136,-214586.783848,2093807.545081
412,0.839574,0.001930,0.038320,1782985.366421,1828870.278833,1783984.252988,1852540.738136,-2335742.730376,2093807.545081
413,0.840066,-0.014339,0.023214,1944640.678517,0.000000,1783984.252988,1852540.738136,75421.102958,2093807.545081
414,0.840897,0.007245,0.031941,1779183.709579,1830056.710528,1783984.252988,1852540.738136,114890.431012,2093807.545081
415,0.841572,-0.004762,0.020997,1824329.858751,0.000000,1783984.252988,1852540.738136,-930393.942371,2093807.545081
416,0.842303,-0.007896,0.013669,1847477.289268,0.000000,1783984.252988,1852540.738136,1504057.504858,2093807.545081
417,0.842498,0.011831,0.015436,1773138.947152,0.000000,1783984.252988,1852540.738136,-755282.136417,2093807.545081
418,0.842599,0.008713,0.039719,1784631.890251,0.000000,1783984.252988,1852540.738136,-382780.851290,2093807.545081
419,0.843043,0.000143,-0.008017,1704109.531630,0.000000,1783984.252988,1852540.738136,488678.424772,2093807.545081
420,0.844120,-0.000348,0.059025,1769698.181302,1832957.828296,1783984.252988,1852540.738136,-1351236.408020,2093807.545081
421,0.844732,0.012841,0.028361,1802914.022001,0.000000,1783984.252988,1852540.738136,1382799.962066,2093807.545081
422,0.844928,0.005500,0.038459,1788504.424770,0.000000,1783984.252988,1852540.738136,-699203.441411,2093807.545081
423,0.845567,0.019547,0.017144,1840141.462567,0.000000,1783984.252988,1852540.738136,-1902743.341195,2093807.545081
424,0.845785,-0.004184,0.032287,1836511.854523,0.000000,1783984.252988,1852540.738136,427619.472001,2093807.545081
425,0.846921,0.001780,-0.009686,1696470.319556,0.000000,1783984.252988,1852540.738136,-505890.496481,2093807.545081
426,0.847686,-0.005420,0.037691,1850745.776719,0.000000,1783984.252988,1852540.738136,-392808.253291,2093807.545081
427,0.848635,0.000522,-0.001623,1743616.894109,0.000000,1783984.252988,1852540.738136,594514.861939,2093807.545081
428,0.849388,0.009080,0.021156,1791985.831374,1837731.718001,1783984.252988,1852540.738136,234863.933446,2093807.545081
429,0.849474,0.001977,0.007686,1770296.896678,0.000000,1783984.252988,1852540.738136,21039.915266,2093807.545081
430,0.849869,-0.009401,0.002631,1856606.246186,0.000000,1783984.252988,1852540.738136,442862.193380,2093807.545081
431,0.850399,0.015521,0.034459,1836218.003503,0.000000,1783984.252988,1852540.738136,688518.200868,2093807.545081
432,0.850860,0.010876,0.023541,1803762.049573,0.000000,1783984.252988,1852540.738136,-1892385.208307,2093807.545081
433,0.850921,-0.013565,0.001973,1918016.213967,0.000000,1783984.252988,1852540.738136,-1036105.608410,2093807.545081
434,0.850998,0.001554,0.025668,1809595.331176,0.000000,1783984.252988,1852540.738136,-918249.725173,2093807.545081
435,0.851384,0.012096,0.004859,1765491.908639,0.000000,1783984.252988,1852540.738136,111016.486985,2093807.545081
436,0.851480,-0.004688,0.024538,1851043.564312,0.000000,1783984.252988,1852540.738136,-940279.164517,2093807.545081
437,0.851829,0.002172,-0.000148,1748942.467377,0.000000,1783984.252988,1852540.738136,612984.923326,2093807.545081
438,0.852726,0.006334,0.008068,1768772.185812,0.000000,1783984.252988,1852540.738136,-751970.646881,2093807.545081
439,0.852890,-0.004549,0.031025,1856522.361948,0.000000,1783984.252988,1852540.738136,-134251.725491,2093807.545081
440,0.853942,0.010436,0.037361,1817308.258017,0.000000,1783984.252988,1852540.738136,55066.048952,2093807.545081
441,0.854037,-0.005870,0.004613,1830604.835275,0.000000,1783984.252988,1852540.738136,-236171.072985,2093807.545081
442,0.854192,-0.013183,0.009418,1938674.585833,0.000000,1783984.252988,1852540.738136,-307128.896383,2093807.545081
443,0.854336,-0.007201,-0.007758,1801139.697487,0.000000,1783984.252988,1852540.738136,245570.247570,2093807.545081
444,0.854912,0.004800,0.005363,1767685.210636,0.000000,1783984.252988,1852540.738136,-59094.819440,2093807.545081
445,0.855127,0.015867,0.034522,1849771.990082,0.000000,1783984.252988,1852540.738136,74264.496112,2093807.545081
446,0.856451,0.019942,0.017647,1869901.356664,0.000000,1783984.252988,1852540.738136,1013581.684352,2093807.545081
447,0.856516,-0.000239,0.014941,1816268.004906,0.000000,1783984.252988,1852540.738136,24487.245513,2093807.545081
448,0.856671,0.018177,0.024408,1864698.701667,0.000000,1783984.252988,1852540.738136,-484573.247347,2093807.545081
449,0.857159,0.019258,0.034461,1884358.861068,0.000000,1783984.252988,1852540.738136,42888.002561,2093807.545081
450,0.857291,0.008839,0.020372,1809169.497941,0.000000,1783984.252988,1852540.738136,428161.679875,2093807.545081
451,0.858297,-0.010766,-0.007950,1857278.271961,0.000000,1783984.252988,1852540.738136,-242221.883983,2093807.545081
452,0.858305,-0.009082,-0.015028,1800739.702862,0.000000,1783984.252988,1852540.738136,-190109.718717,2093807.545081
453,0.858961,-0.006018,0.025313,1882045.413030,0.000000,1783984.252988,1852540.738136,258442.959569,2093807.545081
454,0.859076,-0.001809,-0.001337,1785873.604729,0.000000,1783984.252988,1852540.738136,588644.938742,2093807.545081
455,0.859425,0.006049,0.020168,1812423.878656,0.000000,1783984.252988,1852540.738136,-423008.553552,2093807.545081
456,0.860418,0.004261,0.029802,1827004.084225,1847850.727322,1783984.252988,1852540.738136,-960857.044783,2093807.545081
457,0.860595,-0.007424,0.021484,1897107.793879,1848014.477997,1783984.252988,1852540.738136,-1148542.170810,2093807.545081
458,0.861197,0.007388,0.026969,1824991.785647,0.000000,1783984.252988,1852540.738136,-262016.631825,2093807.545081
459,0.861270,0.003664,0.035669,1831318.828957,0.000000,1783984.252988,1852540.738136,-485922.994576,2093807.545081
460,0.861376,-0.001505,0.013185,1832294.748617,0.000000,1783984.252988,1852540.738136,-1188496.286869,2093807.545081
461,0.861505,0.023915,0.047781,1944613.862422,0.000000,1783984.252988,1852540.738136,177604.264440,2093807.545081
462,0.861740,-0.011203,-0.010796,1859632.729141,0.000000,1783984.252988,1852540.738136,-118317.643500,2093807.545081
463,0.861763,0.010321,0.026332,1831007.346640,0.000000,1783984.252988,1852540.738136,-516025.523340,2093807.545081
464,0.862448,-0.000407,0.036228,1849633.418175,1849731.364063,1783984.252988,1852540.738136,200429.962686,2093807.545081
465,0.863175,-0.002135,0.006942,1825594.687602,0.000000,1783984.252988,1852540.738136,-527541.131726,2093807.545081
466,0.863508,0.010329,0.012505,1811026.711019,0.000000,1783984.252988,1852540.738136,-135982.035206,2093807.545081
467,0.863549,-0.001756,0.014944,1842837.716738,0.000000,1783984.252988,1852540.738136,1390798.288709,2093807.545081
468,0.863714,0.016918,0.039510,1877781.056576,0.000000,1783984.252988,1852540.738136,-265004.420317,2093807.545081
469,0.864166,0.008924,0.002472,1779043.177150,0.000000,1783984.252988,1852540.738136,498839.668384,2093807.545081
470,0.864717,-0.004225,0.040407,1879072.610931,0.000000,1783984.252988,1852540.738136,73815.560077,2093807.545081
471,0.865008,-0.014421,0.014758,1992747.265608,0.000000,1783984.252988,1852540.738136,1736511.468343,2093807.545081
472,0.865872,0.005845,0.020808,1828945.707839,0.000000,1783984.252988,1852540.738136,730784.568178,2093807.545081
473,0.866171,-0.002305,0.003539,1823862.314589,0.000000,1783984.252988,1852540.738136,379946.452925,2093807.545081
474,0.866421,0.021361,0.040623,1927856.701847,0.000000,1783984.252988,1852540.738136,520860.052065,2093807.545081
475,0.867933,0.013551,-0.001161,1789061.002281,0.000000,1783984.252988,1852540.738136,-508621.298963,2093807.545081
476,0.867994,0.011141,0.017818,1835864.731616,0.000000,1783984.252988,1852540.738136,2302567.987038,2093807.545081
477,0.868333,0.012967,0.036555,1862115.240327,0.000000,1783984.252988,1852540.738136,-1170116.794501,2093807.545081
