#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
0,2016-02-19,14,1640508.699805,1638120.804982,0.000000,1587833.282259,CPTY_A
1,2016-03-04,14,1645499.073671,1640699.611720,12150.938431,1582851.186094,CPTY_A
2,2016-03-18,14,1635418.252516,1631713.275636,0.000000,1713821.653892,CPTY_A
3,2016-04-01,14,1633570.472663,1626824.200065,0.000000,1644019.276923,CPTY_A
4,2016-04-15,14,1668446.927436,1659897.235884,0.000000,1829267.507173,CPTY_A
5,2016-04-29,14,1614275.434751,1608631.732104,0.000000,1616040.972787,CPTY_A
6,2016-05-13,14,1635187.632770,1626263.126525,0.000000,1681952.899560,CPTY_A
7,2016-05-27,14,1628661.760231,1619054.396493,61007.409497,1422313.837762,CPTY_A
8,2016-06-10,14,1641802.332529,1629281.537291,0.000000,1454683.994761,CPTY_A
9,2016-06-24,14,1639423.501047,1630939.628033,0.000000,1666480.762885,CPTY_A
10,2016-07-08,14,1629039.150979,1621723.318196,0.000000,1625507.455863,CPTY_A
11,2016-07-22,14,1641446.701680,1630127.890054,0.000000,1623750.119359,CPTY_A
12,2016-08-05,14,1637256.263027,1628937.990903,0.000000,1747655.288771,CPTY_A
13,2016-08-19,14,1642677.397112,1627845.195146,0.000000,1735986.543697,CPTY_A
14,2016-09-02,14,1635448.128861,1615069.904712,-236920.178750,1604028.350611,CPTY_A
15,2016-09-16,14,1627762.951878,1615282.669584,0.000000,1802238.594827,CPTY_A
16,2016-09-30,14,1640776.523479,1623785.223915,0.000000,1688765.436440,CPTY_A
17,2016-10-14,14,1623881.130616,1617239.816481,0.000000,1535621.051861,CPTY_A
18,2016-10-28,17,1641365.800919,1628963.248410,0.000000,1563341.061115,CPTY_A
19,2016-11-14,11,1521864.188317,1503537.725228,0.000000,1810023.063166,CPTY_A
20,2016-11-25,14,1738018.986627,1724629.217455,67263.975830,1605854.146143,CPTY_A
21,2016-12-09,14,1649453.188948,1615038.644709,0.000000,1708290.140043,CPTY_A
22,2016-12-23,14,1614245.159084,1602101.076097,0.000000,1690617.462957,CPTY_A
23,2017-01-06,14,1649317.428338,1627062.829471,0.000000,1723703.879399,CPTY_A
24,2017-01-20,14,1646822.632046,1629659.151692,0.000000,1702188.035690,CPTY_A
25,2017-02-03,14,1608439.472716,1596928.329912,0.000000,1712676.817991,CPTY_A
26,2017-02-17,14,1633522.470396,1622411.225468,0.000000,1683727.660584,CPTY_A
27,2017-03-03,14,1618675.263173,1605193.958254,-217591.255111,1799527.459195,CPTY_A
28,2017-03-17,14,1620911.171811,1603112.663771,0.000000,1719709.036372,CPTY_A
29,2017-03-31,18,1617937.784396,1604073.496134,0.000000,1636203.299360,CPTY_A
30,2017-04-18,10,1591034.014722,1556166.982046,0.000000,1516426.409454,CPTY_A
31,2017-04-28,14,1664805.002574,1653167.563016,0.000000,1785609.242744,CPTY_A
32,2017-05-12,14,1615903.017218,1592337.770072,0.000000,1579893.590380,CPTY_A
33,2017-05-26,14,1601988.845821,1588289.811050,73950.281557,1599626.578701,CPTY_A
34,2017-06-09,14,1588785.121333,1567289.335487,0.000000,1642818.931107,CPTY_A
35,2017-06-23,14,1635100.171397,1616039.886727,0.000000,1797588.282072,CPTY_A
36,2017-07-07,14,1613561.622209,1578469.932853,0.000000,1575722.934423,CPTY_A
37,2017-07-21,14,1640849.762839,1615353.227847,0.000000,1841522.632835,CPTY_A
38,2017-08-04,14,1636122.240034,1606071.286671,0.000000,1671561.843175,CPTY_A
39,2017-08-18,14,1586497.678854,1574070.739401,0.000000,1685054.312973,CPTY_A
40,2017-09-01,14,1595039.410315,1580534.001417,-215327.211330,1575308.756194,CPTY_A
41,2017-09-15,14,1579735.762123,1568323.005588,0.000000,1439201.478951,CPTY_A
42,2017-09-29,14,1669940.694353,1643022.156619,0.000000,1860799.411550,CPTY_A
43,2017-10-13,14,1606819.750357,1570914.570396,0.000000,1619830.385117,CPTY_A
44,2017-10-27,17,1597793.634845,1584262.649744,0.000000,1579206.348791,CPTY_A
45,2017-11-13,11,1649157.158343,1601694.328110,0.000000,1669305.018624,CPTY_A
46,2017-11-24,14,1628567.027892,1601924.874551,73833.209725,1850740.528889,CPTY_A
47,2017-12-08,14,1611985.409332,1593839.899160,0.000000,1655604.697820,CPTY_A
48,2017-12-22,14,1587899.239530,1561707.248417,0.000000,1610247.346949,CPTY_A
49,2018-01-05,14,1623020.034860,1590646.567683,0.000000,1672503.644988,CPTY_A
50,2018-01-19,14,1612373.743802,1588407.509093,0.000000,1773247.305770,CPTY_A
51,2018-02-02,14,1677702.777514,1656017.077039,0.000000,1870037.901727,CPTY_A
52,2018-02-16,14,1709265.663724,1681435.266981,0.000000,1958315.598739,CPTY_A
53,2018-03-02,14,1685650.700026,1664749.175613,-203642.236237,1791900.310224,CPTY_A
54,2018-03-16,18,1679430.367412,1654881.199874,0.000000,1779795.252932,CPTY_A
55,2018-04-03,10,1748567.437513,1701101.399459,0.000000,1851869.247517,CPTY_A
56,2018-04-13,14,1693917.595938,1672136.937315,0.000000,1691885.032617,CPTY_A
57,2018-04-27,14,1702871.744480,1673820.860780,0.000000,1729286.530424,CPTY_A
58,2018-05-11,14,1685477.333542,1664299.675495,0.000000,1662734.263751,CPTY_A
59,2018-05-25,14,1731867.073097,1683303.914543,91373.581856,1969300.011731,CPTY_A
60,2018-06-08,14,1738496.445392,1681863.927814,0.000000,1850818.842499,CPTY_A
61,2018-06-22,14,1712489.616699,1676077.438558,0.000000,1781446.714794,CPTY_A
62,2018-07-06,14,1721934.401670,1665917.957895,0.000000,1772789.122213,CPTY_A
63,2018-07-20,14,1741951.066416,1669825.037662,0.000000,1939437.576156,CPTY_A
64,2018-08-03,14,1663144.223938,1638430.522916,0.000000,1650058.651366,CPTY_A
65,2018-08-17,14,1684967.865083,1650618.416135,0.000000,1653113.239233,CPTY_A
66,2018-08-31,14,1702096.149514,1645147.465186,-197972.441427,1961840.976846,CPTY_A
67,2018-09-14,14,1702477.036606,1662688.722165,0.000000,1808443.008889,CPTY_A
68,2018-09-28,14,1716343.872047,1678573.791953,0.000000,1770340.166725,CPTY_A
69,2018-10-12,14,1696843.046868,1647881.699901,0.000000,1692836.039562,CPTY_A
70,2018-10-26,14,1760390.995407,1671513.038918,0.000000,1824748.033316,CPTY_A
71,2018-11-09,14,1750563.224660,1688403.075160,0.000000,1620469.160577,CPTY_A
72,2018-11-23,14,1675203.319253,1633292.981814,89094.414628,1807954.512618,CPTY_A
73,2018-12-07,14,1705199.907848,1659840.803999,0.000000,1874347.257114,CPTY_A
74,2018-12-21,14,1736466.041335,1688316.751512,0.000000,1877899.877786,CPTY_A
75,2019-01-04,14,1677845.746955,1628662.589689,0.000000,1656691.952397,CPTY_A
76,2019-01-18,14,1702813.121804,1645201.020164,0.000000,1973550.435487,CPTY_A
77,2019-02-01,14,1832705.903591,1773319.535503,0.000000,1925650.735711,CPTY_A
78,2019-02-15,14,1877943.358256,1823771.808814,0.000000,2025677.103806,CPTY_A
79,2019-03-01,14,1871239.216280,1818857.359664,-185243.311526,1845110.586336,CPTY_A
80,2019-03-15,14,1874160.445730,1817385.814607,0.000000,1962745.216982,CPTY_A
81,2019-03-29,14,1883222.598102,1818711.838529,0.000000,2092753.389921,CPTY_A
