#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
0,2016-02-19,14,91145.500096,90676.834047,0.000000,103079.047208,CPTY_A
1,2016-03-04,14,87441.748612,86906.375396,0.000000,90532.853430,CPTY_A
2,2016-03-18,14,88549.007255,87626.840570,0.000000,91371.716602,CPTY_A
3,2016-04-01,14,90483.839555,89293.527105,0.000000,100734.702785,CPTY_A
4,2016-04-15,14,90053.025719,88312.904236,0.000000,99359.648263,CPTY_A
5,2016-04-29,14,89982.956563,88099.812601,0.000000,99636.851022,CPTY_A
6,2016-05-13,14,90369.137946,88204.963238,0.000000,100762.121200,CPTY_A
7,2016-05-27,14,91901.798421,89784.778979,0.000000,96690.431578,CPTY_A
8,2016-06-10,14,88241.658297,85890.166963,0.000000,99997.274385,CPTY_A
9,2016-06-24,14,90812.701660,87481.396803,0.000000,104690.461969,CPTY_A
10,2016-07-08,14,89182.983725,86951.477856,0.000000,99983.024410,CPTY_A
11,2016-07-22,14,93353.557227,88336.598160,0.000000,108447.635196,CPTY_A
12,2016-08-05,14,90736.597283,87012.982904,0.000000,94726.736112,CPTY_A
13,2016-08-19,14,92032.054097,88438.455189,0.000000,104456.815104,CPTY_A
14,2016-09-02,14,90083.996020,86620.896476,0.000000,106816.771120,CPTY_A
15,2016-09-16,14,91027.204043,86926.522835,0.000000,98115.903914,CPTY_A
16,2016-09-30,14,92439.790788,87965.404593,0.000000,104835.940460,CPTY_A
17,2016-10-14,14,99212.544133,93380.368915,0.000000,114672.462803,CPTY_A
18,2016-10-28,17,86026.158815,81738.938552,0.000000,90598.284729,CPTY_A
19,2016-11-14,11,92724.286042,87596.970821,0.000000,100123.715448,CPTY_A
20,2016-11-25,14,93550.732142,88040.421628,0.000000,123391.291613,CPTY_A
21,2016-12-09,14,95779.695427,88528.601515,0.000000,110954.281453,CPTY_A
22,2016-12-23,14,91002.484214,85956.459723,0.000000,106010.837703,CPTY_A
23,2017-01-06,14,94708.624970,87629.881632,0.000000,113539.660561,CPTY_A
24,2017-01-20,14,94946.482202,88146.209989,0.000000,112023.658884,CPTY_A
25,2017-02-03,14,93681.074395,87278.368139,0.000000,105286.411192,CPTY_A
26,2017-02-17,14,92595.631665,86942.289004,0.000000,99866.437676,CPTY_A
27,2017-03-03,14,94344.019806,86708.947730,0.000000,112457.508571,CPTY_A
28,2017-03-17,14,94738.699194,87219.622681,0.000000,106345.236072,CPTY_A
29,2017-03-31,18,97572.492805,89338.530472,0.000000,123494.632787,CPTY_A
30,2017-04-18,10,95505.340396,88321.426333,0.000000,115411.745970,CPTY_A
31,2017-04-28,14,96685.887864,89597.258177,0.000000,117311.521413,CPTY_A
32,2017-05-12,14,103739.075541,95306.891609,0.000000,115914.928225,CPTY_A
33,2017-05-26,14,86273.758293,79879.571080,0.000000,102164.689884,CPTY_A
34,2017-06-09,14,95056.700723,86830.066616,0.000000,103316.391075,CPTY_A
35,2017-06-23,14,97898.070590,89280.379390,0.000000,115879.697261,CPTY_A
36,2017-07-07,14,92556.279823,85414.134719,0.000000,110487.470326,CPTY_A
37,2017-07-21,14,94841.985216,87710.931760,0.000000,117101.450834,CPTY_A
38,2017-08-04,14,95551.810972,87698.860008,0.000000,111267.794947,CPTY_A
39,2017-08-18,14,95861.999467,88384.435415,0.000000,105556.426401,CPTY_A
40,2017-09-01,14,93322.021795,86810.522145,0.000000,116329.492564,CPTY_A
