#Sample,Regressor_0_EUR-EURIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
737,0.031217,48226.404054,0.000000,92446.153672,98433.223691,0.000000,130922.570270
738,0.031219,48216.883253,0.000000,92446.153672,98433.223691,0.000000,130922.570270
739,0.031264,47935.637032,0.000000,92446.153672,98433.223691,0.000000,130922.570270
740,0.031280,47834.371039,0.000000,92446.153672,98433.223691,0.000000,130922.570270
741,0.031290,47770.413605,0.000000,92446.153672,98433.223691,0.000000,130922.570270
742,0.031308,47661.635455,0.000000,92446.153672,98433.223691,0.000000,130922.570270
743,0.031386,47166.523740,0.000000,92446.153672,98433.223691,0.000000,130922.570270
744,0.031425,46920.355902,0.000000,92446.153672,98433.223691,0.000000,130922.570270
745,0.031456,46724.157066,0.000000,92446.153672,98433.223691,0.000000,130922.570270
746,0.031734,44942.386664,0.000000,92446.153672,98433.223691,0.000000,130922.570270
747,0.031805,44481.286889,0.000000,92446.153672,98433.223691,0.000000,130922.570270
748,0.031907,43810.254429,0.000000,92446.153672,98433.223691,0.000000,130922.570270
749,0.031912,43776.564752,0.000000,92446.153672,98433.223691,0.000000,130922.570270
750,0.031985,43289.626379,0.000000,92446.153672,98433.223691,0.000000,130922.570270
751,0.031991,43254.259060,0.000000,92446.153672,98433.223691,0.000000,130922.570270
752,0.032000,43191.199471,0.000000,92446.153672,98433.223691,0.000000,130922.570270
753,0.032008,43136.583547,0.000000,92446.153672,98433.223691,0.000000,130922.570270
754,0.032011,43117.874285,0.000000,92446.153672,98433.223691,0.000000,130922.570270
755,0.032022,43043.939794,0.000000,92446.153672,98433.223691,0.000000,130922.570270
756,0.032117,42407.527819,0.000000,92446.153672,98433.223691,0.000000,130922.570270
757,0.032134,42290.405041,0.000000,92446.153672,98433.223691,0.000000,130922.570270
758,0.032467,40002.076987,0.000000,92446.153672,98433.223691,0.000000,130922.570270
759,0.032478,39927.627513,0.000000,92446.153672,98433.223691,0.000000,130922.570270
760,0.032513,39676.970705,123393.192000,92446.153672,98433.223691,0.000000,130922.570270
761,0.032584,39180.236032,0.000000,92446.153672,98433.223691,0.000000,130922.570270
762,0.032627,38870.292186,123391.202507,92446.153672,98433.223691,0.000000,130922.570270
763,0.032643,38758.895783,0.000000,92446.153672,98433.223691,0.000000,130922.570270
764,0.032703,38328.869915,0.000000,92446.153672,98433.223691,0.000000,130922.570270
765,0.032756,37944.914731,0.000000,92446.153672,98433.223691,0.000000,130922.570270
766,0.032861,37173.747755,0.000000,92446.153672,98433.223691,0.000000,130922.570270
767,0.032865,37140.240141,0.000000,92446.153672,98433.223691,0.000000,130922.570270
768,0.032970,36362.874270,0.000000,92446.153672,98433.223691,0.000000,130922.570270
769,0.033130,35151.430885,0.000000,92446.153672,98433.223691,0.000000,130922.570270
770,0.033255,34180.119832,0.000000,92446.153672,98433.223691,0.000000,130922.570270
771,0.033313,33720.606159,0.000000,92446.153672,98433.223691,0.000000,130922.570270
772,0.033484,32351.081948,123376.210241,92446.153672,98433.223691,0.000000,130922.570270
773,0.033496,32251.812458,123375.997767,92446.153672,98433.223691,0.000000,130922.570270
774,0.033525,32012.642287,123375.487904,92446.153672,98433.223691,0.000000,130922.570270
775,0.033552,31792.887356,0.000000,92446.153672,98433.223691,0.000000,130922.570270
776,0.033559,31729.072920,0.000000,92446.153672,98433.223691,0.000000,130922.570270
777,0.033702,30531.474399,123372.395757,92446.153672,98433.223691,0.000000,130922.570270
778,0.033703,30517.801424,0.000000,92446.153672,98433.223691,0.000000,130922.570270
779,0.033808,29610.182386,0.000000,92446.153672,98433.223691,0.000000,130922.570270
780,0.033887,28917.043941,0.000000,92446.153672,98433.223691,0.000000,130922.570270
781,0.033891,28878.901733,0.000000,92446.153672,98433.223691,0.000000,130922.570270
782,0.033963,28234.861733,0.000000,92446.153672,98433.223691,0.000000,130922.570270
783,0.033985,28027.144405,0.000000,92446.153672,98433.223691,0.000000,130922.570270
784,0.034103,26931.604878,0.000000,92446.153672,98433.223691,0.000000,130922.570270
785,0.034122,26752.139059,0.000000,92446.153672,98433.223691,0.000000,130922.570270
786,0.034165,26338.861348,0.000000,92446.153672,98433.223691,0.000000,130922.570270
787,0.034185,26146.411364,0.000000,92446.153672,98433.223691,0.000000,130922.570270
788,0.034239,25621.091873,123362.989159,92446.153672,98433.223691,0.000000,130922.570270
789,0.034328,24737.326439,0.000000,92446.153672,98433.223691,0.000000,130922.570270
790,0.034453,23436.359750,0.000000,92446.153672,98433.223691,0.000000,130922.570270
791,0.034469,23269.829356,0.000000,92446.153672,98433.223691,0.000000,130922.570270
792,0.034520,22718.775136,0.000000,92446.153672,98433.223691,0.000000,130922.570270
793,0.034572,22145.755496,0.000000,92446.153672,98433.223691,0.000000,130922.570270
794,0.034649,21265.849947,0.000000,92446.153672,98433.223691,0.000000,130922.570270
795,0.034784,19658.226374,0.000000,92446.153672,98433.223691,0.000000,130922.570270
796,0.034805,19392.503131,0.000000,92446.153672,98433.223691,0.000000,130922.570270
797,0.034874,18507.396225,0.000000,92446.153672,98433.223691,0.000000,130922.570270
798,0.034900,18163.638674,0.000000,92446.153672,98433.223691,0.000000,130922.570270
799,0.034919,17911.989884,0.000000,92446.153672,98433.223691,0.000000,130922.570270
800,0.034933,17718.525379,0.000000,92446.153672,98433.223691,0.000000,130922.570270
801,0.034956,17401.703937,0.000000,92446.153672,98433.223691,0.000000,130922.570270
802,0.035038,16241.443597,0.000000,92446.153672,98433.223691,0.000000,130922.570270
803,0.035058,15942.666220,0.000000,92446.153672,98433.223691,0.000000,130922.570270
804,0.035122,14942.686397,0.000000,92446.153672,98433.223691,0.000000,130922.570270
805,0.035172,14122.877281,0.000000,92446.153672,98433.223691,0.000000,130922.570270
806,0.035191,13813.244250,0.000000,92446.153672,98433.223691,0.000000,130922.570270
807,0.035351,10720.408783,0.000000,92446.153672,98433.223691,0.000000,130922.570270
808,0.035572,3521.555825,0.000000,92446.153672,98433.223691,0.000000,130922.570270
809,0.035741,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
810,0.035796,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
811,0.035836,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
812,0.035882,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
813,0.035898,0.000000,123333.950654,92446.153672,98433.223691,0.000000,130922.570270
814,0.035922,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
815,0.035961,0.000000,123332.861030,92446.153672,98433.223691,0.000000,130922.570270
816,0.035980,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
817,0.036016,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
818,0.036031,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
819,0.036119,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
820,0.036119,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
821,0.036127,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
822,0.036132,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
823,0.036225,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
824,0.036257,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
825,0.036353,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
826,0.036416,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
827,0.036480,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
828,0.036514,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
829,0.036549,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
830,0.036635,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
831,0.036637,0.000000,123321.020105,92446.153672,98433.223691,0.000000,130922.570270
832,0.036639,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
833,0.036698,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
834,0.036698,0.000000,123319.950093,92446.153672,98433.223691,0.000000,130922.570270
835,0.036710,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
836,0.036782,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
837,0.037053,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
838,0.037084,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
839,0.037117,0.000000,123312.619822,92446.153672,98433.223691,0.000000,130922.570270
840,0.037134,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
841,0.037301,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
842,0.037308,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
843,0.037318,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
844,0.037452,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
845,0.037462,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
846,0.037481,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
847,0.037555,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
848,0.037628,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
849,0.038073,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
850,0.038180,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
851,0.038198,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
852,0.038237,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
853,0.038335,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
854,0.038401,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
855,0.038487,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
856,0.038658,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
857,0.038667,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
858,0.038721,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
859,0.038745,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
860,0.038766,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
861,0.038835,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
862,0.039003,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
863,0.039049,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
864,0.039112,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
865,0.039172,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
866,0.039423,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
867,0.039430,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
868,0.039431,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
869,0.039517,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
870,0.039523,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
871,0.039543,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
872,0.039638,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
873,0.039679,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
874,0.039730,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
875,0.039899,0.000000,123263.936488,92446.153672,98433.223691,0.000000,130922.570270
876,0.039962,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
877,0.039975,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
878,0.040155,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
879,0.040164,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
880,0.040165,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
881,0.040268,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
882,0.040269,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
883,0.040461,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
884,0.040520,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
885,0.040956,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
886,0.041065,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
887,0.041117,0.000000,123242.609993,92446.153672,98433.223691,0.000000,130922.570270
888,0.041151,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
889,0.041244,0.000000,123240.395645,92446.153672,98433.223691,0.000000,130922.570270
890,0.041407,0.000000,0.000000,92446.153672,98433.223691,0.000000,130922.570270
