#Sample,Regressor_0_USD,Regressor_1_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
289,0.772635,-0.017820,716440.693412,0.000000,662296.120525,686680.771158,-92383.627897,705674.475361
290,0.773030,-0.006884,664390.410473,0.000000,662296.120525,686680.771158,65477.499898,705674.475361
291,0.773116,0.020176,575979.318039,0.000000,662296.120525,686680.771158,-26062.094360,705674.475361
292,0.777297,0.008021,610793.183266,0.000000,662296.120525,686680.771158,74044.145219,705674.475361
293,0.777469,0.014556,591979.276430,0.000000,662296.120525,686680.771158,18563.794042,705674.475361
294,0.777805,0.058494,589056.522178,0.000000,662296.120525,686680.771158,-49155.794662,705674.475361
295,0.777905,0.009984,605161.351138,0.000000,662296.120525,686680.771158,15060.138617,705674.475361
296,0.777966,0.018310,583427.119521,662001.836101,662296.120525,686680.771158,-18571.526738,705674.475361
297,0.778448,0.003589,626933.032779,0.000000,662296.120525,686680.771158,481415.053603,705674.475361
298,0.779316,0.003233,628977.816410,0.000000,662296.120525,686680.771158,-152247.650493,705674.475361
299,0.781078,0.015855,591516.520902,0.000000,662296.120525,686680.771158,-324321.065769,705674.475361
300,0.781734,-0.004065,660052.311194,0.000000,662296.120525,686680.771158,47646.254695,705674.475361
301,0.781832,0.027415,570709.499796,0.000000,662296.120525,686680.771158,185943.318267,705674.475361
302,0.782176,-0.004004,660191.134382,0.000000,662296.120525,686680.771158,184854.384617,705674.475361
303,0.782819,0.033548,566134.350000,0.000000,662296.120525,686680.771158,22102.629535,705674.475361
304,0.783453,0.009147,612316.512481,0.000000,662296.120525,686680.771158,286922.007081,705674.475361
305,0.783530,0.013971,598291.980286,0.000000,662296.120525,686680.771158,60119.865594,705674.475361
306,0.783770,0.025388,574712.352775,0.000000,662296.120525,686680.771158,144194.516649,705674.475361
307,0.783838,0.047394,571179.383547,664005.601754,662296.120525,686680.771158,228016.360203,705674.475361
308,0.784307,0.050247,575078.140613,0.000000,662296.120525,686680.771158,-100512.384120,705674.475361
309,0.785673,0.043435,568470.183109,0.000000,662296.120525,686680.771158,-143928.174114,705674.475361
310,0.786571,0.020784,584650.224884,0.000000,662296.120525,686680.771158,22267.692582,705674.475361
311,0.786698,0.029092,572015.337431,0.000000,662296.120525,686680.771158,215858.500157,705674.475361
312,0.787043,0.021650,583307.312865,0.000000,662296.120525,686680.771158,-8686.490162,705674.475361
313,0.788881,-0.006598,677594.838956,0.000000,662296.120525,686680.771158,486789.812941,705674.475361
314,0.789906,0.021954,584803.017094,0.000000,662296.120525,686680.771158,-80106.524288,705674.475361
315,0.790455,-0.001698,657948.883189,0.000000,662296.120525,686680.771158,-371229.134595,705674.475361
316,0.790471,0.019037,591222.643999,666285.580677,662296.120525,686680.771158,-313096.210733,705674.475361
317,0.790708,0.019102,591256.994133,666367.418845,662296.120525,686680.771158,162199.863105,705674.475361
318,0.791236,-0.011482,702439.920262,0.000000,662296.120525,686680.771158,-382863.662553,705674.475361
319,0.792008,0.007230,625713.232229,0.000000,662296.120525,686680.771158,-184530.378201,705674.475361
320,0.792317,0.015262,601777.735253,0.000000,662296.120525,686680.771158,476011.974605,705674.475361
321,0.793812,-0.030902,808752.483664,0.000000,662296.120525,686680.771158,74636.127054,705674.475361
322,0.794012,0.022753,586265.716428,0.000000,662296.120525,686680.771158,282127.044073,705674.475361
323,0.794280,0.018862,594478.418776,0.000000,662296.120525,686680.771158,-162028.400034,705674.475361
324,0.794552,0.002488,644953.159353,0.000000,662296.120525,686680.771158,-57547.364449,705674.475361
325,0.795401,0.002468,645767.657444,0.000000,662296.120525,686680.771158,148143.676326,705674.475361
326,0.795402,0.026215,581480.063072,0.000000,662296.120525,686680.771158,121978.518813,705674.475361
327,0.796974,0.030348,577349.083358,0.000000,662296.120525,686680.771158,41687.230385,705674.475361
328,0.797437,0.017190,600839.337539,0.000000,662296.120525,686680.771158,535706.418106,705674.475361
329,0.798618,0.018621,598306.364824,0.000000,662296.120525,686680.771158,125246.582016,705674.475361
330,0.800241,0.021603,593009.505999,669675.726639,662296.120525,686680.771158,-378092.364075,705674.475361
331,0.800469,0.047944,578960.064913,669755.158180,662296.120525,686680.771158,401901.454952,705674.475361
332,0.800498,0.006778,634411.761127,0.000000,662296.120525,686680.771158,221737.626041,705674.475361
333,0.801370,0.006657,635568.044876,670069.751487,662296.120525,686680.771158,307686.597864,705674.475361
334,0.801908,0.025177,587606.224923,0.000000,662296.120525,686680.771158,-1787.919218,705674.475361
335,0.802038,0.005313,640911.971820,0.000000,662296.120525,686680.771158,-237407.927453,705674.475361
336,0.802204,0.020309,597183.812809,0.000000,662296.120525,686680.771158,-18303.415848,705674.475361
337,0.802425,0.041041,575916.845535,0.000000,662296.120525,686680.771158,382935.396772,705674.475361
338,0.803324,0.017627,604277.381011,0.000000,662296.120525,686680.771158,-345640.149049,705674.475361
339,0.804168,-0.008317,699417.274324,0.000000,662296.120525,686680.771158,164453.334986,705674.475361
340,0.804508,-0.006194,690005.894740,0.000000,662296.120525,686680.771158,-673847.602972,705674.475361
341,0.805097,0.009244,629908.715316,0.000000,662296.120525,686680.771158,-40224.593073,705674.475361
342,0.805436,0.021464,597102.761198,0.000000,662296.120525,686680.771158,-34611.041397,705674.475361
343,0.806421,0.030476,583306.138380,0.000000,662296.120525,686680.771158,262391.330498,705674.475361
344,0.806674,0.014219,615940.674880,0.000000,662296.120525,686680.771158,-71050.581104,705674.475361
345,0.807167,-0.000618,668327.563048,672101.397970,662296.120525,686680.771158,210531.251188,705674.475361
346,0.807497,0.026610,589177.865332,0.000000,662296.120525,686680.771158,-31182.233414,705674.475361
347,0.807884,-0.007515,699104.613679,0.000000,662296.120525,686680.771158,270217.885669,705674.475361
348,0.808277,0.063063,608557.387276,0.000000,662296.120525,686680.771158,184815.034896,705674.475361
349,0.809035,0.013300,620479.344611,0.000000,662296.120525,686680.771158,-105498.982555,705674.475361
350,0.809314,0.002968,655917.140370,0.000000,662296.120525,686680.771158,323566.984029,705674.475361
351,0.809663,0.004758,649456.739423,0.000000,662296.120525,686680.771158,-293465.934274,705674.475361
352,0.810116,0.031543,584540.693946,0.000000,662296.120525,686680.771158,65539.577180,705674.475361
353,0.810222,0.030279,585999.147619,0.000000,662296.120525,686680.771158,-73939.198906,705674.475361
354,0.810809,0.020754,602598.723392,0.000000,662296.120525,686680.771158,-150893.923325,705674.475361
355,0.811260,-0.002920,681667.355127,0.000000,662296.120525,686680.771158,-134561.222942,705674.475361
356,0.813062,0.003647,656556.182962,0.000000,662296.120525,686680.771158,164681.870008,705674.475361
357,0.813292,0.028009,591021.201869,0.000000,662296.120525,686680.771158,-176937.597280,705674.475361
358,0.813591,0.024298,597393.199015,0.000000,662296.120525,686680.771158,7809.432384,705674.475361
359,0.813739,-0.003976,688481.516172,0.000000,662296.120525,686680.771158,-98013.487777,705674.475361
360,0.814053,0.009337,637022.951518,0.000000,662296.120525,686680.771158,-23781.220379,705674.475361
361,0.815770,0.008655,640751.962688,0.000000,662296.120525,686680.771158,-38666.026605,705674.475361
362,0.816901,0.035068,585715.788178,0.000000,662296.120525,686680.771158,15464.324900,705674.475361
363,0.817005,-0.028805,819114.175067,0.000000,662296.120525,686680.771158,870243.894675,705674.475361
364,0.817216,-0.004657,694626.616464,0.000000,662296.120525,686680.771158,78935.818390,705674.475361
365,0.817529,0.009937,637903.862399,0.000000,662296.120525,686680.771158,-190657.799150,705674.475361
366,0.817763,0.031838,589117.155781,0.000000,662296.120525,686680.771158,-575603.871272,705674.475361
367,0.817846,0.027093,595527.749297,0.000000,662296.120525,686680.771158,-132262.804047,705674.475361
368,0.818203,0.029429,592322.202599,0.000000,662296.120525,686680.771158,-305968.430289,705674.475361
369,0.819763,0.010672,637333.673524,676560.970490,662296.120525,686680.771158,-447789.546761,705674.475361
370,0.820597,0.018658,614920.141047,0.000000,662296.120525,686680.771158,-99531.079190,705674.475361
371,0.822305,0.032309,591512.922159,0.000000,662296.120525,686680.771158,186238.756623,705674.475361
372,0.822725,0.022719,607119.314316,0.000000,662296.120525,686680.771158,-83830.253812,705674.475361
373,0.823009,0.023453,605804.074217,0.000000,662296.120525,686680.771158,-56427.479218,705674.475361
374,0.823971,0.021693,610262.827294,0.000000,662296.120525,686680.771158,20831.786074,705674.475361
375,0.824044,0.022610,608315.951755,0.000000,662296.120525,686680.771158,192230.682407,705674.475361
376,0.824639,-0.011417,733101.779658,0.000000,662296.120525,686680.771158,133309.909913,705674.475361
377,0.824997,0.003457,667590.967350,0.000000,662296.120525,686680.771158,-56230.464830,705674.475361
378,0.825034,0.018874,617761.012376,0.000000,662296.120525,686680.771158,-198133.221588,705674.475361
379,0.825619,0.003206,669107.482286,0.000000,662296.120525,686680.771158,608022.413249,705674.475361
380,0.826362,-0.003845,699243.055213,0.000000,662296.120525,686680.771158,-58337.600972,705674.475361
381,0.826859,0.003060,670754.261685,0.000000,662296.120525,686680.771158,-16202.446015,705674.475361
382,0.827577,0.035024,592245.081577,0.000000,662296.120525,686680.771158,74747.844878,705674.475361
383,0.828393,0.003826,669088.265943,0.000000,662296.120525,686680.771158,-125769.609884,705674.475361
384,0.829086,0.033779,594295.894414,0.000000,662296.120525,686680.771158,-502427.569469,705674.475361
385,0.829115,0.010488,645630.662085,0.000000,662296.120525,686680.771158,132738.944839,705674.475361
386,0.829503,-0.001933,693687.473417,0.000000,662296.120525,686680.771158,173927.744416,705674.475361
387,0.829796,-0.001006,689974.451324,0.000000,662296.120525,686680.771158,-641872.831512,705674.475361
388,0.829920,0.028782,601118.956060,0.000000,662296.120525,686680.771158,268248.488279,705674.475361
389,0.830566,0.006479,660910.537177,0.000000,662296.120525,686680.771158,224468.237952,705674.475361
390,0.830613,0.011324,644097.805911,0.000000,662296.120525,686680.771158,401174.912273,705674.475361
391,0.831070,-0.001635,693795.396942,0.000000,662296.120525,686680.771158,-809065.864011,705674.475361
392,0.831193,0.018981,622191.336118,0.000000,662296.120525,686680.771158,-372213.169498,705674.475361
393,0.831310,0.021272,616671.868538,0.000000,662296.120525,686680.771158,-152655.661156,705674.475361
394,0.831319,0.015861,630748.515294,0.000000,662296.120525,686680.771158,162742.048465,705674.475361
395,0.831790,0.052504,597068.507882,680875.469916,662296.120525,686680.771158,100967.503379,705674.475361
396,0.832018,0.017842,625808.111687,680957.657600,662296.120525,686680.771158,-98694.064097,705674.475361
397,0.833726,0.018867,624419.468876,0.000000,662296.120525,686680.771158,26427.657646,705674.475361
398,0.833831,0.005932,665715.362934,0.000000,662296.120525,686680.771158,224977.677681,705674.475361
399,0.835178,0.020607,621152.485320,0.000000,662296.120525,686680.771158,-197433.144073,705674.475361
400,0.835513,0.038153,594847.575864,0.000000,662296.120525,686680.771158,221254.142305,705674.475361
401,0.835538,-0.016001,766439.000939,0.000000,662296.120525,686680.771158,35632.667244,705674.475361
402,0.835717,0.009008,656158.758275,0.000000,662296.120525,686680.771158,3715.926033,705674.475361
403,0.835745,0.040901,593887.486156,0.000000,662296.120525,686680.771158,-93227.296097,705674.475361
404,0.835986,0.034933,597499.190867,0.000000,662296.120525,686680.771158,360277.853626,705674.475361
405,0.836464,0.013394,642234.279647,0.000000,662296.120525,686680.771158,-29350.524149,705674.475361
406,0.837571,-0.012951,752721.107633,0.000000,662296.120525,686680.771158,-403817.520115,705674.475361
407,0.837609,0.028497,606803.489064,0.000000,662296.120525,686680.771158,2997.756631,705674.475361
408,0.837694,-0.007835,727814.755137,0.000000,662296.120525,686680.771158,-312616.039553,705674.475361
409,0.837732,0.018495,628472.624662,0.000000,662296.120525,686680.771158,52212.296590,705674.475361
410,0.837866,-0.016741,772486.491297,0.000000,662296.120525,686680.771158,-91598.043397,705674.475361
411,0.838570,0.018532,629019.478134,0.000000,662296.120525,686680.771158,276858.920384,705674.475361
412,0.839574,0.038320,597125.975279,683696.925139,662296.120525,686680.771158,75076.956155,705674.475361
413,0.840066,0.023214,618727.531281,0.000000,662296.120525,686680.771158,15858.818830,705674.475361
414,0.840897,0.031941,603940.954216,684178.525010,662296.120525,686680.771158,46725.618985,705674.475361
415,0.841572,0.020997,625007.068802,0.000000,662296.120525,686680.771158,-408604.904872,705674.475361
416,0.842303,0.013669,646074.457056,0.000000,662296.120525,686680.771158,268032.096818,705674.475361
417,0.842498,0.015436,640823.745316,0.000000,662296.120525,686680.771158,-425581.936108,705674.475361
418,0.842599,0.039719,598154.993285,0.000000,662296.120525,686680.771158,-176784.689367,705674.475361
419,0.843043,-0.008017,733558.761146,0.000000,662296.120525,686680.771158,266597.608514,705674.475361
420,0.844120,0.059025,610851.616905,685354.777786,662296.120525,686680.771158,627268.811834,705674.475361
421,0.844732,0.028361,611920.257575,0.000000,662296.120525,686680.771158,-160678.248780,705674.475361
422,0.844928,0.038459,600180.190106,0.000000,662296.120525,686680.771158,-4529.224644,705674.475361
423,0.845567,0.017144,638265.063428,0.000000,662296.120525,686680.771158,-42093.388029,705674.475361
424,0.845785,0.032287,606676.364871,0.000000,662296.120525,686680.771158,494043.136062,705674.475361
425,0.846921,-0.009686,745155.477808,0.000000,662296.120525,686680.771158,238723.591200,705674.475361
426,0.847686,0.037691,602334.176264,0.000000,662296.120525,686680.771158,233796.132231,705674.475361
427,0.848635,-0.001623,709339.779412,0.000000,662296.120525,686680.771158,-194904.355381,705674.475361
428,0.849388,0.021156,630488.171855,687286.036232,662296.120525,686680.771158,-259194.819075,705674.475361
429,0.849474,0.007686,672443.520957,0.000000,662296.120525,686680.771158,87264.878691,705674.475361
430,0.849869,0.002631,692431.951258,0.000000,662296.120525,686680.771158,-313914.266777,705674.475361
431,0.850399,0.034459,607000.610281,0.000000,662296.120525,686680.771158,-433679.263361,705674.475361
432,0.850860,0.023541,625905.899072,0.000000,662296.120525,686680.771158,-155081.521787,705674.475361
433,0.850921,0.001973,696052.076487,0.000000,662296.120525,686680.771158,-156611.216792,705674.475361
434,0.850998,0.025668,621405.412259,0.000000,662296.120525,686680.771158,240152.140902,705674.475361
435,0.851384,0.004859,684829.451399,0.000000,662296.120525,686680.771158,275045.441602,705674.475361
436,0.851480,0.024538,624142.107786,0.000000,662296.120525,686680.771158,-500886.766975,705674.475361
437,0.851829,-0.000148,705776.218323,0.000000,662296.120525,686680.771158,-102999.236397,705674.475361
438,0.852726,0.008068,673773.438446,0.000000,662296.120525,686680.771158,-284709.536707,705674.475361
439,0.852890,0.031025,613145.699160,0.000000,662296.120525,686680.771158,50917.771953,705674.475361
440,0.853942,0.037361,606354.043516,0.000000,662296.120525,686680.771158,328970.296696,705674.475361
441,0.854037,0.004613,688075.137593,0.000000,662296.120525,686680.771158,-434042.723145,705674.475361
442,0.854192,0.009418,670107.251724,0.000000,662296.120525,686680.771158,-243156.244136,705674.475361
443,0.854336,-0.007758,742612.534021,0.000000,662296.120525,686680.771158,-191801.824986,705674.475361
444,0.854912,0.005363,685877.165260,0.000000,662296.120525,686680.771158,105256.152204,705674.475361
445,0.855127,0.034522,609925.802280,0.000000,662296.120525,686680.771158,33111.317415,705674.475361
446,0.856451,0.017647,645327.848139,0.000000,662296.120525,686680.771158,568093.907542,705674.475361
447,0.856516,0.014941,653495.335108,0.000000,662296.120525,686680.771158,-196194.059265,705674.475361
448,0.856671,0.024408,628203.327509,0.000000,662296.120525,686680.771158,362297.081890,705674.475361
449,0.857159,0.034461,611288.291629,0.000000,662296.120525,686680.771158,15242.798358,705674.475361
450,0.857291,0.020372,638475.699841,0.000000,662296.120525,686680.771158,213766.618005,705674.475361
451,0.858297,-0.007950,747142.317907,0.000000,662296.120525,686680.771158,164288.127470,705674.475361
452,0.858305,-0.015028,782643.948021,0.000000,662296.120525,686680.771158,-58741.843541,705674.475361
453,0.858961,0.025313,627877.783761,0.000000,662296.120525,686680.771158,139320.665204,705674.475361
454,0.859076,-0.001337,717345.052468,0.000000,662296.120525,686680.771158,147787.669263,705674.475361
455,0.859425,0.020168,640640.987929,0.000000,662296.120525,686680.771158,565083.224066,705674.475361
456,0.860418,0.029802,620204.057267,691361.546976,662296.120525,686680.771158,83169.338333,705674.475361
457,0.860595,0.021484,638097.458393,691427.293302,662296.120525,686680.771158,-104006.447489,705674.475361
458,0.861197,0.026969,626023.948408,0.000000,662296.120525,686680.771158,469504.018103,705674.475361
459,0.861270,0.035669,612505.787671,0.000000,662296.120525,686680.771158,165437.513144,705674.475361
460,0.861376,0.013185,663051.965266,0.000000,662296.120525,686680.771158,-260745.450759,705674.475361
461,0.861505,0.047781,607395.089452,0.000000,662296.120525,686680.771158,-168665.877035,705674.475361
462,0.861740,-0.010796,764244.587844,0.000000,662296.120525,686680.771158,-1083946.259513,705674.475361
463,0.861763,0.026332,627728.410105,0.000000,662296.120525,686680.771158,93721.324953,705674.475361
464,0.862448,0.036228,612642.291539,692116.228610,662296.120525,686680.771158,114284.007837,705674.475361
465,0.863175,0.006942,686818.625828,0.000000,662296.120525,686680.771158,-477031.193189,705674.475361
466,0.863508,0.012505,667056.877373,0.000000,662296.120525,686680.771158,-161100.812239,705674.475361
467,0.863549,0.014944,659110.404102,0.000000,662296.120525,686680.771158,434521.568479,705674.475361
468,0.863714,0.039510,610532.281096,0.000000,662296.120525,686680.771158,-262487.908196,705674.475361
469,0.864166,0.002472,705513.376797,0.000000,662296.120525,686680.771158,338070.210158,705674.475361
470,0.864717,0.040407,610527.050458,0.000000,662296.120525,686680.771158,82966.472474,705674.475361
471,0.865008,0.014758,660871.069127,0.000000,662296.120525,686680.771158,-384694.734332,705674.475361
472,0.865872,0.020808,643848.897599,0.000000,662296.120525,686680.771158,395839.934411,705674.475361
473,0.866171,0.003539,702850.518253,0.000000,662296.120525,686680.771158,309465.291229,705674.475361
474,0.866421,0.040623,611382.683555,0.000000,662296.120525,686680.771158,-173715.570053,705674.475361
475,0.867933,-0.001161,724416.706683,0.000000,662296.120525,686680.771158,-184606.588627,705674.475361
476,0.867994,0.017818,653849.974785,0.000000,662296.120525,686680.771158,-55742.951523,705674.475361
477,0.868333,0.036555,615957.379302,0.000000,662296.120525,686680.771158,-33366.722511,705674.475361
478,0.868538,0.012323,671786.237985,0.000000,662296.120525,686680.771158,-284835.550822,705674.475361
479,0.868689,0.021789,643412.750149,694446.057105,662296.120525,686680.771158,343906.597844,705674.475361
480,0.869310,-0.016920,802877.212415,0.000000,662296.120525,686680.771158,241103.973385,705674.475361
481,0.869446,0.006037,695655.007292,0.000000,662296.120525,686680.771158,102230.971368,705674.475361
482,0.869625,0.011592,675204.190488,694796.688363,662296.120525,686680.771158,355399.673624,705674.475361
483,0.870020,0.012061,673898.525165,0.000000,662296.120525,686680.771158,25318.961578,705674.475361
484,0.870195,0.003742,705501.366957,0.000000,662296.120525,686680.771158,-133763.967496,705674.475361
485,0.870742,0.012255,673824.355913,0.000000,662296.120525,686680.771158,-387822.526072,705674.475361
486,0.870865,-0.001442,728260.725669,0.000000,662296.120525,686680.771158,219698.702263,705674.475361
487,0.871255,-0.002378,732804.848001,0.000000,662296.120525,686680.771158,-139867.915795,705674.475361
488,0.871718,0.055080,616314.109913,0.000000,662296.120525,686680.771158,-73464.657760,705674.475361
489,0.872275,0.031817,624876.881193,0.000000,662296.120525,686680.771158,-185245.316561,705674.475361
490,0.872307,0.018818,654300.622049,0.000000,662296.120525,686680.771158,-299130.406896,705674.475361
491,0.872711,0.021891,646180.485337,0.000000,662296.120525,686680.771158,176385.228824,705674.475361
492,0.874802,0.004622,705886.307140,0.000000,662296.120525,686680.771158,-110397.882716,705674.475361
493,0.875350,0.011232,681185.834497,0.000000,662296.120525,686680.771158,328786.463791,705674.475361
494,0.875597,0.012256,677794.516686,0.000000,662296.120525,686680.771158,310369.656131,705674.475361
495,0.876135,0.022220,647903.981573,0.000000,662296.120525,686680.771158,242563.786807,705674.475361
496,0.876963,0.015854,666941.852690,697555.979943,662296.120525,686680.771158,156801.401318,705674.475361
497,0.877251,0.015668,667765.293047,0.000000,662296.120525,686680.771158,-324055.270704,705674.475361
498,0.877353,0.018542,659028.606650,0.000000,662296.120525,686680.771158,117681.793670,705674.475361
499,0.877527,0.033658,625521.697692,0.000000,662296.120525,686680.771158,-230120.577891,705674.475361
500,0.877531,0.044283,615929.315376,0.000000,662296.120525,686680.771158,569394.878258,705674.475361
501,0.878153,0.033585,626040.076037,0.000000,662296.120525,686680.771158,-87664.612611,705674.475361
502,0.878433,-0.004036,746812.986905,0.000000,662296.120525,686680.771158,341029.330762,705674.475361
503,0.878577,0.033135,626998.574055,0.000000,662296.120525,686680.771158,161295.346217,705674.475361
504,0.878884,0.023645,646340.070708,0.000000,662296.120525,686680.771158,605479.998233,705674.475361
505,0.878992,-0.001203,734390.879158,0.000000,662296.120525,686680.771158,-9295.224881,705674.475361
506,0.879300,0.047018,616360.747513,0.000000,662296.120525,686680.771158,-101510.759590,705674.475361
507,0.880014,0.015543,670374.508906,0.000000,662296.120525,686680.771158,-182374.482032,705674.475361
508,0.881062,0.008036,697754.396456,0.000000,662296.120525,686680.771158,-169129.377597,705674.475361
509,0.881524,0.036624,624137.307037,0.000000,662296.120525,686680.771158,314663.001385,705674.475361
510,0.883021,0.008902,696107.962189,0.000000,662296.120525,686680.771158,187436.255349,705674.475361
511,0.883085,0.020153,658812.735735,0.000000,662296.120525,686680.771158,-186535.986357,705674.475361
512,0.884461,-0.023222,851728.921860,0.000000,662296.120525,686680.771158,135725.502987,705674.475361
513,0.884983,0.023267,651838.056919,0.000000,662296.120525,686680.771158,296019.298912,705674.475361
514,0.885218,0.016253,672249.779794,700682.018154,662296.120525,686680.771158,-2401.217490,705674.475361
515,0.885285,0.011329,689041.889901,700707.626567,662296.120525,686680.771158,385390.671292,705674.475361
516,0.885569,-0.002595,746536.216077,0.000000,662296.120525,686680.771158,-8419.364675,705674.475361
517,0.886373,0.036450,627416.397710,701121.052359,662296.120525,686680.771158,-8002.387879,705674.475361
518,0.886642,-0.004742,757480.637650,0.000000,662296.120525,686680.771158,-193888.960729,705674.475361
519,0.887310,0.007598,704725.826038,0.000000,662296.120525,686680.771158,-134748.413606,705674.475361
520,0.888091,0.028414,642096.790583,0.000000,662296.120525,686680.771158,143153.506110,705674.475361
521,0.889219,0.027382,645119.852792,0.000000,662296.120525,686680.771158,75788.113011,705674.475361
522,0.889478,0.026609,647041.993823,0.000000,662296.120525,686680.771158,254603.577457,705674.475361
523,0.890026,-0.009015,781261.911801,702513.380296,662296.120525,686680.771158,-503979.905438,705674.475361
524,0.890594,0.032339,636324.789236,0.000000,662296.120525,686680.771158,286102.403725,705674.475361
525,0.890964,0.006395,712577.464492,0.000000,662296.120525,686680.771158,-106295.839709,705674.475361
526,0.891058,0.046393,622655.101748,0.000000,662296.120525,686680.771158,352967.923206,705674.475361
527,0.892144,0.022226,659973.824941,0.000000,662296.120525,686680.771158,89226.538667,705674.475361
528,0.893465,0.013142,689323.056836,0.000000,662296.120525,686680.771158,460914.458375,705674.475361
529,0.893877,0.014629,684539.152639,0.000000,662296.120525,686680.771158,19527.000228,705674.475361
530,0.894067,0.004394,723404.612508,0.000000,662296.120525,686680.771158,-613864.755167,705674.475361
531,0.895134,-0.005720,769778.505644,0.000000,662296.120525,686680.771158,-51402.769062,705674.475361
532,0.896056,-0.005321,768692.441166,0.000000,662296.120525,686680.771158,-282013.355313,705674.475361
533,0.896740,0.022754,662021.492570,0.000000,662296.120525,686680.771158,130040.454929,705674.475361
534,0.896998,0.026071,653761.625843,0.000000,662296.120525,686680.771158,-65455.826281,705674.475361
535,0.897413,0.031806,641903.398557,0.000000,662296.120525,686680.771158,-243818.588288,705674.475361
536,0.897533,-0.006987,778080.221367,0.000000,662296.120525,686680.771158,-421388.007557,705674.475361
537,0.898615,-0.018814,840509.797326,0.000000,662296.120525,686680.771158,-73701.026654,705674.475361
538,0.898780,0.013451,692580.675657,0.000000,662296.120525,686680.771158,187667.544825,705674.475361
539,0.898942,0.017182,680186.812427,0.000000,662296.120525,686680.771158,87140.704736,705674.475361
540,0.900282,0.035625,637479.247672,0.000000,662296.120525,686680.771158,-574131.254399,705674.475361
541,0.900491,0.024718,659674.170325,0.000000,662296.120525,686680.771158,345080.198914,705674.475361
542,0.900961,0.029859,648157.317231,0.000000,662296.120525,686680.771158,-82511.350460,705674.475361
543,0.901410,0.021070,670278.963035,0.000000,662296.120525,686680.771158,-461314.207684,705674.475361
544,0.901422,0.017946,679721.983590,0.000000,662296.120525,686680.771158,-510705.127426,705674.475361
545,0.901464,0.022862,665294.747791,0.000000,662296.120525,686680.771158,277289.038345,705674.475361
546,0.903074,0.001101,745359.710734,0.000000,662296.120525,686680.771158,439855.147566,705674.475361
547,0.903102,0.034459,641136.003431,0.000000,662296.120525,686680.771158,67977.896203,705674.475361
548,0.903964,0.015047,691267.320984,0.000000,662296.120525,686680.771158,-15886.622648,705674.475361
549,0.905479,0.030738,649518.490640,0.000000,662296.120525,686680.771158,236565.351448,705674.475361
550,0.905568,0.006480,724683.556204,0.000000,662296.120525,686680.771158,-92611.232868,705674.475361
551,0.907307,0.033034,646392.038491,0.000000,662296.120525,686680.771158,321008.413186,705674.475361
552,0.907325,0.025272,663325.603139,0.000000,662296.120525,686680.771158,-39410.506310,705674.475361
553,0.907633,0.009325,715139.754094,0.000000,662296.120525,686680.771158,-245803.296645,705674.475361
554,0.908910,0.003131,741589.077623,0.000000,662296.120525,686680.771158,50439.777331,705674.475361
555,0.909465,-0.022706,872383.657421,0.000000,662296.120525,686680.771158,180107.269804,705674.475361
556,0.909816,0.000590,753541.936760,0.000000,662296.120525,686680.771158,-63531.032501,705674.475361
557,0.910611,0.018347,685698.018946,0.000000,662296.120525,686680.771158,-390659.811851,705674.475361
558,0.911394,-0.001124,762700.815465,0.000000,662296.120525,686680.771158,-11962.901212,705674.475361
559,0.911610,0.037821,641646.394128,0.000000,662296.120525,686680.771158,18149.110199,705674.475361
560,0.911635,0.008826,720451.007793,0.000000,662296.120525,686680.771158,138119.888711,705674.475361
561,0.912661,0.020627,680256.479381,0.000000,662296.120525,686680.771158,162645.090955,705674.475361
562,0.913979,0.009442,720010.658927,0.000000,662296.120525,686680.771158,462325.436568,705674.475361
563,0.914008,0.003892,742734.987966,0.000000,662296.120525,686680.771158,-392654.511921,705674.475361
564,0.914188,0.026981,664102.350044,0.000000,662296.120525,686680.771158,-219162.767420,705674.475361
565,0.914769,0.038003,643406.822574,0.000000,662296.120525,686680.771158,-84816.599965,705674.475361
566,0.916251,0.050725,635173.264831,0.000000,662296.120525,686680.771158,-344251.777492,705674.475361
567,0.917065,0.032325,654381.383239,0.000000,662296.120525,686680.771158,-328893.501598,705674.475361
568,0.919169,0.002243,754379.993688,0.000000,662296.120525,686680.771158,252757.140707,705674.475361
569,0.919437,0.008852,726915.516095,0.000000,662296.120525,686680.771158,-210243.654291,705674.475361
570,0.919569,0.011538,716639.602467,0.000000,662296.120525,686680.771158,-258749.267889,705674.475361
571,0.920251,0.020784,685661.343954,0.000000,662296.120525,686680.771158,376216.469652,705674.475361
572,0.921004,0.047621,638424.456003,0.000000,662296.120525,686680.771158,-419698.965663,705674.475361
573,0.924774,-0.007827,806896.781880,0.000000,662296.120525,686680.771158,-304974.009786,705674.475361
574,0.925947,0.031111,663037.232309,0.000000,662296.120525,686680.771158,663556.213628,705674.475361
575,0.927025,0.018415,698440.446093,0.000000,662296.120525,686680.771158,-271851.945706,705674.475361
576,0.928024,0.001565,765121.751860,0.000000,662296.120525,686680.771158,-406376.289688,705674.475361
577,0.929510,0.017350,703956.574239,0.000000,662296.120525,686680.771158,-879387.986617,705674.475361
578,0.929857,0.037044,654556.257083,0.000000,662296.120525,686680.771158,345570.073787,705674.475361
579,0.929887,-0.010388,824565.812036,0.000000,662296.120525,686680.771158,-160929.566244,705674.475361
