#Sample,Regressor_0_USD,Regressor_1_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
26,0.541566,0.022387,423892.418719,0.000000,662296.120525,686680.771158,135744.018949,705674.475361
27,0.543043,0.037206,461813.751778,0.000000,662296.120525,686680.771158,-282941.199132,705674.475361
28,0.547435,0.047871,505777.483357,0.000000,662296.120525,686680.771158,237825.403568,705674.475361
29,0.548777,-0.019777,504928.263212,0.000000,662296.120525,686680.771158,519317.958001,705674.475361
30,0.550369,0.028748,440044.912673,0.000000,662296.120525,686680.771158,60439.781627,705674.475361
31,0.550500,0.023415,430196.142577,0.000000,662296.120525,686680.771158,-82664.402941,705674.475361
32,0.552640,-0.003975,450661.665176,0.000000,662296.120525,686680.771158,235528.874129,705674.475361
33,0.553974,0.038625,469766.381849,0.000000,662296.120525,686680.771158,-86863.068797,705674.475361
34,0.555959,0.004445,435287.245972,0.000000,662296.120525,686680.771158,-265860.570332,705674.475361
35,0.558975,0.043947,490808.489975,0.000000,662296.120525,686680.771158,-456322.662003,705674.475361
36,0.559446,0.005038,437259.305462,0.000000,662296.120525,686680.771158,-93677.128681,705674.475361
37,0.560299,0.014830,430091.180154,0.000000,662296.120525,686680.771158,298127.307349,705674.475361
38,0.560453,0.019800,431906.412552,0.000000,662296.120525,686680.771158,-19384.146474,705674.475361
39,0.562941,0.024583,438469.118816,0.000000,662296.120525,686680.771158,169018.645941,705674.475361
40,0.564158,0.007606,437543.538672,0.000000,662296.120525,686680.771158,303110.282900,705674.475361
41,0.567785,0.033148,457767.942668,0.000000,662296.120525,686680.771158,-128447.291217,705674.475361
42,0.568231,0.025074,441940.365563,0.000000,662296.120525,686680.771158,-271154.263462,705674.475361
43,0.570561,0.009633,440311.393115,0.000000,662296.120525,686680.771158,74871.253058,705674.475361
44,0.571109,0.012373,438546.034533,0.000000,662296.120525,686680.771158,240728.588927,705674.475361
45,0.571509,0.008326,442492.619766,600442.716232,662296.120525,686680.771158,-273874.111143,705674.475361
46,0.572701,0.017461,438581.710066,0.000000,662296.120525,686680.771158,301654.554659,705674.475361
47,0.574857,0.037440,472150.006835,0.000000,662296.120525,686680.771158,-150191.781126,705674.475361
48,0.575929,0.041800,486572.737914,0.000000,662296.120525,686680.771158,-280579.924777,705674.475361
49,0.579583,0.026373,449654.787498,0.000000,662296.120525,686680.771158,-165126.109804,705674.475361
50,0.580786,0.033654,464074.849437,0.000000,662296.120525,686680.771158,-158378.408314,705674.475361
51,0.581227,0.048347,512543.263621,0.000000,662296.120525,686680.771158,114261.483021,705674.475361
52,0.581619,0.032629,462030.226954,0.000000,662296.120525,686680.771158,-336420.202755,705674.475361
53,0.581652,0.032405,461545.275357,0.000000,662296.120525,686680.771158,-184973.558421,705674.475361
54,0.583878,0.041241,486769.517066,0.000000,662296.120525,686680.771158,-86500.256455,705674.475361
55,0.584627,0.025124,450737.999144,0.000000,662296.120525,686680.771158,300614.921301,705674.475361
56,0.585289,0.005101,458602.904786,0.000000,662296.120525,686680.771158,-57913.826314,705674.475361
57,0.588974,0.034053,468251.281106,604990.767587,662296.120525,686680.771158,-92007.880601,705674.475361
58,0.590600,-0.001481,478474.412646,605420.223749,662296.120525,686680.771158,-289759.965587,705674.475361
59,0.592005,0.002797,468985.235184,0.000000,662296.120525,686680.771158,59380.049188,705674.475361
60,0.592658,0.038216,480227.633738,0.000000,662296.120525,686680.771158,-24477.985258,705674.475361
61,0.596596,0.031849,466823.717108,0.000000,662296.120525,686680.771158,-122797.747207,705674.475361
62,0.597320,0.008593,462540.358090,0.000000,662296.120525,686680.771158,-198463.660373,705674.475361
63,0.598031,0.013201,457674.658814,607395.345260,662296.120525,686680.771158,213425.299991,705674.475361
64,0.598310,0.031276,466541.209294,0.000000,662296.120525,686680.771158,-127985.836803,705674.475361
65,0.599994,0.017317,456766.933834,0.000000,662296.120525,686680.771158,53886.233766,705674.475361
66,0.601007,0.016308,457813.035968,0.000000,662296.120525,686680.771158,-250472.624394,705674.475361
67,0.602000,0.023106,458875.590026,608459.133188,662296.120525,686680.771158,117197.469098,705674.475361
68,0.602617,0.034881,475567.301197,608625.084696,662296.120525,686680.771158,96954.535792,705674.475361
69,0.603313,-0.015255,540171.814919,0.000000,662296.120525,686680.771158,-375649.774870,705674.475361
70,0.605281,0.016044,460911.119441,0.000000,662296.120525,686680.771158,-308803.464410,705674.475361
71,0.605850,0.017584,460652.707478,0.000000,662296.120525,686680.771158,77828.904633,705674.475361
72,0.608843,0.020761,462285.409717,0.000000,662296.120525,686680.771158,-159174.653659,705674.475361
73,0.610845,0.040377,492210.519537,0.000000,662296.120525,686680.771158,232497.268725,705674.475361
74,0.611504,0.013263,467541.622446,0.000000,662296.120525,686680.771158,-379155.410010,705674.475361
75,0.611798,-0.002320,500058.270980,0.000000,662296.120525,686680.771158,122770.528581,705674.475361
76,0.614154,0.013153,469618.451137,0.000000,662296.120525,686680.771158,167436.844304,705674.475361
77,0.616983,0.030101,473597.188506,0.000000,662296.120525,686680.771158,-16616.635177,705674.475361
78,0.618512,0.024091,469117.429103,0.000000,662296.120525,686680.771158,-137309.726205,705674.475361
79,0.619879,0.005208,487231.886655,0.000000,662296.120525,686680.771158,-119612.732106,705674.475361
80,0.622067,0.013854,474721.814199,613931.804407,662296.120525,686680.771158,-21878.583890,705674.475361
81,0.622587,0.019275,471349.197354,0.000000,662296.120525,686680.771158,-229134.898884,705674.475361
82,0.624246,0.030168,477305.522117,0.000000,662296.120525,686680.771158,52912.134448,705674.475361
83,0.624791,0.017166,473844.716703,0.000000,662296.120525,686680.771158,-194094.706831,705674.475361
84,0.625055,-0.007162,528642.616652,614760.304326,662296.120525,686680.771158,152688.831012,705674.475361
85,0.625085,0.042591,502886.004728,0.000000,662296.120525,686680.771158,-124558.182231,705674.475361
86,0.626152,-0.014438,559079.689601,0.000000,662296.120525,686680.771158,-99689.113301,705674.475361
87,0.626186,0.012582,479298.450028,0.000000,662296.120525,686680.771158,-515310.102470,705674.475361
88,0.628756,0.008043,488654.621378,0.000000,662296.120525,686680.771158,374661.345564,705674.475361
89,0.630136,0.005508,495125.859108,616177.373316,662296.120525,686680.771158,-53496.751387,705674.475361
90,0.630585,0.019753,476499.623096,0.000000,662296.120525,686680.771158,17878.259960,705674.475361
91,0.630617,0.039359,496445.402854,0.000000,662296.120525,686680.771158,-21203.771803,705674.475361
92,0.632843,0.002531,504781.196381,0.000000,662296.120525,686680.771158,164212.425662,705674.475361
93,0.634711,0.020032,479132.647292,0.000000,662296.120525,686680.771158,321261.257569,705674.475361
94,0.634762,-0.007961,540766.006579,0.000000,662296.120525,686680.771158,-424453.337534,705674.475361
95,0.635894,0.009088,492395.386208,0.000000,662296.120525,686680.771158,346270.980218,705674.475361
96,0.636996,0.001582,510984.405191,618107.063969,662296.120525,686680.771158,-37015.849949,705674.475361
97,0.638155,-0.017055,582662.622717,0.000000,662296.120525,686680.771158,-43633.270320,705674.475361
98,0.639055,0.036725,494227.819205,0.000000,662296.120525,686680.771158,131627.785238,705674.475361
99,0.639332,-0.008724,548028.921833,0.000000,662296.120525,686680.771158,-100926.628391,705674.475361
100,0.639904,0.020026,482582.245652,0.000000,662296.120525,686680.771158,-236568.305416,705674.475361
101,0.641082,0.010728,493544.554814,0.000000,662296.120525,686680.771158,-292030.881541,705674.475361
102,0.641325,-0.010954,558918.789673,0.000000,662296.120525,686680.771158,-34770.370390,705674.475361
103,0.641629,0.026626,483708.282306,0.000000,662296.120525,686680.771158,511078.279874,705674.475361
104,0.642358,0.031735,488210.680979,619628.395467,662296.120525,686680.771158,501002.080954,705674.475361
105,0.644814,0.021946,485140.917915,0.000000,662296.120525,686680.771158,245497.479850,705674.475361
106,0.645267,0.010464,497289.235707,0.000000,662296.120525,686680.771158,436038.765316,705674.475361
107,0.645817,0.027152,486345.121231,0.000000,662296.120525,686680.771158,196970.817485,705674.475361
108,0.649984,0.012334,497763.747787,0.000000,662296.120525,686680.771158,82471.635606,705674.475361
109,0.650581,-0.019395,606048.537474,0.000000,662296.120525,686680.771158,-75353.807576,705674.475361
110,0.650834,-0.002561,536132.248336,0.000000,662296.120525,686680.771158,391337.498753,705674.475361
111,0.653567,0.018020,493261.240821,0.000000,662296.120525,686680.771158,159578.180145,705674.475361
112,0.653790,0.007317,510572.250169,0.000000,662296.120525,686680.771158,203921.525253,705674.475361
113,0.654018,0.022090,491036.186794,0.000000,662296.120525,686680.771158,-592496.180133,705674.475361
114,0.655006,0.030853,493794.060505,0.000000,662296.120525,686680.771158,-262510.735514,705674.475361
115,0.655830,0.023311,491860.284923,0.000000,662296.120525,686680.771158,-35849.665916,705674.475361
116,0.655847,0.007239,512440.366335,0.000000,662296.120525,686680.771158,341894.275454,705674.475361
117,0.656890,0.039013,505833.730658,0.000000,662296.120525,686680.771158,80476.008175,705674.475361
118,0.657452,0.005134,518925.011466,0.000000,662296.120525,686680.771158,-11770.383371,705674.475361
119,0.658129,0.014349,500855.676713,624169.987319,662296.120525,686680.771158,-18762.119502,705674.475361
120,0.658422,0.001243,530680.847781,0.000000,662296.120525,686680.771158,-223244.587249,705674.475361
121,0.659000,0.020383,495173.408742,0.000000,662296.120525,686680.771158,21152.474678,705674.475361
122,0.660048,0.004761,522089.438031,0.000000,662296.120525,686680.771158,-28161.623889,705674.475361
123,0.661342,0.041063,511632.644613,0.000000,662296.120525,686680.771158,-363564.892481,705674.475361
124,0.661476,0.030997,497313.536570,0.000000,662296.120525,686680.771158,13698.086540,705674.475361
125,0.661703,0.024946,495305.220891,0.000000,662296.120525,686680.771158,123873.192013,705674.475361
126,0.663459,0.033980,501153.385307,0.000000,662296.120525,686680.771158,103162.004939,705674.475361
127,0.664625,-0.006016,561179.137919,626070.074310,662296.120525,686680.771158,613850.961482,705674.475361
128,0.665252,0.042503,516152.517601,626254.469428,662296.120525,686680.771158,224772.259864,705674.475361
129,0.666516,0.019162,501256.261600,0.000000,662296.120525,686680.771158,153510.954350,705674.475361
130,0.666694,0.036114,505349.533105,626679.025928,662296.120525,686680.771158,-48039.147349,705674.475361
131,0.668426,0.015928,506271.795560,0.000000,662296.120525,686680.771158,140892.090917,705674.475361
132,0.669687,-0.006137,566323.526998,0.000000,662296.120525,686680.771158,-138853.513903,705674.475361
133,0.669709,0.039534,512006.903784,0.000000,662296.120525,686680.771158,-207691.654793,705674.475361
134,0.669933,-0.002523,553233.225913,0.000000,662296.120525,686680.771158,-51151.919156,705674.475361
135,0.671319,0.048482,533061.962869,0.000000,662296.120525,686680.771158,-401756.101570,705674.475361
136,0.672813,0.008596,523156.653808,0.000000,662296.120525,686680.771158,-177063.257082,705674.475361
137,0.673331,0.031019,503656.289511,0.000000,662296.120525,686680.771158,108805.911915,705674.475361
138,0.674148,-0.004228,563204.410779,0.000000,662296.120525,686680.771158,-5527.545978,705674.475361
139,0.674362,0.021141,504992.317261,0.000000,662296.120525,686680.771158,-131565.134028,705674.475361
140,0.674800,0.029968,503917.156280,0.000000,662296.120525,686680.771158,-129418.819643,705674.475361
141,0.676624,0.011434,520067.689973,0.000000,662296.120525,686680.771158,-389024.455822,705674.475361
142,0.676684,0.025412,504487.315422,0.000000,662296.120525,686680.771158,68249.009795,705674.475361
143,0.677062,0.039491,514991.299086,629756.075892,662296.120525,686680.771158,352687.027730,705674.475361
144,0.677568,0.024755,505203.657370,0.000000,662296.120525,686680.771158,20661.204890,705674.475361
145,0.680342,0.021923,508434.125463,0.000000,662296.120525,686680.771158,169839.341215,705674.475361
146,0.681172,0.020032,510586.560213,0.000000,662296.120525,686680.771158,-204736.763692,705674.475361
147,0.681396,0.012623,521457.849908,0.000000,662296.120525,686680.771158,-120456.802829,705674.475361
148,0.682443,0.013022,521512.871110,0.000000,662296.120525,686680.771158,129489.797151,705674.475361
149,0.683200,0.009225,530107.633815,0.000000,662296.120525,686680.771158,405731.060334,705674.475361
150,0.685040,0.008291,533844.279958,0.000000,662296.120525,686680.771158,48125.067491,705674.475361
151,0.685111,0.037875,516106.417110,0.000000,662296.120525,686680.771158,-261.484051,705674.475361
152,0.688673,0.029045,511541.721718,0.000000,662296.120525,686680.771158,286079.099544,705674.475361
153,0.690451,0.052027,548364.661920,0.000000,662296.120525,686680.771158,66574.948811,705674.475361
154,0.691438,0.008593,538320.966858,0.000000,662296.120525,686680.771158,-188069.602358,705674.475361
155,0.691689,0.043002,527057.701896,0.000000,662296.120525,686680.771158,177846.520038,705674.475361
156,0.692120,0.023175,515366.514705,0.000000,662296.120525,686680.771158,-90607.205089,705674.475361
157,0.692141,0.030972,513948.258210,634309.714862,662296.120525,686680.771158,521918.153407,705674.475361
158,0.692530,0.015316,525087.037391,0.000000,662296.120525,686680.771158,159056.554332,705674.475361
159,0.693045,0.038216,520153.443375,0.000000,662296.120525,686680.771158,-263855.168867,705674.475361
160,0.693681,0.010890,534701.093548,0.000000,662296.120525,686680.771158,-105686.192078,705674.475361
161,0.693744,0.051832,548657.904398,0.000000,662296.120525,686680.771158,-28576.011112,705674.475361
162,0.693779,0.013562,529210.840489,0.000000,662296.120525,686680.771158,71174.698093,705674.475361
163,0.694476,0.035728,518135.939457,0.000000,662296.120525,686680.771158,-656917.459593,705674.475361
164,0.695389,0.005974,548526.198901,0.000000,662296.120525,686680.771158,88369.310134,705674.475361
165,0.696693,0.007290,546004.376845,0.000000,662296.120525,686680.771158,44682.459853,705674.475361
166,0.699293,0.013900,532794.297944,0.000000,662296.120525,686680.771158,227602.846545,705674.475361
167,0.699835,0.035698,520768.480407,0.000000,662296.120525,686680.771158,-12336.294977,705674.475361
168,0.700239,0.045594,535333.252579,0.000000,662296.120525,686680.771158,-134000.611339,705674.475361
169,0.701250,0.026744,519356.391683,0.000000,662296.120525,686680.771158,-18061.333223,705674.475361
170,0.703857,0.004916,558738.238851,0.000000,662296.120525,686680.771158,39995.691377,705674.475361
171,0.706125,0.018197,530524.755775,0.000000,662296.120525,686680.771158,88493.544431,705674.475361
172,0.706568,0.013430,539341.738437,0.000000,662296.120525,686680.771158,-316741.661510,705674.475361
173,0.707005,0.025228,523721.406435,0.000000,662296.120525,686680.771158,334473.943972,705674.475361
174,0.707543,-0.001151,582030.027067,0.000000,662296.120525,686680.771158,89029.393458,705674.475361
175,0.707858,0.020166,529053.912911,0.000000,662296.120525,686680.771158,-43011.756506,705674.475361
176,0.708458,0.011518,545004.255769,0.000000,662296.120525,686680.771158,173260.315156,705674.475361
177,0.708667,0.039868,529291.857277,0.000000,662296.120525,686680.771158,-184398.975101,705674.475361
178,0.709608,0.005949,560536.387253,0.000000,662296.120525,686680.771158,-302714.947005,705674.475361
179,0.709739,-0.007053,606979.404888,0.000000,662296.120525,686680.771158,-115724.826804,705674.475361
180,0.710547,0.027623,524801.023618,0.000000,662296.120525,686680.771158,430385.515338,705674.475361
181,0.710732,0.019047,532606.401661,640052.270798,662296.120525,686680.771158,-135910.550838,705674.475361
182,0.711141,-0.004920,599593.540867,0.000000,662296.120525,686680.771158,108466.394053,705674.475361
183,0.713461,0.026538,527094.334635,0.000000,662296.120525,686680.771158,-129211.981301,705674.475361
184,0.713536,0.025105,528025.545443,640930.725761,662296.120525,686680.771158,-66419.983662,705674.475361
185,0.713660,0.036968,528684.814967,0.000000,662296.120525,686680.771158,-241265.944432,705674.475361
186,0.713787,0.013143,545556.711356,0.000000,662296.120525,686680.771158,-82251.062860,705674.475361
187,0.714028,0.041862,534289.507238,641085.361374,662296.120525,686680.771158,180163.621789,705674.475361
188,0.714109,0.029552,526477.838299,0.000000,662296.120525,686680.771158,-63221.500282,705674.475361
189,0.715545,0.019593,535273.903738,0.000000,662296.120525,686680.771158,152594.338056,705674.475361
190,0.715879,0.009129,556881.821364,641667.197987,662296.120525,686680.771158,89428.695655,705674.475361
191,0.717339,0.022003,533443.569378,0.000000,662296.120525,686680.771158,339331.597812,705674.475361
192,0.717657,-0.007382,615665.020405,0.000000,662296.120525,686680.771158,-210093.900122,705674.475361
193,0.717945,0.005538,568784.412682,0.000000,662296.120525,686680.771158,534962.025979,705674.475361
194,0.718348,-0.001655,593513.899846,0.000000,662296.120525,686680.771158,-153209.149762,705674.475361
195,0.718448,0.030868,528908.453487,0.000000,662296.120525,686680.771158,-127894.151549,705674.475361
196,0.719075,0.015308,545145.831558,0.000000,662296.120525,686680.771158,-269574.049478,705674.475361
197,0.719186,0.028830,529692.603025,0.000000,662296.120525,686680.771158,139444.994026,705674.475361
198,0.719699,0.021347,535862.103755,0.000000,662296.120525,686680.771158,-25275.643108,705674.475361
199,0.719938,0.030039,529863.376457,642948.512669,662296.120525,686680.771158,-129223.098324,705674.475361
200,0.720136,0.011017,555501.455064,0.000000,662296.120525,686680.771158,-88735.706157,705674.475361
201,0.720280,-0.005243,609226.561028,0.000000,662296.120525,686680.771158,-93163.569307,705674.475361
202,0.720359,0.045111,541961.793022,643081.685816,662296.120525,686680.771158,37862.448404,705674.475361
203,0.720408,-0.005870,611901.457390,0.000000,662296.120525,686680.771158,149049.702071,705674.475361
204,0.720697,0.017056,543089.080896,0.000000,662296.120525,686680.771158,-2536.079230,705674.475361
205,0.720701,-0.006637,615346.341531,0.000000,662296.120525,686680.771158,-257633.699640,705674.475361
206,0.721619,0.008819,562402.977296,643481.151109,662296.120525,686680.771158,274754.506717,705674.475361
207,0.722765,0.003918,577960.944654,0.000000,662296.120525,686680.771158,-27692.822482,705674.475361
208,0.722961,0.010730,558482.818723,0.000000,662296.120525,686680.771158,-96595.627435,705674.475361
209,0.723087,0.005320,573800.151087,0.000000,662296.120525,686680.771158,280311.719336,705674.475361
210,0.723571,0.004786,575880.276913,0.000000,662296.120525,686680.771158,-433570.171465,705674.475361
211,0.724165,-0.007370,621622.961447,0.000000,662296.120525,686680.771158,105279.261028,705674.475361
212,0.726141,0.014529,552146.930511,0.000000,662296.120525,686680.771158,72159.209853,705674.475361
213,0.727383,0.008541,567900.619849,0.000000,662296.120525,686680.771158,236644.528034,705674.475361
214,0.727389,0.008431,568212.656057,0.000000,662296.120525,686680.771158,163982.231994,705674.475361
215,0.727395,0.015146,551814.608661,0.000000,662296.120525,686680.771158,-141593.597260,705674.475361
216,0.728657,0.063027,591818.729499,0.000000,662296.120525,686680.771158,310168.570164,705674.475361
217,0.728699,0.008877,568044.548849,0.000000,662296.120525,686680.771158,9141.705562,705674.475361
218,0.729788,0.018059,548042.965168,0.000000,662296.120525,686680.771158,286136.592057,705674.475361
219,0.729932,0.031449,535549.167521,0.000000,662296.120525,686680.771158,160690.367036,705674.475361
220,0.731132,0.034115,536368.221893,0.000000,662296.120525,686680.771158,108095.056840,705674.475361
221,0.731444,0.003410,587082.602728,0.000000,662296.120525,686680.771158,-334440.777517,705674.475361
222,0.734042,0.016770,553591.897485,647453.246229,662296.120525,686680.771158,-219265.889307,705674.475361
223,0.735125,0.018713,550823.307031,0.000000,662296.120525,686680.771158,126197.587545,705674.475361
224,0.736583,-0.012203,654740.988611,0.000000,662296.120525,686680.771158,-176538.558019,705674.475361
225,0.736646,0.021405,547662.737101,0.000000,662296.120525,686680.771158,-72132.727174,705674.475361
226,0.737810,-0.000004,604654.989219,0.000000,662296.120525,686680.771158,-187180.071912,705674.475361
227,0.737947,0.012990,564831.018978,0.000000,662296.120525,686680.771158,175515.604681,705674.475361
228,0.738240,0.001878,598232.787116,0.000000,662296.120525,686680.771158,15292.941632,705674.475361
229,0.738423,0.021235,549164.171632,0.000000,662296.120525,686680.771158,392509.418061,705674.475361
230,0.739149,0.002706,596128.667888,0.000000,662296.120525,686680.771158,-145477.209628,705674.475361
231,0.739480,0.017341,556560.234250,0.000000,662296.120525,686680.771158,-11302.250301,705674.475361
232,0.739919,0.066230,605004.585024,649354.446820,662296.120525,686680.771158,50119.184449,705674.475361
233,0.740728,0.053011,565114.139689,0.000000,662296.120525,686680.771158,98554.823979,705674.475361
234,0.740793,0.024384,546736.771702,0.000000,662296.120525,686680.771158,-84288.854692,705674.475361
235,0.741451,0.040553,545172.145891,0.000000,662296.120525,686680.771158,-198498.446086,705674.475361
236,0.741524,0.010742,573398.796518,0.000000,662296.120525,686680.771158,81761.797405,705674.475361
237,0.742199,0.034334,542521.719517,0.000000,662296.120525,686680.771158,159692.997163,705674.475361
238,0.742278,-0.014163,669401.500651,0.000000,662296.120525,686680.771158,251540.899519,705674.475361
239,0.742831,0.008116,581870.863173,0.000000,662296.120525,686680.771158,-111811.589963,705674.475361
240,0.743654,0.018954,556649.207298,0.000000,662296.120525,686680.771158,431034.596604,705674.475361
241,0.745305,0.018852,558045.429771,0.000000,662296.120525,686680.771158,-85033.409993,705674.475361
242,0.746722,0.015836,565124.295401,0.000000,662296.120525,686680.771158,-208378.259667,705674.475361
243,0.746997,0.034931,545244.009439,0.000000,662296.120525,686680.771158,87176.445690,705674.475361
244,0.748405,0.022312,554626.230775,0.000000,662296.120525,686680.771158,189878.111315,705674.475361
245,0.748963,-0.014461,677175.921718,0.000000,662296.120525,686680.771158,81366.027581,705674.475361
246,0.749240,0.043035,551191.935169,0.000000,662296.120525,686680.771158,-296133.385742,705674.475361
247,0.750124,0.008590,586494.227798,0.000000,662296.120525,686680.771158,-36130.962064,705674.475361
248,0.750664,0.033278,547338.316168,0.000000,662296.120525,686680.771158,-164011.421669,705674.475361
249,0.752913,0.026747,552340.589034,653607.875716,662296.120525,686680.771158,430512.699318,705674.475361
250,0.753558,0.020218,561639.266103,0.000000,662296.120525,686680.771158,-40510.535090,705674.475361
251,0.753602,0.024746,554977.593051,0.000000,662296.120525,686680.771158,37306.917733,705674.475361
252,0.753994,0.048886,561289.774963,0.000000,662296.120525,686680.771158,123293.125291,705674.475361
253,0.754133,0.020285,561939.027771,0.000000,662296.120525,686680.771158,122728.022884,705674.475361
254,0.754819,0.041596,552398.902456,654237.392680,662296.120525,686680.771158,110892.974753,705674.475361
255,0.755028,0.032767,549976.210222,654306.560182,662296.120525,686680.771158,-320539.252614,705674.475361
256,0.755390,0.010599,585007.343391,0.000000,662296.120525,686680.771158,-121949.919152,705674.475361
257,0.756437,0.026681,554720.138784,0.000000,662296.120525,686680.771158,-54569.090777,705674.475361
258,0.756706,0.023780,558342.344937,0.000000,662296.120525,686680.771158,71406.118519,705674.475361
259,0.757268,-0.004172,638422.049077,0.000000,662296.120525,686680.771158,43437.529709,705674.475361
260,0.757991,0.020289,564731.369523,655288.631264,662296.120525,686680.771158,-339129.625100,705674.475361
261,0.758490,0.036510,551752.604414,0.000000,662296.120525,686680.771158,162163.025704,705674.475361
262,0.759080,0.023886,559836.032327,0.000000,662296.120525,686680.771158,-192058.154681,705674.475361
263,0.759825,0.010914,587717.356932,0.000000,662296.120525,686680.771158,-104400.831389,705674.475361
264,0.759850,0.019383,567754.456077,0.000000,662296.120525,686680.771158,220959.935139,705674.475361
265,0.759926,0.011769,585437.618248,655931.994995,662296.120525,686680.771158,142839.206177,705674.475361
266,0.761255,0.001642,619146.137320,0.000000,662296.120525,686680.771158,280170.716132,705674.475361
267,0.761409,0.020405,567005.021367,0.000000,662296.120525,686680.771158,-302524.553464,705674.475361
268,0.761656,0.020561,566906.180420,0.000000,662296.120525,686680.771158,-223224.162184,705674.475361
269,0.761693,0.020689,566706.169007,656520.782421,662296.120525,686680.771158,14092.621072,705674.475361
270,0.761885,0.029532,555744.010467,0.000000,662296.120525,686680.771158,-467500.786544,705674.475361
271,0.762264,0.024101,561734.410997,0.000000,662296.120525,686680.771158,229688.653220,705674.475361
272,0.762844,0.019012,570680.390795,0.000000,662296.120525,686680.771158,359724.434624,705674.475361
273,0.763026,0.012958,584735.381355,656965.549523,662296.120525,686680.771158,221593.517930,705674.475361
274,0.763051,0.021831,565728.943007,0.000000,662296.120525,686680.771158,-269809.257026,705674.475361
275,0.763130,0.028790,557113.723059,657000.302723,662296.120525,686680.771158,343177.768853,705674.475361
276,0.763633,0.004317,611626.431789,0.000000,662296.120525,686680.771158,-169832.702965,705674.475361
277,0.764456,-0.012216,680962.795320,0.000000,662296.120525,686680.771158,-57616.651368,705674.475361
278,0.764492,0.034029,555187.312273,0.000000,662296.120525,686680.771158,253067.562812,705674.475361
279,0.764804,0.014437,582364.699557,0.000000,662296.120525,686680.771158,-350089.260945,705674.475361
280,0.765798,-0.012840,685209.684486,0.000000,662296.120525,686680.771158,518904.973863,705674.475361
281,0.766556,0.005220,611020.095995,0.000000,662296.120525,686680.771158,354651.949231,705674.475361
282,0.768011,0.041405,558611.016346,0.000000,662296.120525,686680.771158,80643.802491,705674.475361
283,0.768886,0.036607,557442.952385,0.000000,662296.120525,686680.771158,118313.141640,705674.475361
284,0.769622,-0.009861,674725.934724,0.000000,662296.120525,686680.771158,312136.230124,705674.475361
285,0.770903,0.024545,567068.004265,659609.654837,662296.120525,686680.771158,80890.671129,705674.475361
286,0.771163,0.020771,573425.842286,0.000000,662296.120525,686680.771158,-79526.973535,705674.475361
287,0.771607,0.040997,560145.748193,0.000000,662296.120525,686680.771158,-92066.183994,705674.475361
288,0.772397,0.023788,569217.380057,0.000000,662296.120525,686680.771158,-196760.322599,705674.475361
