#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
0,2016-02-19,14,1475422.310795,1474854.733589,0.000000,1411708.684502,CPTY_A
1,2016-03-04,14,1495464.286362,1493678.205977,0.000000,1464002.757178,CPTY_A
2,2016-03-18,14,1515055.786767,1505506.337141,0.000000,1563413.466791,CPTY_A
3,2016-04-01,14,1486154.834437,1486091.397300,0.000000,1600891.113723,CPTY_A
4,2016-04-15,14,1504988.938877,1502367.658631,153879.267891,1617727.123202,CPTY_A
5,2016-04-29,14,1354760.146825,1352982.694266,0.000000,1358915.978951,CPTY_A
6,2016-05-13,14,1563599.639905,1555942.813125,0.000000,1427506.731915,CPTY_A
7,2016-05-27,14,1460812.099636,1458273.310730,0.000000,1446512.875536,CPTY_A
8,2016-06-10,14,1502321.395104,1479940.365252,0.000000,1608328.019829,CPTY_A
9,2016-06-24,14,1433835.234565,1426613.519063,0.000000,1403578.854815,CPTY_A
10,2016-07-08,14,1437245.421713,1426689.449818,134576.100008,1319819.467267,CPTY_A
11,2016-07-22,14,1442241.985302,1432359.369399,0.000000,1402194.404839,CPTY_A
12,2016-08-05,14,1452327.043003,1432483.871030,0.000000,1480998.471177,CPTY_A
13,2016-08-19,14,1445404.872634,1428100.361830,0.000000,1595988.516840,CPTY_A
14,2016-09-02,14,1396870.119881,1391844.537810,0.000000,1436174.968231,CPTY_A
15,2016-09-16,14,1419027.251763,1405512.374950,0.000000,1381173.018346,CPTY_A
16,2016-09-30,14,1449013.912505,1434409.580313,0.000000,1539079.661810,CPTY_A
17,2016-10-14,14,1421278.986133,1412430.653414,128659.718846,1445577.752250,CPTY_A
18,2016-10-28,17,1370131.337551,1358811.235972,0.000000,1536970.258357,CPTY_A
19,2016-11-14,11,1395018.947983,1378349.184432,0.000000,1457728.077914,CPTY_A
20,2016-11-25,14,1377790.761943,1363725.443565,0.000000,1402886.642718,CPTY_A
21,2016-12-09,14,1395793.153743,1362011.461477,0.000000,1439022.436909,CPTY_A
22,2016-12-23,14,1353852.499521,1344556.393038,0.000000,1406292.086937,CPTY_A
23,2017-01-06,14,1407121.535905,1394077.909894,0.000000,1480363.791180,CPTY_A
24,2017-01-20,14,1400744.809229,1381398.525370,118553.684686,1437865.854349,CPTY_A
25,2017-02-03,14,1295746.088518,1267488.183077,0.000000,1214369.085161,CPTY_A
26,2017-02-17,14,1231997.376477,1212333.824481,0.000000,1273436.286500,CPTY_A
27,2017-03-03,14,1244638.744980,1234322.123925,0.000000,1314040.869241,CPTY_A
28,2017-03-17,14,1251029.080342,1240693.059561,0.000000,1296076.445413,CPTY_A
29,2017-03-31,18,1251453.714028,1236921.075626,0.000000,1225589.372568,CPTY_A
30,2017-04-18,10,1229429.854826,1214660.117229,116638.472319,1184876.941998,CPTY_A
31,2017-04-28,14,1203655.394073,1190228.966280,0.000000,1311927.603528,CPTY_A
32,2017-05-12,14,1216771.716492,1199550.949750,0.000000,1262121.013893,CPTY_A
33,2017-05-26,14,1223573.926066,1203795.025093,0.000000,1247987.932536,CPTY_A
34,2017-06-09,14,1212003.715497,1194520.491233,0.000000,1233666.710363,CPTY_A
35,2017-06-23,14,1241125.291339,1213320.765247,0.000000,1337624.979758,CPTY_A
36,2017-07-07,14,1230649.378882,1214322.901018,0.000000,1210177.168798,CPTY_A
37,2017-07-21,14,1205198.597242,1185193.107011,111622.864344,1273205.320780,CPTY_A
38,2017-08-04,14,1192854.993945,1163392.587338,0.000000,1207546.708302,CPTY_A
39,2017-08-18,14,1149760.952086,1142333.999616,0.000000,1148152.965050,CPTY_A
40,2017-09-01,14,1172327.978659,1147231.987272,0.000000,1177327.173388,CPTY_A
41,2017-09-15,14,1194779.216884,1156000.123632,0.000000,1295836.066088,CPTY_A
42,2017-09-29,14,1181917.878428,1162497.299855,0.000000,1390869.152033,CPTY_A
43,2017-10-13,14,1166413.752350,1143775.796509,109998.464390,1224600.141437,CPTY_A
44,2017-10-27,17,1126112.554059,1108087.867075,0.000000,1209293.829689,CPTY_A
45,2017-11-13,11,1139015.988986,1111778.550371,0.000000,1218347.956882,CPTY_A
46,2017-11-24,14,1122792.857378,1102395.504889,0.000000,1184478.478404,CPTY_A
47,2017-12-08,14,1158610.505577,1136529.318400,0.000000,1254117.991563,CPTY_A
48,2017-12-22,14,1095824.054789,1072260.912888,0.000000,1175344.975867,CPTY_A
49,2018-01-05,14,1154186.438882,1125996.236881,0.000000,1143583.147226,CPTY_A
50,2018-01-19,14,1127368.808495,1086561.271818,108615.888816,1094485.909387,CPTY_A
51,2018-02-02,14,1006802.243806,987037.536773,0.000000,1067006.005562,CPTY_A
52,2018-02-16,14,998019.168893,973417.492782,0.000000,979566.487014,CPTY_A
53,2018-03-02,14,984021.052410,968722.216423,0.000000,1025704.288522,CPTY_A
54,2018-03-16,18,1012758.423780,965771.934692,0.000000,1048414.756615,CPTY_A
55,2018-04-03,10,992191.759668,960412.515786,0.000000,1007396.435929,CPTY_A
56,2018-04-13,14,1003392.190600,971514.557030,91106.948857,991282.184817,CPTY_A
57,2018-04-27,14,951669.873529,935850.970639,0.000000,944723.401002,CPTY_A
58,2018-05-11,14,944730.810594,917748.129340,0.000000,987792.763963,CPTY_A
59,2018-05-25,14,959599.953912,941304.856717,0.000000,1033427.381147,CPTY_A
60,2018-06-08,14,962042.282052,935504.598614,0.000000,1013873.946467,CPTY_A
61,2018-06-22,14,982697.008265,934409.259206,0.000000,1037425.969981,CPTY_A
