#Sample,Regressor_0_USD,Regressor_1_USD-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
82,0.624246,0.030168,338359.882847,0.000000,653156.605559,686680.771158,52912.134448,705674.475361
83,0.624791,0.017166,417677.353092,0.000000,653156.605559,686680.771158,-194094.706831,705674.475361
84,0.625055,-0.007162,534499.627389,614760.304326,653156.605559,686680.771158,152688.831012,705674.475361
85,0.625085,0.042591,242772.626838,0.000000,653156.605559,686680.771158,-124558.182231,705674.475361
86,0.626152,-0.014438,565923.619675,0.000000,653156.605559,686680.771158,-99689.113301,705674.475361
87,0.626186,0.012582,444007.964742,0.000000,653156.605559,686680.771158,-515310.102470,705674.475361
88,0.628756,0.008043,470250.603107,0.000000,653156.605559,686680.771158,374661.345564,705674.475361
89,0.630136,0.005508,484214.140717,616177.373316,653156.605559,686680.771158,-53496.751387,705674.475361
90,0.630585,0.019753,412438.301354,0.000000,653156.605559,686680.771158,17878.259960,705674.475361
91,0.630617,0.039359,284208.362197,0.000000,653156.605559,686680.771158,-21203.771803,705674.475361
92,0.632843,0.002531,501505.526562,0.000000,653156.605559,686680.771158,164212.425662,705674.475361
93,0.634711,0.020032,417292.792229,0.000000,653156.605559,686680.771158,321261.257569,705674.475361
94,0.634762,-0.007961,549366.232636,0.000000,653156.605559,686680.771158,-424453.337534,705674.475361
95,0.635894,0.009088,474911.544345,0.000000,653156.605559,686680.771158,346270.980218,705674.475361
96,0.636996,0.001582,511047.205641,618107.063969,653156.605559,686680.771158,-37015.849949,705674.475361
97,0.638155,-0.017055,589588.355022,0.000000,653156.605559,686680.771158,-43633.270320,705674.475361
98,0.639055,0.036725,321895.088990,0.000000,653156.605559,686680.771158,131627.785238,705674.475361
99,0.639332,-0.008724,557807.694776,0.000000,653156.605559,686680.771158,-100926.628391,705674.475361
100,0.639904,0.020026,425242.623218,0.000000,653156.605559,686680.771158,-236568.305416,705674.475361
101,0.641082,0.010728,474053.588981,0.000000,653156.605559,686680.771158,-292030.881541,705674.475361
102,0.641325,-0.010954,569101.624115,0.000000,653156.605559,686680.771158,-34770.370390,705674.475361
103,0.641629,0.026626,391097.826914,0.000000,653156.605559,686680.771158,511078.279874,705674.475361
104,0.642358,0.031735,361398.028915,619628.395467,653156.605559,686680.771158,501002.080954,705674.475361
105,0.644814,0.021946,422356.415741,0.000000,653156.605559,686680.771158,245497.479850,705674.475361
106,0.645267,0.010464,480941.733962,0.000000,653156.605559,686680.771158,436038.765316,705674.475361
107,0.645817,0.027152,394891.189384,0.000000,653156.605559,686680.771158,196970.817485,705674.475361
108,0.649984,0.012334,478373.321396,0.000000,653156.605559,686680.771158,82471.635606,705674.475361
109,0.650581,-0.019395,611749.466164,0.000000,653156.605559,686680.771158,-75353.807576,705674.475361
110,0.650834,-0.002561,545737.961485,0.000000,653156.605559,686680.771158,391337.498753,705674.475361
111,0.653567,0.018020,455545.611679,0.000000,653156.605559,686680.771158,159578.180145,705674.475361
112,0.653790,0.007317,506554.741346,0.000000,653156.605559,686680.771158,203921.525253,705674.475361
113,0.654018,0.022090,435370.699911,0.000000,653156.605559,686680.771158,-592496.180133,705674.475361
114,0.655006,0.030853,388424.563010,0.000000,653156.605559,686680.771158,-262510.735514,705674.475361
115,0.655830,0.023311,431636.973223,0.000000,653156.605559,686680.771158,-35849.665916,705674.475361
116,0.655847,0.007239,509505.137484,0.000000,653156.605559,686680.771158,341894.275454,705674.475361
117,0.656890,0.039013,340728.672818,0.000000,653156.605559,686680.771158,80476.008175,705674.475361
118,0.657452,0.005134,520817.303860,0.000000,653156.605559,686680.771158,-11770.383371,705674.475361
119,0.658129,0.014349,479702.547420,624169.987319,653156.605559,686680.771158,-18762.119502,705674.475361
120,0.658422,0.001243,538735.426648,0.000000,653156.605559,686680.771158,-223244.587249,705674.475361
121,0.659000,0.020383,451362.087891,0.000000,653156.605559,686680.771158,21152.474678,705674.475361
122,0.660048,0.004761,525629.677994,0.000000,653156.605559,686680.771158,-28161.623889,705674.475361
123,0.661342,0.041063,335365.354123,0.000000,653156.605559,686680.771158,-363564.892481,705674.475361
124,0.661476,0.030997,398154.392823,0.000000,653156.605559,686680.771158,13698.086540,705674.475361
125,0.661703,0.024946,431741.657111,0.000000,653156.605559,686680.771158,123873.192013,705674.475361
126,0.663459,0.033980,384026.284286,0.000000,653156.605559,686680.771158,103162.004939,705674.475361
127,0.664625,-0.006016,575576.815718,626070.074310,653156.605559,686680.771158,613850.961482,705674.475361
128,0.665252,0.042503,333055.471518,626254.469428,653156.605559,686680.771158,224772.259864,705674.475361
129,0.666516,0.019162,467916.028135,0.000000,653156.605559,686680.771158,153510.954350,705674.475361
130,0.666694,0.036114,376699.264007,626679.025928,653156.605559,686680.771158,-48039.147349,705674.475361
131,0.668426,0.015928,485944.239036,0.000000,653156.605559,686680.771158,140892.090917,705674.475361
132,0.669687,-0.006137,581675.164882,0.000000,653156.605559,686680.771158,-138853.513903,705674.475361
133,0.669709,0.039534,360810.476026,0.000000,653156.605559,686680.771158,-207691.654793,705674.475361
134,0.669933,-0.002523,567613.983277,0.000000,653156.605559,686680.771158,-51151.919156,705674.475361
135,0.671319,0.048482,302429.390504,0.000000,653156.605559,686680.771158,-401756.101570,705674.475361
136,0.672813,0.008596,524593.442776,0.000000,653156.605559,686680.771158,-177063.257082,705674.475361
137,0.673331,0.031019,416714.342708,0.000000,653156.605559,686680.771158,108805.911915,705674.475361
138,0.674148,-0.004228,579114.066776,0.000000,653156.605559,686680.771158,-5527.545978,705674.475361
139,0.674362,0.021141,469044.622050,0.000000,653156.605559,686680.771158,-131565.134028,705674.475361
140,0.674800,0.029968,424648.999328,0.000000,653156.605559,686680.771158,-129418.819643,705674.475361
141,0.676624,0.011434,516871.635269,0.000000,653156.605559,686680.771158,-389024.455822,705674.475361
142,0.676684,0.025412,451129.411479,0.000000,653156.605559,686680.771158,68249.009795,705674.475361
143,0.677062,0.039491,373931.229389,629756.075892,653156.605559,686680.771158,352687.027730,705674.475361
144,0.677568,0.024755,455686.204390,0.000000,653156.605559,686680.771158,20661.204890,705674.475361
145,0.680342,0.021923,473413.962807,0.000000,653156.605559,686680.771158,169839.341215,705674.475361
146,0.681172,0.020032,483534.505419,0.000000,653156.605559,686680.771158,-204736.763692,705674.475361
147,0.681396,0.012623,517556.556965,0.000000,653156.605559,686680.771158,-120456.802829,705674.475361
148,0.682443,0.013022,517101.732578,0.000000,653156.605559,686680.771158,129489.797151,705674.475361
149,0.683200,0.009225,534482.016771,0.000000,653156.605559,686680.771158,405731.060334,705674.475361
150,0.685040,0.008291,540641.210751,0.000000,653156.605559,686680.771158,48125.067491,705674.475361
151,0.685111,0.037875,396900.230856,0.000000,653156.605559,686680.771158,-261.484051,705674.475361
152,0.688673,0.029045,449838.920516,0.000000,653156.605559,686680.771158,286079.099544,705674.475361
153,0.690451,0.052027,316033.334940,0.000000,653156.605559,686680.771158,66574.948811,705674.475361
154,0.691438,0.008593,546932.044028,0.000000,653156.605559,686680.771158,-188069.602358,705674.475361
155,0.691689,0.043002,377635.745290,0.000000,653156.605559,686680.771158,177846.520038,705674.475361
156,0.692120,0.023175,483262.230982,0.000000,653156.605559,686680.771158,-90607.205089,705674.475361
157,0.692141,0.030972,445003.181462,634309.714862,653156.605559,686680.771158,521918.153407,705674.475361
158,0.692530,0.015316,519511.220623,0.000000,653156.605559,686680.771158,159056.554332,705674.475361
159,0.693045,0.038216,407632.327757,0.000000,653156.605559,686680.771158,-263855.168867,705674.475361
160,0.693681,0.010890,539951.106976,0.000000,653156.605559,686680.771158,-105686.192078,705674.475361
161,0.693744,0.051832,324034.210759,0.000000,653156.605559,686680.771158,-28576.011112,705674.475361
162,0.693779,0.013562,528667.450563,0.000000,653156.605559,686680.771158,71174.698093,705674.475361
163,0.694476,0.035728,423488.234945,0.000000,653156.605559,686680.771158,-656917.459593,705674.475361
164,0.695389,0.005974,562268.974070,0.000000,653156.605559,686680.771158,88369.310134,705674.475361
165,0.696693,0.007290,558413.745519,0.000000,653156.605559,686680.771158,44682.459853,705674.475361
166,0.699293,0.013900,533885.956813,0.000000,653156.605559,686680.771158,227602.846545,705674.475361
167,0.699835,0.035698,431697.746379,0.000000,653156.605559,686680.771158,-12336.294977,705674.475361
168,0.700239,0.045594,376524.462896,0.000000,653156.605559,686680.771158,-134000.611339,705674.475361
169,0.701250,0.026744,478536.327725,0.000000,653156.605559,686680.771158,-18061.333223,705674.475361
170,0.703857,0.004916,576061.870916,0.000000,653156.605559,686680.771158,39995.691377,705674.475361
171,0.706125,0.018197,523658.458168,0.000000,653156.605559,686680.771158,88493.544431,705674.475361
172,0.706568,0.013430,544535.270284,0.000000,653156.605559,686680.771158,-316741.661510,705674.475361
173,0.707005,0.025228,493254.188549,0.000000,653156.605559,686680.771158,334473.943972,705674.475361
174,0.707543,-0.001151,603522.075898,0.000000,653156.605559,686680.771158,89029.393458,705674.475361
175,0.707858,0.020166,517176.015811,0.000000,653156.605559,686680.771158,-43011.756506,705674.475361
176,0.708458,0.011518,554673.765900,0.000000,653156.605559,686680.771158,173260.315156,705674.475361
177,0.708667,0.039868,422730.174938,0.000000,653156.605559,686680.771158,-184398.975101,705674.475361
178,0.709608,0.005949,578380.357951,0.000000,653156.605559,686680.771158,-302714.947005,705674.475361
179,0.709739,-0.007053,627664.145748,0.000000,653156.605559,686680.771158,-115724.826804,705674.475361
180,0.710547,0.027623,486756.016455,0.000000,653156.605559,686680.771158,430385.515338,705674.475361
181,0.710732,0.019047,525606.335616,640052.270798,653156.605559,686680.771158,-135910.550838,705674.475361
182,0.711141,-0.004920,621318.954738,0.000000,653156.605559,686680.771158,108466.394053,705674.475361
183,0.713461,0.026538,495602.009472,0.000000,653156.605559,686680.771158,-129211.981301,705674.475361
184,0.713536,0.025105,502242.985529,640930.725761,653156.605559,686680.771158,-66419.983662,705674.475361
185,0.713660,0.036968,445342.824852,0.000000,653156.605559,686680.771158,-241265.944432,705674.475361
186,0.713787,0.013143,554165.373549,0.000000,653156.605559,686680.771158,-82251.062860,705674.475361
187,0.714028,0.041862,420113.169202,641085.361374,653156.605559,686680.771158,180163.621789,705674.475361
188,0.714109,0.029552,482403.341188,0.000000,653156.605559,686680.771158,-63221.500282,705674.475361
189,0.715545,0.019593,529109.267169,0.000000,653156.605559,686680.771158,152594.338056,705674.475361
190,0.715879,0.009129,572786.443731,641667.197987,653156.605559,686680.771158,89428.695655,705674.475361
191,0.717339,0.022003,520839.931177,0.000000,653156.605559,686680.771158,339331.597812,705674.475361
192,0.717657,-0.007382,636891.299684,0.000000,653156.605559,686680.771158,-210093.900122,705674.475361
193,0.717945,0.005538,589155.390008,0.000000,653156.605559,686680.771158,534962.025979,705674.475361
194,0.718348,-0.001655,616775.993989,0.000000,653156.605559,686680.771158,-153209.149762,705674.475361
195,0.718448,0.030868,481961.457221,0.000000,653156.605559,686680.771158,-127894.151549,705674.475361
196,0.719075,0.015308,551380.381542,0.000000,653156.605559,686680.771158,-269574.049478,705674.475361
197,0.719186,0.028830,492466.689334,0.000000,653156.605559,686680.771158,139444.994026,705674.475361
198,0.719699,0.021347,526585.877326,0.000000,653156.605559,686680.771158,-25275.643108,705674.475361
199,0.719938,0.030039,487829.819530,642948.512669,653156.605559,686680.771158,-129223.098324,705674.475361
200,0.720136,0.011017,570038.839222,0.000000,653156.605559,686680.771158,-88735.706157,705674.475361
201,0.720280,-0.005243,631860.097639,0.000000,653156.605559,686680.771158,-93163.569307,705674.475361
202,0.720359,0.045111,412085.095721,643081.685816,653156.605559,686680.771158,37862.448404,705674.475361
203,0.720408,-0.005870,634247.288582,0.000000,653156.605559,686680.771158,149049.702071,705674.475361
204,0.720697,0.017056,546019.103991,0.000000,653156.605559,686680.771158,-2536.079230,705674.475361
205,0.720701,-0.006637,637294.680751,0.000000,653156.605559,686680.771158,-257633.699640,705674.475361
206,0.721619,0.008819,580403.854693,643481.151109,653156.605559,686680.771158,274754.506717,705674.475361
207,0.722765,0.003918,600566.735857,0.000000,653156.605559,686680.771158,-27692.822482,705674.475361
208,0.722961,0.010730,574353.117852,0.000000,653156.605559,686680.771158,-96595.627435,705674.475361
209,0.723087,0.005320,595568.850194,0.000000,653156.605559,686680.771158,280311.719336,705674.475361
210,0.723571,0.004786,598131.263916,0.000000,653156.605559,686680.771158,-433570.171465,705674.475361
211,0.724165,-0.007370,643378.806360,0.000000,653156.605559,686680.771158,105279.261028,705674.475361
212,0.726141,0.014529,562714.238317,0.000000,653156.605559,686680.771158,72159.209853,705674.475361
213,0.727383,0.008541,587826.256070,0.000000,653156.605559,686680.771158,236644.528034,705674.475361
214,0.727389,0.008431,588257.837854,0.000000,653156.605559,686680.771158,163982.231994,705674.475361
215,0.727395,0.015146,561645.077208,0.000000,653156.605559,686680.771158,-141593.597260,705674.475361
216,0.728657,0.063027,314336.051704,0.000000,653156.605559,686680.771158,310168.570164,705674.475361
217,0.728699,0.008877,587958.714882,0.000000,653156.605559,686680.771158,9141.705562,705674.475361
218,0.729788,0.018059,552485.472028,0.000000,653156.605559,686680.771158,286136.592057,705674.475361
219,0.729932,0.031449,494354.569658,0.000000,653156.605559,686680.771158,160690.367036,705674.475361
220,0.731132,0.034115,483502.413119,0.000000,653156.605559,686680.771158,108095.056840,705674.475361
221,0.731444,0.003410,611672.087754,0.000000,653156.605559,686680.771158,-334440.777517,705674.475361
222,0.734042,0.016770,562654.052111,647453.246229,653156.605559,686680.771158,-219265.889307,705674.475361
223,0.735125,0.018713,555981.087664,0.000000,653156.605559,686680.771158,126197.587545,705674.475361
224,0.736583,-0.012203,672245.160997,0.000000,653156.605559,686680.771158,-176538.558019,705674.475361
225,0.736646,0.021405,546620.750913,0.000000,653156.605559,686680.771158,-72132.727174,705674.475361
226,0.737810,-0.000004,630778.700807,0.000000,653156.605559,686680.771158,-187180.071912,705674.475361
227,0.737947,0.012990,582089.248798,0.000000,653156.605559,686680.771158,175515.604681,705674.475361
228,0.738240,0.001878,624385.876643,0.000000,653156.605559,686680.771158,15292.941632,705674.475361
229,0.738423,0.021235,549411.750229,0.000000,653156.605559,686680.771158,392509.418061,705674.475361
230,0.739149,0.002706,622294.630980,0.000000,653156.605559,686680.771158,-145477.209628,705674.475361
231,0.739480,0.017341,566536.512388,0.000000,653156.605559,686680.771158,-11302.250301,705674.475361
232,0.739919,0.066230,314116.114242,649354.446820,653156.605559,686680.771158,50119.184449,705674.475361
233,0.740728,0.053011,399956.114565,0.000000,653156.605559,686680.771158,98554.823979,705674.475361
234,0.740793,0.024384,539020.261178,0.000000,653156.605559,686680.771158,-84288.854692,705674.475361
235,0.741451,0.040553,466566.356850,0.000000,653156.605559,686680.771158,-198498.446086,705674.475361
236,0.741524,0.010742,594700.089404,0.000000,653156.605559,686680.771158,81761.797405,705674.475361
237,0.742199,0.034334,496985.727478,0.000000,653156.605559,686680.771158,159692.997163,705674.475361
238,0.742278,-0.014163,684223.252643,0.000000,653156.605559,686680.771158,251540.899519,705674.475361
239,0.742831,0.008116,606067.011057,0.000000,653156.605559,686680.771158,-111811.589963,705674.475361
240,0.743654,0.018954,564775.522893,0.000000,653156.605559,686680.771158,431034.596604,705674.475361
241,0.745305,0.018852,567060.202453,0.000000,653156.605559,686680.771158,-85033.409993,705674.475361
242,0.746722,0.015836,580624.344419,0.000000,653156.605559,686680.771158,-208378.259667,705674.475361
243,0.746997,0.034931,500435.031242,0.000000,653156.605559,686680.771158,87176.445690,705674.475361
244,0.748405,0.022312,556563.068505,0.000000,653156.605559,686680.771158,189878.111315,705674.475361
245,0.748963,-0.014461,691455.029859,0.000000,653156.605559,686680.771158,81366.027581,705674.475361
246,0.749240,0.043035,465159.007894,0.000000,653156.605559,686680.771158,-296133.385742,705674.475361
247,0.750124,0.008590,611981.098889,0.000000,653156.605559,686680.771158,-36130.962064,705674.475361
248,0.750664,0.033278,512523.356692,0.000000,653156.605559,686680.771158,-164011.421669,705674.475361
249,0.752913,0.026747,543450.714363,653607.875716,653156.605559,686680.771158,430512.699318,705674.475361
250,0.753558,0.020218,570901.580912,0.000000,653156.605559,686680.771158,-40510.535090,705674.475361
251,0.753602,0.024746,552580.511839,0.000000,653156.605559,686680.771158,37306.917733,705674.475361
252,0.753994,0.048886,442501.800210,0.000000,653156.605559,686680.771158,123293.125291,705674.475361
253,0.754133,0.020285,571280.141576,0.000000,653156.605559,686680.771158,122728.022884,705674.475361
254,0.754819,0.041596,479684.284560,654237.392680,653156.605559,686680.771158,110892.974753,705674.475361
255,0.755028,0.032767,520204.766824,654306.560182,653156.605559,686680.771158,-320539.252614,705674.475361
256,0.755390,0.010599,610021.581104,0.000000,653156.605559,686680.771158,-121949.919152,705674.475361
257,0.756437,0.026681,547874.136298,0.000000,653156.605559,686680.771158,-54569.090777,705674.475361
258,0.756706,0.023780,560120.515439,0.000000,653156.605559,686680.771158,71406.118519,705674.475361
259,0.757268,-0.004172,664736.729620,0.000000,653156.605559,686680.771158,43437.529709,705674.475361
260,0.757991,0.020289,575587.110742,655288.631264,653156.605559,686680.771158,-339129.625100,705674.475361
261,0.758490,0.036510,507933.666775,0.000000,653156.605559,686680.771158,162163.025704,705674.475361
262,0.759080,0.023886,562408.083788,0.000000,653156.605559,686680.771158,-192058.154681,705674.475361
263,0.759825,0.010914,613504.155220,0.000000,653156.605559,686680.771158,-104400.831389,705674.475361
264,0.759850,0.019383,581220.006002,0.000000,653156.605559,686680.771158,220959.935139,705674.475361
265,0.759926,0.011769,610427.097400,655931.994995,653156.605559,686680.771158,142839.206177,705674.475361
266,0.761255,0.001642,648452.939033,0.000000,653156.605559,686680.771158,280170.716132,705674.475361
267,0.761409,0.020405,578928.398246,0.000000,653156.605559,686680.771158,-302524.553464,705674.475361
268,0.761656,0.020561,578590.600754,0.000000,653156.605559,686680.771158,-223224.162184,705674.475361
269,0.761693,0.020689,578127.663865,656520.782421,653156.605559,686680.771158,14092.621072,705674.475361
270,0.761885,0.029532,542372.739809,0.000000,653156.605559,686680.771158,-467500.786544,705674.475361
271,0.762264,0.024101,565161.371391,0.000000,653156.605559,686680.771158,229688.653220,705674.475361
272,0.762844,0.019012,585961.861440,0.000000,653156.605559,686680.771158,359724.434624,705674.475361
273,0.763026,0.012958,609245.919358,656965.549523,653156.605559,686680.771158,221593.517930,705674.475361
274,0.763051,0.021831,575125.029329,0.000000,653156.605559,686680.771158,-269809.257026,705674.475361
275,0.763130,0.028790,546944.727998,657000.302723,653156.605559,686680.771158,343177.768853,705674.475361
276,0.763633,0.004317,641366.766808,0.000000,653156.605559,686680.771158,-169832.702965,705674.475361
277,0.764456,-0.012216,698406.130711,0.000000,653156.605559,686680.771158,-57616.651368,705674.475361
278,0.764492,0.034029,526322.879878,0.000000,653156.605559,686680.771158,253067.562812,705674.475361
279,0.764804,0.014437,605579.992799,0.000000,653156.605559,686680.771158,-350089.260945,705674.475361
280,0.765798,-0.012840,701671.205136,0.000000,653156.605559,686680.771158,518904.973863,705674.475361
281,0.766556,0.005220,641085.320648,0.000000,653156.605559,686680.771158,354651.949231,705674.475361
282,0.768011,0.041405,497906.781318,0.000000,653156.605559,686680.771158,80643.802491,705674.475361
283,0.768886,0.036607,520489.073357,0.000000,653156.605559,686680.771158,118313.141640,705674.475361
284,0.769622,-0.009861,695465.309727,0.000000,653156.605559,686680.771158,312136.230124,705674.475361
285,0.770903,0.024545,573131.183990,659609.654837,653156.605559,686680.771158,80890.671129,705674.475361
286,0.771163,0.020771,588232.522583,0.000000,653156.605559,686680.771158,-79526.973535,705674.475361
287,0.771607,0.040997,504371.260053,0.000000,653156.605559,686680.771158,-92066.183994,705674.475361
288,0.772397,0.023788,577797.975372,0.000000,653156.605559,686680.771158,-196760.322599,705674.475361
289,0.772635,-0.017820,723757.014838,0.000000,653156.605559,686680.771158,-92383.627897,705674.475361
290,0.773030,-0.006884,688823.247134,0.000000,653156.605559,686680.771158,65477.499898,705674.475361
291,0.773116,0.020176,592655.475757,0.000000,653156.605559,686680.771158,-26062.094360,705674.475361
292,0.777297,0.008021,641886.003713,0.000000,653156.605559,686680.771158,74044.145219,705674.475361
293,0.777469,0.014556,618422.651914,0.000000,653156.605559,686680.771158,18563.794042,705674.475361
294,0.777805,0.058494,427309.041733,0.000000,653156.605559,686680.771158,-49155.794662,705674.475361
295,0.777905,0.009984,635492.160721,0.000000,653156.605559,686680.771158,15060.138617,705674.475361
296,0.777966,0.018310,604959.279601,662001.836101,653156.605559,686680.771158,-18571.526738,705674.475361
297,0.778448,0.003589,658557.071070,0.000000,653156.605559,686680.771158,481415.053603,705674.475361
298,0.779316,0.003233,660632.203027,0.000000,653156.605559,686680.771158,-152247.650493,705674.475361
299,0.781078,0.015855,617382.904079,0.000000,653156.605559,686680.771158,-324321.065769,705674.475361
300,0.781734,-0.004065,687609.454408,0.000000,653156.605559,686680.771158,47646.254695,705674.475361
301,0.781832,0.027415,573962.930577,0.000000,653156.605559,686680.771158,185943.318267,705674.475361
302,0.782176,-0.004004,687820.010948,0.000000,653156.605559,686680.771158,184854.384617,705674.475361
303,0.782819,0.033548,550224.709205,0.000000,653156.605559,686680.771158,22102.629535,705674.475361
304,0.783453,0.009147,644044.032009,0.000000,653156.605559,686680.771158,286922.007081,705674.475361
305,0.783530,0.013971,626819.097090,0.000000,653156.605559,686680.771158,60119.865594,705674.475361
306,0.783770,0.025388,584091.939642,0.000000,653156.605559,686680.771158,144194.516649,705674.475361
307,0.783838,0.047394,490857.882582,664005.601754,653156.605559,686680.771158,228016.360203,705674.475361
308,0.784307,0.050247,478053.934124,0.000000,653156.605559,686680.771158,-100512.384120,705674.475361
309,0.785673,0.043435,511217.152855,0.000000,653156.605559,686680.771158,-143928.174114,705674.475361
310,0.786571,0.020784,604771.468409,0.000000,653156.605559,686680.771158,22267.692582,705674.475361
311,0.786698,0.029092,572749.597195,0.000000,653156.605559,686680.771158,215858.500157,705674.475361
312,0.787043,0.021650,602003.798772,0.000000,653156.605559,686680.771158,-8686.490162,705674.475361
313,0.788881,-0.006598,702519.746691,0.000000,653156.605559,686680.771158,486789.812941,705674.475361
314,0.789906,0.021954,603903.023772,0.000000,653156.605559,686680.771158,-80106.524288,705674.475361
315,0.790455,-0.001698,687908.200020,0.000000,653156.605559,686680.771158,-371229.134595,705674.475361
316,0.790471,0.019037,615404.516062,666285.580677,653156.605559,686680.771158,-313096.210733,705674.475361
317,0.790708,0.019102,615411.922473,666367.418845,653156.605559,686680.771158,162199.863105,705674.475361
