#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
1043,0.866015,1.256607,0.000182,0.012285,0.006933,2997487.181903,0.000000,3123367.199325,3125613.409752,1934139.413087,3046376.959391
1044,0.866030,1.211542,0.002870,0.012793,0.006946,3011972.263184,0.000000,3123367.199325,3125613.409752,160056.992589,3046376.959391
1045,0.866030,1.280258,0.000592,0.007685,0.004614,3243108.339696,0.000000,3123367.199325,3125613.409752,483379.759214,3046376.959391
1046,0.866035,1.216502,-0.002035,0.003252,0.007594,3254417.864142,0.000000,3123367.199325,3125613.409752,1340212.547587,3046376.959391
1047,0.866048,1.212345,0.002848,0.011844,0.011535,3001559.984787,0.000000,3123367.199325,3125613.409752,-128077.615268,3046376.959391
1048,0.866048,1.228091,0.001397,0.010531,0.008999,3056441.816028,0.000000,3123367.199325,3125613.409752,-2789618.182182,3046376.959391
1049,0.866059,1.242738,0.000631,0.005322,0.004483,3302913.275322,0.000000,3123367.199325,3125613.409752,-57313.164164,3046376.959391
1050,0.866076,1.269218,-0.001308,0.014604,0.005081,2885633.859570,0.000000,3123367.199325,3125613.409752,1469081.358441,3046376.959391
1051,0.866081,1.245319,0.001793,0.009327,0.006786,3157059.802434,0.000000,3123367.199325,3125613.409752,-385264.338304,3046376.959391
1052,0.866099,1.178461,-0.004049,0.009092,0.010069,2891368.720162,0.000000,3123367.199325,3125613.409752,2350368.774676,3046376.959391
1053,0.866159,1.232652,-0.001383,0.014931,0.007635,2800805.087860,0.000000,3123367.199325,3125613.409752,-819837.018497,3046376.959391
1054,0.866170,1.222262,0.000674,0.009877,0.005057,3099027.983396,0.000000,3123367.199325,3125613.409752,-837722.678033,3046376.959391
1055,0.866184,1.203180,-0.000520,0.006269,0.007948,3161944.311844,0.000000,3123367.199325,3125613.409752,1073054.618128,3046376.959391
1056,0.866192,1.254706,-0.003578,0.006532,0.004125,3152710.246971,0.000000,3123367.199325,3125613.409752,3326589.048602,3046376.959391
1057,0.866200,1.191251,-0.005466,0.008851,0.002037,2962026.755763,0.000000,3123367.199325,3125613.409752,-1583495.738241,3046376.959391
1058,0.866213,1.214945,-0.007981,0.003804,0.007184,3065746.973900,0.000000,3123367.199325,3125613.409752,-371514.725998,3046376.959391
1059,0.866224,1.205917,-0.000545,0.006809,0.006671,3155559.386894,0.000000,3123367.199325,3125613.409752,-294720.582977,3046376.959391
1060,0.866230,1.202373,0.002967,0.013740,0.010153,2929732.615283,0.000000,3123367.199325,3125613.409752,797753.878494,3046376.959391
1061,0.866230,1.253509,-0.000025,0.009435,0.007578,3099775.920752,0.000000,3123367.199325,3125613.409752,-1251006.622846,3046376.959391
1062,0.866237,1.298392,0.002213,0.008965,0.008178,3218322.290931,0.000000,3123367.199325,3125613.409752,-865164.313796,3046376.959391
1063,0.866245,1.266761,0.002620,0.010069,0.008938,3148497.914009,0.000000,3123367.199325,3125613.409752,230603.130239,3046376.959391
1064,0.866260,1.251168,-0.000947,0.009790,0.010090,3028574.316708,0.000000,3123367.199325,3125613.409752,186292.486051,3046376.959391
1065,0.866264,1.268385,-0.004503,0.007984,0.007578,3042657.495950,0.000000,3123367.199325,3125613.409752,1952876.568593,3046376.959391
1066,0.866282,1.220906,0.002975,0.011679,0.000874,3135458.825083,0.000000,3123367.199325,3125613.409752,-297889.549066,3046376.959391
1067,0.866288,1.240452,-0.001535,0.003649,0.003890,3311883.044762,0.000000,3123367.199325,3125613.409752,1024402.000530,3046376.959391
1068,0.866303,1.206687,-0.001631,0.004679,0.000341,3274915.286638,0.000000,3123367.199325,3125613.409752,-319395.082957,3046376.959391
1069,0.866339,1.246154,-0.002308,0.001882,0.006775,3334619.679319,0.000000,3123367.199325,3125613.409752,-201677.948705,3046376.959391
1070,0.866403,1.258580,0.000571,0.009887,0.011886,3057216.421948,0.000000,3123367.199325,3125613.409752,-361271.738001,3046376.959391
1071,0.866419,1.232884,-0.000119,0.007496,0.010516,3125033.389997,0.000000,3123367.199325,3125613.409752,241825.772010,3046376.959391
1072,0.866423,1.264428,0.000829,0.004681,0.006446,3332619.609538,0.000000,3123367.199325,3125613.409752,-262538.261800,3046376.959391
1073,0.866427,1.244612,-0.004568,0.006146,0.002279,3149868.524559,0.000000,3123367.199325,3125613.409752,-150057.959435,3046376.959391
1074,0.866431,1.264417,-0.000417,0.006693,0.008885,3195441.998042,0.000000,3123367.199325,3125613.409752,-500232.285461,3046376.959391
1075,0.866453,1.206852,0.002838,0.011199,0.008999,3050699.846091,0.000000,3123367.199325,3125613.409752,658398.328891,3046376.959391
1076,0.866456,1.112104,0.000752,0.008145,0.007308,3042035.433038,0.000000,3123367.199325,3125613.409752,-651665.525770,3046376.959391
1077,0.866462,1.232215,0.001137,0.008840,0.011572,3094818.946742,0.000000,3123367.199325,3125613.409752,-1030111.022943,3046376.959391
1078,0.866510,1.211343,-0.000683,0.006301,0.009242,3150199.220158,0.000000,3123367.199325,3125613.409752,915966.613969,3046376.959391
1079,0.866520,1.249993,-0.005589,0.004887,0.005205,3145583.009601,0.000000,3123367.199325,3125613.409752,-1045668.417091,3046376.959391
1080,0.866523,1.225661,-0.002836,0.009400,0.004856,3021008.425598,0.000000,3123367.199325,3125613.409752,1070229.518970,3046376.959391
1081,0.866543,1.228407,-0.000412,0.009906,0.005457,3067804.027722,0.000000,3123367.199325,3125613.409752,-1898956.045731,3046376.959391
1082,0.866559,1.200684,-0.001825,0.010786,0.011770,2889890.775678,0.000000,3123367.199325,3125613.409752,-1348715.764137,3046376.959391
1083,0.866577,1.313022,0.005324,0.012159,0.009318,3181296.860497,0.000000,3123367.199325,3125613.409752,905628.823893,3046376.959391
1084,0.866582,1.172317,0.004421,0.010857,0.008938,3078580.917497,0.000000,3123367.199325,3125613.409752,-43978.231840,3046376.959391
1085,0.866635,1.205490,-0.002742,0.008305,0.004562,3052966.275819,0.000000,3123367.199325,3125613.409752,380322.570079,3046376.959391
1086,0.866641,1.301220,0.002395,0.010066,0.010287,3160542.288603,0.000000,3123367.199325,3125613.409752,-2626316.855463,3046376.959391
1087,0.866643,1.178325,-0.000292,0.007598,0.006150,3110381.835737,0.000000,3123367.199325,3125613.409752,-1901454.985191,3046376.959391
1088,0.866658,1.236783,0.001062,0.011285,0.009835,3014563.674658,0.000000,3123367.199325,3125613.409752,602263.377507,3046376.959391
1089,0.866692,1.276696,-0.000326,0.007747,0.008288,3173817.931060,0.000000,3123367.199325,3125613.409752,439591.983043,3046376.959391
1090,0.866707,1.251046,-0.005221,0.006581,0.004731,3093520.444812,0.000000,3123367.199325,3125613.409752,817728.170275,3046376.959391
1091,0.866714,1.261504,0.001530,0.010203,0.013790,3054618.297243,0.000000,3123367.199325,3125613.409752,2944142.822612,3046376.959391
1092,0.866733,1.202580,-0.001608,0.004458,0.008018,3202026.752148,0.000000,3123367.199325,3125613.409752,1028466.180589,3046376.959391
1093,0.866740,1.224105,-0.002408,0.009109,0.005673,3035481.267835,0.000000,3123367.199325,3125613.409752,1679234.763915,3046376.959391
1094,0.866749,1.216085,0.001774,0.009767,0.008325,3094762.404051,0.000000,3123367.199325,3125613.409752,1454954.663651,3046376.959391
1095,0.866801,1.220195,-0.001750,0.008660,0.011759,3003361.975191,0.000000,3123367.199325,3125613.409752,-1223498.918550,3046376.959391
1096,0.866866,1.240126,-0.001477,0.009399,0.006155,3061335.133876,0.000000,3123367.199325,3125613.409752,-541502.038826,3046376.959391
1097,0.866874,1.204885,0.000033,0.008470,0.010022,3068188.558942,0.000000,3123367.199325,3125613.409752,960708.399744,3046376.959391
1098,0.866891,1.309216,-0.001143,0.006486,0.005241,3261951.242183,0.000000,3123367.199325,3125613.409752,-1642978.846942,3046376.959391
1099,0.866892,1.241936,0.000578,0.009536,0.010758,3068115.011770,0.000000,3123367.199325,3125613.409752,1047801.681322,3046376.959391
1100,0.866898,1.250260,0.001490,0.011359,0.007949,3057946.332315,0.000000,3123367.199325,3125613.409752,869548.138383,3046376.959391
1101,0.866905,1.234055,-0.002015,0.009025,0.004965,3067957.576041,0.000000,3123367.199325,3125613.409752,1024171.908182,3046376.959391
1102,0.866907,1.234591,-0.000871,0.008895,0.007821,3076589.783469,0.000000,3123367.199325,3125613.409752,-158958.548975,3046376.959391
1103,0.866930,1.278395,0.001259,0.009566,0.009663,3133265.558400,0.000000,3123367.199325,3125613.409752,920418.301482,3046376.959391
1104,0.866935,1.293033,-0.001881,0.003963,0.004082,3335713.062361,0.000000,3123367.199325,3125613.409752,391539.929266,3046376.959391
1105,0.866935,1.255353,0.001812,0.012478,0.009920,3004275.131006,0.000000,3123367.199325,3125613.409752,2500202.690053,3046376.959391
1106,0.866977,1.258469,0.000503,0.010305,0.008424,3075337.254517,0.000000,3123367.199325,3125613.409752,-829084.483690,3046376.959391
1107,0.866987,1.222420,-0.004098,0.009509,0.003496,2990454.503571,0.000000,3123367.199325,3125613.409752,-2564833.622267,3046376.959391
1108,0.866988,1.233089,-0.002598,0.008083,0.004832,3090167.815686,0.000000,3123367.199325,3125613.409752,-1053289.077725,3046376.959391
1109,0.866996,1.240858,-0.002011,0.003059,0.006521,3295680.412435,0.000000,3123367.199325,3125613.409752,2198456.078401,3046376.959391
1110,0.867004,1.281043,-0.002440,0.007701,0.005418,3149637.447953,0.000000,3123367.199325,3125613.409752,-1830272.621752,3046376.959391
1111,0.867011,1.233520,-0.000006,0.008906,0.004270,3138031.151256,0.000000,3123367.199325,3125613.409752,705127.485600,3046376.959391
1112,0.867031,1.226525,0.000807,0.007009,0.005856,3213664.082116,0.000000,3123367.199325,3125613.409752,-332718.151483,3046376.959391
1113,0.867036,1.232689,-0.001138,0.010891,0.009735,2962084.911816,0.000000,3123367.199325,3125613.409752,865335.814145,3046376.959391
1114,0.867056,1.239832,0.000823,0.010428,0.004094,3108114.095200,0.000000,3123367.199325,3125613.409752,1832948.930629,3046376.959391
1115,0.867061,1.179510,0.002582,0.008384,0.009324,3128959.991441,0.000000,3123367.199325,3125613.409752,-520967.654932,3046376.959391
1116,0.867090,1.240768,-0.003913,0.009548,0.011718,2920805.562074,0.000000,3123367.199325,3125613.409752,695199.978457,3046376.959391
1117,0.867126,1.233158,0.002375,0.010330,0.001696,3175526.391418,0.000000,3123367.199325,3125613.409752,-1719172.732801,3046376.959391
1118,0.867126,1.209239,-0.000980,0.011160,0.008119,2949936.165548,0.000000,3123367.199325,3125613.409752,-191831.611519,3046376.959391
1119,0.867136,1.210230,-0.001673,0.005222,0.004425,3214282.369281,0.000000,3123367.199325,3125613.409752,-799924.493361,3046376.959391
1120,0.867178,1.244033,-0.003905,0.005055,0.003171,3202450.109558,0.000000,3123367.199325,3125613.409752,1019911.133187,3046376.959391
1121,0.867199,1.272781,-0.000198,0.009206,0.006404,3135105.707311,0.000000,3123367.199325,3125613.409752,308742.588167,3046376.959391
1122,0.867228,1.223380,-0.002922,0.012237,0.007597,2863288.290954,0.000000,3123367.199325,3125613.409752,388159.661795,3046376.959391
1123,0.867249,1.230042,-0.000329,0.010837,0.007468,3011345.025247,0.000000,3123367.199325,3125613.409752,657631.801980,3046376.959391
1124,0.867249,1.284937,-0.002494,0.007846,0.009271,3105178.684478,0.000000,3123367.199325,3125613.409752,414080.220287,3046376.959391
1125,0.867264,1.219322,-0.001481,0.001235,0.005200,3373241.871103,0.000000,3123367.199325,3125613.409752,1931952.320591,3046376.959391
1126,0.867283,1.222079,0.000829,0.007964,0.006615,3164399.625441,0.000000,3123367.199325,3125613.409752,368389.227199,3046376.959391
1127,0.867285,1.195895,-0.001013,0.006886,0.006785,3128587.845963,0.000000,3123367.199325,3125613.409752,-108848.269122,3046376.959391
1128,0.867295,1.196725,-0.000171,0.010314,0.009702,2980499.506410,0.000000,3123367.199325,3125613.409752,3026096.516994,3046376.959391
1129,0.867329,1.240984,-0.001275,0.005295,0.007301,3221366.102014,0.000000,3123367.199325,3125613.409752,-260637.678030,3046376.959391
1130,0.867356,1.248708,0.000623,0.008774,0.007560,3141149.203274,0.000000,3123367.199325,3125613.409752,84122.400231,3046376.959391
1131,0.867383,1.217968,-0.000991,0.006325,0.005831,3182513.414288,0.000000,3123367.199325,3125613.409752,1740051.599103,3046376.959391
1132,0.867420,1.234867,0.001148,0.010277,0.008706,3069665.039861,0.000000,3123367.199325,3125613.409752,1725566.839763,3046376.959391
1133,0.867451,1.245910,-0.001554,0.006493,0.005893,3185322.202420,0.000000,3123367.199325,3125613.409752,663920.764961,3046376.959391
1134,0.867453,1.239054,-0.000348,0.006101,0.005095,3236517.954264,0.000000,3123367.199325,3125613.409752,962091.137722,3046376.959391
1135,0.867477,1.239218,-0.003394,0.006524,0.005704,3127278.023251,0.000000,3123367.199325,3125613.409752,1841443.971255,3046376.959391
1136,0.867485,1.244304,-0.002056,0.008610,0.006436,3078027.981450,0.000000,3123367.199325,3125613.409752,-1359530.125740,3046376.959391
1137,0.867524,1.210276,-0.002105,0.008266,0.004110,3082980.986311,0.000000,3123367.199325,3125613.409752,64657.530794,3046376.959391
1138,0.867553,1.253120,-0.001006,0.011469,0.007895,2982479.916786,0.000000,3123367.199325,3125613.409752,-1935887.371004,3046376.959391
1139,0.867579,1.253352,-0.001331,0.010024,0.005231,3062732.508757,0.000000,3123367.199325,3125613.409752,-1604432.894786,3046376.959391
1140,0.867579,1.256342,0.000549,0.004980,0.008263,3288373.309108,0.000000,3123367.199325,3125613.409752,-195245.947403,3046376.959391
1141,0.867586,1.234358,-0.001861,0.012769,0.007372,2887078.624766,0.000000,3123367.199325,3125613.409752,-112391.378806,3046376.959391
1142,0.867592,1.245866,-0.004043,0.005879,0.002581,3173773.992360,0.000000,3123367.199325,3125613.409752,-652931.675234,3046376.959391
1143,0.867602,1.240651,0.000778,0.009311,0.008429,3107047.429810,0.000000,3123367.199325,3125613.409752,522536.180759,3046376.959391
1144,0.867605,1.229785,0.000864,0.011702,0.005964,3026926.970349,0.000000,3123367.199325,3125613.409752,-601902.897233,3046376.959391
1145,0.867607,1.229875,0.001128,0.010124,0.006850,3090543.700865,0.000000,3123367.199325,3125613.409752,-204718.339790,3046376.959391
1146,0.867617,1.244601,-0.000140,0.010078,0.009781,3037766.416177,0.000000,3123367.199325,3125613.409752,-3934250.609119,3046376.959391
1147,0.867632,1.255181,0.002584,0.007535,0.009729,3229395.417929,0.000000,3123367.199325,3125613.409752,-621085.791754,3046376.959391
1148,0.867640,1.255823,-0.002643,0.007546,0.008301,3095633.987690,0.000000,3123367.199325,3125613.409752,315040.081268,3046376.959391
1149,0.867646,1.235635,0.003470,0.006173,0.004402,3342206.085484,0.000000,3123367.199325,3125613.409752,-37514.692177,3046376.959391
1150,0.867654,1.282007,0.002720,0.009904,0.006737,3195466.635133,0.000000,3123367.199325,3125613.409752,600094.641077,3046376.959391
1151,0.867658,1.177264,0.001421,0.003098,0.012392,3271775.410106,0.000000,3123367.199325,3125613.409752,1959546.238674,3046376.959391
1152,0.867658,1.211787,0.003881,0.011270,0.009889,3073856.123805,0.000000,3123367.199325,3125613.409752,-2253927.309471,3046376.959391
1153,0.867658,1.199408,0.002848,0.012740,0.010520,2962262.223817,0.000000,3123367.199325,3125613.409752,-1333954.596701,3046376.959391
1154,0.867678,1.191462,-0.003184,0.007974,0.000100,3088404.507691,0.000000,3123367.199325,3125613.409752,-474602.431180,3046376.959391
1155,0.867679,1.224161,-0.002284,0.008357,0.003336,3095684.236428,0.000000,3123367.199325,3125613.409752,-862367.963701,3046376.959391
1156,0.867710,1.207105,-0.001607,0.007656,0.004938,3110523.184455,0.000000,3123367.199325,3125613.409752,208962.260674,3046376.959391
1157,0.867722,1.261149,-0.000765,0.008108,0.008577,3129288.321909,0.000000,3123367.199325,3125613.409752,-1016635.305666,3046376.959391
1158,0.867728,1.211384,-0.004116,0.005492,0.010290,3072883.164519,0.000000,3123367.199325,3125613.409752,-1977271.943188,3046376.959391
1159,0.867732,1.207502,0.004021,0.008322,0.007786,3214701.757435,0.000000,3123367.199325,3125613.409752,1390543.265136,3046376.959391
1160,0.867737,1.257321,0.000456,0.006717,0.009921,3202016.255021,3125456.166014,3123367.199325,3125613.409752,331582.566891,3046376.959391
1161,0.867770,1.263350,-0.001161,0.008101,0.003789,3170628.038104,0.000000,3123367.199325,3125613.409752,-885229.647348,3046376.959391
1162,0.867806,1.251844,0.003323,0.011652,0.004781,3134888.669372,0.000000,3123367.199325,3125613.409752,1423889.045719,3046376.959391
1163,0.867813,1.246228,0.003275,0.009796,0.008645,3162252.988034,0.000000,3123367.199325,3125613.409752,-494581.150419,3046376.959391
1164,0.867818,1.249271,-0.001860,0.009149,0.008178,3047573.563926,0.000000,3123367.199325,3125613.409752,-841561.315379,3046376.959391
1165,0.867822,1.225185,-0.003999,0.007109,0.005417,3075530.523144,0.000000,3123367.199325,3125613.409752,1037102.108921,3046376.959391
1166,0.867833,1.220337,0.001232,0.009370,0.005230,3132415.616602,0.000000,3123367.199325,3125613.409752,2961039.206250,3046376.959391
1167,0.867844,1.201667,-0.000578,0.006769,0.006204,3157450.106613,0.000000,3123367.199325,3125613.409752,-241933.886886,3046376.959391
1168,0.867877,1.220018,-0.000921,0.013668,0.004605,2893990.347756,0.000000,3123367.199325,3125613.409752,1784284.630574,3046376.959391
1169,0.867881,1.220496,-0.001605,0.005962,0.008111,3158213.330924,0.000000,3123367.199325,3125613.409752,68550.639954,3046376.959391
1170,0.867891,1.201979,0.001704,0.006362,0.010070,3198350.776682,0.000000,3123367.199325,3125613.409752,1974459.923170,3046376.959391
1171,0.867899,1.200944,0.000232,0.006075,0.006062,3208802.243880,0.000000,3123367.199325,3125613.409752,857583.760087,3046376.959391
1172,0.867899,1.205673,0.000611,0.008127,0.004918,3154142.245352,0.000000,3123367.199325,3125613.409752,120617.001860,3046376.959391
1173,0.867902,1.259039,-0.003560,0.006432,0.008124,3119489.783352,0.000000,3123367.199325,3125613.409752,-1305959.892230,3046376.959391
1174,0.867907,1.250390,0.000250,0.008926,0.003888,3164661.150775,0.000000,3123367.199325,3125613.409752,-208047.914367,3046376.959391
